Original row	Sample	0h	6h	3d	7d	11d
67	SMED30000068	0.83113605	-0.95313996	1.2691889	-0.8303802	-0.3168048
96	SMED30000097	-0.47429824	-0.45614016	1.7884287	-0.41439	-0.44360027
228	SMED30000234	-0.86084735	0.39115578	1.5349035	-0.23038758	-0.8348244
325	SMED30000334	-0.52180463	-0.011488621	1.7008984	-0.8602817	-0.3073235
333	SMED30000342	0.7080635	-0.18008395	1.3160481	-0.79160285	-1.0524249
453	SMED30000464	0.86726356	-0.5874467	1.2527508	-1.0482361	-0.4843315
529	SMED30000545	-0.4940284	-0.37161154	1.7496741	-0.72987396	-0.15416025
540	SMED30000556	-0.21355931	0.48994267	1.3191298	-0.20555133	-1.3899618
589	SMED30000606	0.08545836	-0.092116676	1.6319643	-0.81950146	-0.8058046
705	SMED30000724	-0.36758012	-0.45214882	1.7230511	-0.8281885	-0.07513364
771	SMED30000791	-0.1517836	-0.4587434	1.7553678	-0.6946294	-0.4502114
934	SMED30000961	-0.9185236	0.32823142	1.5935338	-0.5563091	-0.4469325
972	SMED30000999	0.56734335	-1.2439656	1.3397839	-0.5721621	-0.09099951
1114	SMED30001143	-0.17552601	-0.7334556	1.6707356	-0.7990525	0.03729848
1142	SMED30001171	1.0819238	-0.8688278	1.0819238	-0.8284536	-0.46656632
1159	SMED30001188	0.29226464	-0.2587834	1.5900719	-0.7860709	-0.8374822
1329	SMED30001361	-0.06696029	0.06669383	1.6229575	-0.95367306	-0.6690179
1409	SMED30001442	-0.18777588	-0.064938225	1.5982641	-0.17236373	-1.1731862
1553	SMED30001589	0.53813154	-0.6504092	1.51381	-0.78327394	-0.6182584
1608	SMED30001644	1.0954143	-0.73129106	1.0954143	-0.71920115	-0.7403364
1627	SMED30001663	0.016957736	-0.1690555	1.6585579	-0.96012044	-0.5463397
1646	SMED30001683	-0.5228268	0.525115	1.5138693	-0.6882968	-0.8278608
1782	SMED30001821	0.12538521	-0.4632925	1.6829128	-0.5441997	-0.80080575
