Class	GO.ID	Term	Annotated	Significant	Expected	classicFisher	FDR	Genelist
BP	GO:0007165	signal transduction	4039	608	430.74	8.50E-26	5.94E-23	"SMED30000107,SMED30000153,SMED30000196,SMED30000299,SMED30000311,SMED30000345,SMED30000377,SMED30000393,SMED30000403,SMED30000440,SMED30000463,SMED30000510,SMED30000511,SMED30000596,SMED30000621,SMED30000643,SMED30000691,SMED30000696,SMED30000756,SMED30000817,SMED30000852,SMED30000957,SMED30001036,SMED30001071,SMED30001113,SMED30001147,SMED30001161,SMED30001191,SMED30001192,SMED30001335,SMED30001388,SMED30001515,SMED30001679,SMED30001793,SMED30001794,SMED30001988,SMED30002009,SMED30002046,SMED30002133,SMED30002228,SMED30002255,SMED30002297,SMED30002364,SMED30002523,SMED30002529,SMED30002549,SMED30002609,SMED30002758,SMED30002801,SMED30002822,SMED30002910,SMED30002914,SMED30003012,SMED30003048,SMED30003098,SMED30003109,SMED30003155,SMED30003169,SMED30003251,SMED30003261,SMED30003275,SMED30003276,SMED30003321,SMED30003351,SMED30003418,SMED30003453,SMED30003458,SMED30003503,SMED30003545,SMED30003750,SMED30003818,SMED30003852,SMED30003957,SMED30004018,SMED30004063,SMED30004123,SMED30004124,SMED30004149,SMED30004156,SMED30004162,SMED30004175,SMED30004355,SMED30004403,SMED30004524,SMED30004716,SMED30004817,SMED30004841,SMED30004873,SMED30004876,SMED30004938,SMED30005039,SMED30005147,SMED30005209,SMED30005233,SMED30005367,SMED30005465,SMED30005496,SMED30005527,SMED30005562,SMED30005600,SMED30005614,SMED30005661,SMED30005688,SMED30005697,SMED30005737,SMED30005748,SMED30005973,SMED30006085,SMED30006180,SMED30006200,SMED30006233,SMED30006380,SMED30006425,SMED30006563,SMED30006583,SMED30006723,SMED30006784,SMED30006805,SMED30006897,SMED30006996,SMED30007010,SMED30007022,SMED30007024,SMED30007042,SMED30007090,SMED30007279,SMED30007304,SMED30007361,SMED30007453,SMED30007486,SMED30007610,SMED30007614,SMED30007630,SMED30007679,SMED30007707,SMED30007712,SMED30007742,SMED30007848,SMED30007943,SMED30008013,SMED30008057,SMED30008099,SMED30008104,SMED30008253,SMED30008292,SMED30008301,SMED30008439,SMED30008529,SMED30008560,SMED30008618,SMED30008671,SMED30008682,SMED30008748,SMED30009026,SMED30009115,SMED30009156,SMED30009172,SMED30009212,SMED30009295,SMED30009442,SMED30009596,SMED30009680,SMED30009701,SMED30009756,SMED30009769,SMED30009981,SMED30010139,SMED30010183,SMED30010212,SMED30010221,SMED30010327,SMED30010336,SMED30010340,SMED30010386,SMED30010426,SMED30010538,SMED30010615,SMED30010627,SMED30010631,SMED30010740,SMED30011054,SMED30011224,SMED30011303,SMED30011402,SMED30011414,SMED30011667,SMED30011703,SMED30011710,SMED30011738,SMED30011742,SMED30011825,SMED30011897,SMED30011980,SMED30012043,SMED30012119,SMED30012252,SMED30012265,SMED30012378,SMED30012411,SMED30012583,SMED30012641,SMED30012745,SMED30012942,SMED30013027,SMED30013080,SMED30013128,SMED30013145,SMED30013179,SMED30013182,SMED30013200,SMED30013355,SMED30013386,SMED30013429,SMED30013499,SMED30013501,SMED30013633,SMED30013723,SMED30013757,SMED30013798,SMED30013942,SMED30013958,SMED30013985,SMED30014107,SMED30014117,SMED30014149,SMED30014178,SMED30014265,SMED30014351,SMED30014474,SMED30014494,SMED30014539,SMED30014748,SMED30014862,SMED30014981,SMED30014989,SMED30015029,SMED30015041,SMED30015099,SMED30015111,SMED30015172,SMED30015232,SMED30015266,SMED30015370,SMED30015413,SMED30015446,SMED30015451,SMED30015503,SMED30015506,SMED30015550,SMED30015560,SMED30015671,SMED30015705,SMED30015710,SMED30015758,SMED30015853,SMED30015938,SMED30016132,SMED30016158,SMED30016207,SMED30016269,SMED30016293,SMED30016341,SMED30016358,SMED30016454,SMED30016578,SMED30016632,SMED30016686,SMED30016720,SMED30016788,SMED30016795,SMED30016805,SMED30016843,SMED30016948,SMED30016952,SMED30016993,SMED30017028,SMED30017123,SMED30017128,SMED30017175,SMED30017192,SMED30017219,SMED30017254,SMED30017295,SMED30017367,SMED30017368,SMED30017415,SMED30017418,SMED30017424,SMED30017456,SMED30017459,SMED30017467,SMED30017484,SMED30017511,SMED30017522,SMED30017556,SMED30017603,SMED30017651,SMED30017717,SMED30017731,SMED30017880,SMED30017913,SMED30017945,SMED30017971,SMED30017980,SMED30018039,SMED30018041,SMED30018078,SMED30018086,SMED30018188,SMED30018205,SMED30018215,SMED30018244,SMED30018272,SMED30018324,SMED30018509,SMED30018527,SMED30018630,SMED30018643,SMED30018694,SMED30018730,SMED30018855,SMED30018866,SMED30018878,SMED30018888,SMED30018941,SMED30018986,SMED30019001,SMED30019200,SMED30019243,SMED30019253,SMED30019337,SMED30019342,SMED30019480,SMED30019497,SMED30019527,SMED30019535,SMED30019560,SMED30019592,SMED30019706,SMED30019756,SMED30019849,SMED30019871,SMED30019876,SMED30019893,SMED30019896,SMED30019914,SMED30020002,SMED30020168,SMED30020178,SMED30020297,SMED30020343,SMED30020359,SMED30020370,SMED30020437,SMED30020478,SMED30020552,SMED30020556,SMED30020614,SMED30020678,SMED30020724,SMED30020813,SMED30020852,SMED30020942,SMED30020953,SMED30020987,SMED30021001,SMED30021028,SMED30021178,SMED30021194,SMED30021209,SMED30021247,SMED30021366,SMED30021409,SMED30021449,SMED30021477,SMED30021547,SMED30021687,SMED30021693,SMED30021696,SMED30021698,SMED30021717,SMED30021766,SMED30021851,SMED30021956,SMED30022033,SMED30022311,SMED30022441,SMED30022570,SMED30022676,SMED30022743,SMED30022758,SMED30022769,SMED30022806,SMED30022812,SMED30022835,SMED30022864,SMED30022869,SMED30022921,SMED30022991,SMED30023025,SMED30023116,SMED30023329,SMED30023334,SMED30023352,SMED30023372,SMED30023391,SMED30023416,SMED30023469,SMED30023487,SMED30023488,SMED30023495,SMED30023509,SMED30023540,SMED30023571,SMED30023600,SMED30023605,SMED30023675,SMED30023768,SMED30023825,SMED30023859,SMED30023867,SMED30023928,SMED30023972,SMED30024025,SMED30024109,SMED30024278,SMED30024295,SMED30024320,SMED30024342,SMED30024374,SMED30024436,SMED30024514,SMED30024560,SMED30024587,SMED30024653,SMED30024685,SMED30024824,SMED30024843,SMED30024849,SMED30024894,SMED30025000,SMED30025071,SMED30025232,SMED30025247,SMED30025538,SMED30025577,SMED30025578,SMED30025591,SMED30025638,SMED30025665,SMED30025802,SMED30025806,SMED30025821,SMED30025825,SMED30026351,SMED30026449,SMED30026464,SMED30026556,SMED30026619,SMED30026684,SMED30026774,SMED30026781,SMED30026857,SMED30026872,SMED30026927,SMED30026932,SMED30027146,SMED30027225,SMED30027603,SMED30027694,SMED30027710,SMED30027732,SMED30027885,SMED30027978,SMED30028068,SMED30028104,SMED30028125,SMED30028244,SMED30028403,SMED30028571,SMED30028579,SMED30028581,SMED30028689,SMED30028690,SMED30028728,SMED30028945,SMED30028960,SMED30028992,SMED30029042,SMED30029121,SMED30029127,SMED30029150,SMED30029327,SMED30029349,SMED30029526,SMED30029570,SMED30029581,SMED30029592,SMED30029622,SMED30029664,SMED30029672,SMED30029822,SMED30029829,SMED30030102,SMED30030156,SMED30030167,SMED30030175,SMED30030212,SMED30030448,SMED30030480,SMED30030507,SMED30030599,SMED30030621,SMED30030638,SMED30030724,SMED30030734,SMED30030824,SMED30030828,SMED30030905,SMED30031070,SMED30031106,SMED30031159,SMED30031214,SMED30031357,SMED30031370,SMED30031437,SMED30031662,SMED30031677,SMED30031682,SMED30031703,SMED30031704,SMED30031742,SMED30031788,SMED30031862,SMED30031882,SMED30032014,SMED30032033,SMED30032110,SMED30032139,SMED30032166,SMED30032172,SMED30032239,SMED30032321,SMED30032406,SMED30032416,SMED30032446,SMED30032522,SMED30032560,SMED30032686,SMED30032780,SMED30032785,SMED30032957,SMED30032979,SMED30033189,SMED30033250,SMED30033354,SMED30033399,SMED30033533,SMED30033566,SMED30033587,SMED30033656,SMED30033676,SMED30033843,SMED30033868,SMED30033910,SMED30034146,SMED30034296,SMED30034320,SMED30034362,SMED30034365,SMED30034374,SMED30034409,SMED30034430,SMED30034513,SMED30034539,SMED30034560,SMED30034582,SMED30034681,SMED30034730,SMED30034837,SMED30034846,SMED30034858,SMED30034920,SMED30034969,SMED30034987,SMED30035042,SMED30035101,SMED30035110,SMED30035258,SMED30035302,SMED30035315,SMED30035381,SMED30035400,SMED30035462,SMED30035471,SMED30035575,SMED30035582,SMED30035596,SMED30035605,SMED30035683,SMED30035685,SMED30035805,SMED30035871,SMED30035902,SMED30035906,SMED30035967,SMED30035982,SMED30036032"
BP	GO:0099537	trans-synaptic signaling	513	131	54.71	2.00E-22	3.50E-20	"SMED30000242,SMED30000440,SMED30000488,SMED30000621,SMED30000691,SMED30001335,SMED30001388,SMED30001608,SMED30002046,SMED30002255,SMED30002364,SMED30002549,SMED30002609,SMED30003109,SMED30003169,SMED30003453,SMED30003957,SMED30004018,SMED30004156,SMED30004698,SMED30004906,SMED30005173,SMED30005367,SMED30005688,SMED30005697,SMED30005723,SMED30005807,SMED30006112,SMED30006145,SMED30007024,SMED30007451,SMED30007614,SMED30008057,SMED30008301,SMED30008388,SMED30008439,SMED30008748,SMED30008751,SMED30009172,SMED30009442,SMED30010212,SMED30010340,SMED30010398,SMED30011216,SMED30011303,SMED30011663,SMED30011667,SMED30012252,SMED30012641,SMED30013108,SMED30013535,SMED30013757,SMED30014149,SMED30015710,SMED30015758,SMED30016341,SMED30016589,SMED30016805,SMED30017175,SMED30017192,SMED30018078,SMED30018272,SMED30018619,SMED30018637,SMED30018878,SMED30019001,SMED30019342,SMED30019471,SMED30019497,SMED30019527,SMED30019652,SMED30019706,SMED30019914,SMED30020209,SMED30020437,SMED30021178,SMED30021366,SMED30021409,SMED30021617,SMED30021687,SMED30021693,SMED30021717,SMED30022676,SMED30022769,SMED30022812,SMED30022860,SMED30023116,SMED30023488,SMED30023495,SMED30023540,SMED30023720,SMED30023815,SMED30024025,SMED30024282,SMED30024295,SMED30025232,SMED30026554,SMED30026643,SMED30026750,SMED30027710,SMED30027920,SMED30028125,SMED30028579,SMED30028581,SMED30028690,SMED30028945,SMED30029127,SMED30029526,SMED30029581,SMED30029592,SMED30029822,SMED30030507,SMED30030599,SMED30030734,SMED30031159,SMED30031357,SMED30031439,SMED30031525,SMED30031742,SMED30032780,SMED30032967,SMED30032979,SMED30033189,SMED30033399,SMED30034325,SMED30034681,SMED30034835,SMED30034837,SMED30035131,SMED30035302,SMED30035906"
BP	GO:0023051	regulation of signaling	2434	394	259.57	1.20E-20	1.29E-18	"SMED30000196,SMED30000311,SMED30000403,SMED30000463,SMED30000510,SMED30000596,SMED30000643,SMED30000691,SMED30000756,SMED30000817,SMED30000957,SMED30001036,SMED30001191,SMED30001388,SMED30001570,SMED30001584,SMED30001679,SMED30001793,SMED30001794,SMED30001988,SMED30002009,SMED30002133,SMED30002228,SMED30002255,SMED30002297,SMED30002549,SMED30002609,SMED30002801,SMED30002822,SMED30002910,SMED30003048,SMED30003098,SMED30003109,SMED30003240,SMED30003251,SMED30003261,SMED30003321,SMED30003453,SMED30003503,SMED30003750,SMED30003818,SMED30003957,SMED30004018,SMED30004124,SMED30004149,SMED30004156,SMED30004175,SMED30004355,SMED30004716,SMED30004841,SMED30004876,SMED30004938,SMED30005039,SMED30005367,SMED30005465,SMED30005600,SMED30005661,SMED30005688,SMED30005697,SMED30005723,SMED30005737,SMED30005748,SMED30005807,SMED30006085,SMED30006112,SMED30006425,SMED30006563,SMED30006583,SMED30006784,SMED30007024,SMED30007090,SMED30007304,SMED30007347,SMED30007361,SMED30007453,SMED30007486,SMED30007630,SMED30007679,SMED30007804,SMED30007848,SMED30007943,SMED30008013,SMED30008057,SMED30008099,SMED30008253,SMED30008266,SMED30008292,SMED30008301,SMED30008439,SMED30008529,SMED30008560,SMED30008618,SMED30008751,SMED30009026,SMED30009172,SMED30009212,SMED30009295,SMED30009442,SMED30009756,SMED30009769,SMED30010139,SMED30010183,SMED30010212,SMED30010221,SMED30010327,SMED30010340,SMED30010386,SMED30010538,SMED30010615,SMED30010627,SMED30010631,SMED30010740,SMED30011054,SMED30011303,SMED30011402,SMED30011667,SMED30011710,SMED30011738,SMED30011742,SMED30011825,SMED30011830,SMED30012043,SMED30012119,SMED30012252,SMED30012411,SMED30012583,SMED30013108,SMED30013128,SMED30013200,SMED30013429,SMED30013633,SMED30013723,SMED30013757,SMED30013798,SMED30013942,SMED30013958,SMED30013985,SMED30014117,SMED30014149,SMED30014351,SMED30014474,SMED30014748,SMED30014862,SMED30014989,SMED30015111,SMED30015172,SMED30015446,SMED30015451,SMED30015503,SMED30015506,SMED30015550,SMED30015560,SMED30015671,SMED30015705,SMED30015758,SMED30015853,SMED30015938,SMED30016132,SMED30016158,SMED30016207,SMED30016293,SMED30016341,SMED30016454,SMED30016578,SMED30016589,SMED30016632,SMED30016686,SMED30016720,SMED30016788,SMED30016795,SMED30016804,SMED30016805,SMED30016843,SMED30016948,SMED30017028,SMED30017123,SMED30017128,SMED30017175,SMED30017192,SMED30017254,SMED30017295,SMED30017367,SMED30017415,SMED30017418,SMED30017424,SMED30017456,SMED30017459,SMED30017467,SMED30017511,SMED30017880,SMED30017980,SMED30018039,SMED30018078,SMED30018244,SMED30018272,SMED30018527,SMED30018630,SMED30018855,SMED30018878,SMED30018888,SMED30018941,SMED30018986,SMED30019001,SMED30019200,SMED30019243,SMED30019253,SMED30019342,SMED30019471,SMED30019480,SMED30019535,SMED30019560,SMED30019706,SMED30019756,SMED30019876,SMED30019893,SMED30019896,SMED30019914,SMED30020002,SMED30020168,SMED30020178,SMED30020209,SMED30020297,SMED30020343,SMED30020437,SMED30020478,SMED30020552,SMED30020556,SMED30020614,SMED30020678,SMED30020724,SMED30020813,SMED30020852,SMED30020942,SMED30020953,SMED30021001,SMED30021028,SMED30021178,SMED30021209,SMED30021247,SMED30021366,SMED30021409,SMED30021449,SMED30021547,SMED30021687,SMED30021693,SMED30021696,SMED30021698,SMED30021717,SMED30021766,SMED30021851,SMED30022311,SMED30022743,SMED30022758,SMED30022769,SMED30022860,SMED30022864,SMED30022869,SMED30022991,SMED30023025,SMED30023116,SMED30023329,SMED30023352,SMED30023372,SMED30023391,SMED30023487,SMED30023488,SMED30023495,SMED30023509,SMED30023540,SMED30023571,SMED30023675,SMED30023815,SMED30023825,SMED30023859,SMED30023867,SMED30024025,SMED30024109,SMED30024282,SMED30024295,SMED30024374,SMED30024436,SMED30024587,SMED30024824,SMED30024849,SMED30024894,SMED30025071,SMED30025232,SMED30025538,SMED30025591,SMED30025638,SMED30025665,SMED30025821,SMED30026449,SMED30026464,SMED30026556,SMED30026619,SMED30026684,SMED30026750,SMED30026774,SMED30026872,SMED30026932,SMED30026964,SMED30027225,SMED30027603,SMED30027694,SMED30027710,SMED30027885,SMED30028001,SMED30028104,SMED30028125,SMED30028244,SMED30028571,SMED30028579,SMED30028689,SMED30028690,SMED30028728,SMED30028945,SMED30028960,SMED30029042,SMED30029121,SMED30029127,SMED30029327,SMED30029349,SMED30029526,SMED30029570,SMED30029592,SMED30029622,SMED30029664,SMED30029829,SMED30030120,SMED30030156,SMED30030167,SMED30030175,SMED30030448,SMED30030507,SMED30030621,SMED30030638,SMED30030734,SMED30030824,SMED30030828,SMED30030905,SMED30031106,SMED30031159,SMED30031357,SMED30031437,SMED30031439,SMED30031662,SMED30031682,SMED30031704,SMED30031742,SMED30031788,SMED30032033,SMED30032110,SMED30032139,SMED30032172,SMED30032321,SMED30032406,SMED30032560,SMED30032686,SMED30032780,SMED30032785,SMED30032979,SMED30033189,SMED30033354,SMED30033399,SMED30033533,SMED30033566,SMED30033587,SMED30033656,SMED30033676,SMED30033868,SMED30033910,SMED30034146,SMED30034296,SMED30034362,SMED30034513,SMED30034560,SMED30034582,SMED30034681,SMED30034837,SMED30034846,SMED30034920,SMED30035042,SMED30035101,SMED30035131,SMED30035315,SMED30035462,SMED30035471,SMED30035582,SMED30035596,SMED30035902,SMED30035906,SMED30035977,SMED30035982"
BP	GO:0010646	regulation of cell communication	2414	391	257.44	1.70E-20	1.70E-18	"SMED30000196,SMED30000311,SMED30000403,SMED30000463,SMED30000510,SMED30000596,SMED30000643,SMED30000691,SMED30000756,SMED30000817,SMED30000957,SMED30001036,SMED30001191,SMED30001388,SMED30001570,SMED30001584,SMED30001679,SMED30001793,SMED30001794,SMED30001988,SMED30002009,SMED30002133,SMED30002228,SMED30002255,SMED30002297,SMED30002549,SMED30002609,SMED30002801,SMED30002822,SMED30002910,SMED30003048,SMED30003098,SMED30003109,SMED30003240,SMED30003251,SMED30003261,SMED30003321,SMED30003453,SMED30003503,SMED30003750,SMED30003818,SMED30003957,SMED30004018,SMED30004124,SMED30004149,SMED30004156,SMED30004175,SMED30004355,SMED30004716,SMED30004841,SMED30004876,SMED30004938,SMED30005039,SMED30005209,SMED30005367,SMED30005600,SMED30005661,SMED30005688,SMED30005697,SMED30005723,SMED30005737,SMED30005748,SMED30005807,SMED30006085,SMED30006112,SMED30006425,SMED30006563,SMED30006583,SMED30006784,SMED30007024,SMED30007090,SMED30007304,SMED30007347,SMED30007361,SMED30007453,SMED30007486,SMED30007630,SMED30007679,SMED30007804,SMED30007848,SMED30007943,SMED30008013,SMED30008057,SMED30008099,SMED30008253,SMED30008266,SMED30008292,SMED30008301,SMED30008439,SMED30008529,SMED30008560,SMED30008618,SMED30008751,SMED30009026,SMED30009172,SMED30009212,SMED30009295,SMED30009442,SMED30009756,SMED30009769,SMED30010139,SMED30010183,SMED30010212,SMED30010221,SMED30010327,SMED30010340,SMED30010386,SMED30010538,SMED30010615,SMED30010627,SMED30010631,SMED30010740,SMED30011054,SMED30011303,SMED30011402,SMED30011667,SMED30011710,SMED30011738,SMED30011742,SMED30011825,SMED30012043,SMED30012119,SMED30012252,SMED30012411,SMED30012583,SMED30013027,SMED30013108,SMED30013128,SMED30013200,SMED30013429,SMED30013633,SMED30013723,SMED30013757,SMED30013798,SMED30013942,SMED30013958,SMED30013985,SMED30014117,SMED30014149,SMED30014351,SMED30014474,SMED30014748,SMED30014862,SMED30014989,SMED30015172,SMED30015446,SMED30015451,SMED30015503,SMED30015506,SMED30015550,SMED30015560,SMED30015671,SMED30015705,SMED30015758,SMED30015853,SMED30015938,SMED30016132,SMED30016158,SMED30016207,SMED30016293,SMED30016341,SMED30016454,SMED30016578,SMED30016589,SMED30016632,SMED30016686,SMED30016720,SMED30016788,SMED30016795,SMED30016804,SMED30016805,SMED30016843,SMED30016948,SMED30017028,SMED30017123,SMED30017128,SMED30017175,SMED30017192,SMED30017254,SMED30017295,SMED30017367,SMED30017415,SMED30017418,SMED30017424,SMED30017456,SMED30017459,SMED30017467,SMED30017511,SMED30017880,SMED30017980,SMED30018039,SMED30018078,SMED30018244,SMED30018272,SMED30018630,SMED30018855,SMED30018878,SMED30018888,SMED30018941,SMED30018986,SMED30019001,SMED30019200,SMED30019243,SMED30019253,SMED30019342,SMED30019471,SMED30019480,SMED30019535,SMED30019560,SMED30019706,SMED30019756,SMED30019876,SMED30019893,SMED30019896,SMED30019914,SMED30020002,SMED30020168,SMED30020178,SMED30020209,SMED30020297,SMED30020343,SMED30020437,SMED30020478,SMED30020552,SMED30020556,SMED30020614,SMED30020678,SMED30020724,SMED30020813,SMED30020852,SMED30020942,SMED30020953,SMED30021001,SMED30021028,SMED30021178,SMED30021209,SMED30021247,SMED30021366,SMED30021409,SMED30021449,SMED30021547,SMED30021687,SMED30021693,SMED30021696,SMED30021698,SMED30021717,SMED30021766,SMED30021851,SMED30022311,SMED30022743,SMED30022758,SMED30022769,SMED30022860,SMED30022864,SMED30022869,SMED30022991,SMED30023025,SMED30023116,SMED30023329,SMED30023352,SMED30023372,SMED30023391,SMED30023416,SMED30023487,SMED30023488,SMED30023495,SMED30023509,SMED30023540,SMED30023571,SMED30023675,SMED30023815,SMED30023825,SMED30023859,SMED30023867,SMED30024025,SMED30024109,SMED30024282,SMED30024295,SMED30024374,SMED30024436,SMED30024587,SMED30024824,SMED30024849,SMED30024894,SMED30025071,SMED30025232,SMED30025538,SMED30025591,SMED30025638,SMED30025665,SMED30025821,SMED30026449,SMED30026464,SMED30026556,SMED30026619,SMED30026684,SMED30026750,SMED30026774,SMED30026872,SMED30026932,SMED30026964,SMED30027225,SMED30027603,SMED30027694,SMED30027710,SMED30027885,SMED30028104,SMED30028125,SMED30028244,SMED30028571,SMED30028579,SMED30028689,SMED30028690,SMED30028728,SMED30028945,SMED30028960,SMED30029042,SMED30029121,SMED30029127,SMED30029327,SMED30029526,SMED30029570,SMED30029592,SMED30029622,SMED30029664,SMED30029829,SMED30030120,SMED30030156,SMED30030167,SMED30030175,SMED30030448,SMED30030507,SMED30030621,SMED30030638,SMED30030734,SMED30030824,SMED30030828,SMED30030905,SMED30031106,SMED30031159,SMED30031357,SMED30031437,SMED30031439,SMED30031662,SMED30031682,SMED30031704,SMED30031742,SMED30031788,SMED30032033,SMED30032110,SMED30032139,SMED30032172,SMED30032321,SMED30032406,SMED30032560,SMED30032686,SMED30032780,SMED30032785,SMED30032979,SMED30033189,SMED30033354,SMED30033399,SMED30033533,SMED30033566,SMED30033587,SMED30033656,SMED30033676,SMED30033868,SMED30033910,SMED30034146,SMED30034296,SMED30034362,SMED30034513,SMED30034560,SMED30034582,SMED30034681,SMED30034837,SMED30034846,SMED30034920,SMED30035042,SMED30035101,SMED30035131,SMED30035315,SMED30035462,SMED30035471,SMED30035582,SMED30035596,SMED30035902,SMED30035906,SMED30035977,SMED30035982"
BP	GO:0007267	cell-cell signaling	1129	219	120.4	5.30E-20	4.94E-18	"SMED30000196,SMED30000242,SMED30000440,SMED30000488,SMED30000621,SMED30000691,SMED30000696,SMED30001147,SMED30001191,SMED30001335,SMED30001388,SMED30001570,SMED30001608,SMED30002046,SMED30002133,SMED30002255,SMED30002364,SMED30002549,SMED30002609,SMED30002801,SMED30003109,SMED30003169,SMED30003275,SMED30003453,SMED30003750,SMED30003957,SMED30004018,SMED30004063,SMED30004149,SMED30004156,SMED30004698,SMED30004906,SMED30005173,SMED30005209,SMED30005367,SMED30005465,SMED30005688,SMED30005697,SMED30005723,SMED30005737,SMED30005748,SMED30005807,SMED30006011,SMED30006112,SMED30006145,SMED30006583,SMED30007024,SMED30007451,SMED30007614,SMED30007679,SMED30007846,SMED30007943,SMED30008057,SMED30008266,SMED30008301,SMED30008388,SMED30008439,SMED30008560,SMED30008748,SMED30008751,SMED30009026,SMED30009172,SMED30009442,SMED30010139,SMED30010183,SMED30010212,SMED30010327,SMED30010340,SMED30010398,SMED30011216,SMED30011303,SMED30011663,SMED30011667,SMED30011738,SMED30011742,SMED30012252,SMED30012378,SMED30012641,SMED30012803,SMED30013027,SMED30013108,SMED30013128,SMED30013429,SMED30013535,SMED30013757,SMED30013985,SMED30014149,SMED30014351,SMED30014748,SMED30015099,SMED30015266,SMED30015710,SMED30015758,SMED30016207,SMED30016341,SMED30016589,SMED30016686,SMED30016788,SMED30016795,SMED30016805,SMED30016952,SMED30017003,SMED30017175,SMED30017192,SMED30017418,SMED30017467,SMED30017913,SMED30017971,SMED30018078,SMED30018272,SMED30018324,SMED30018619,SMED30018637,SMED30018878,SMED30018986,SMED30019001,SMED30019243,SMED30019342,SMED30019471,SMED30019497,SMED30019527,SMED30019652,SMED30019706,SMED30019756,SMED30019849,SMED30019896,SMED30019914,SMED30020209,SMED30020437,SMED30020556,SMED30020813,SMED30020953,SMED30021028,SMED30021178,SMED30021366,SMED30021409,SMED30021547,SMED30021617,SMED30021687,SMED30021693,SMED30021696,SMED30021717,SMED30021851,SMED30022676,SMED30022743,SMED30022769,SMED30022812,SMED30022860,SMED30022864,SMED30022869,SMED30022991,SMED30023025,SMED30023116,SMED30023329,SMED30023334,SMED30023352,SMED30023391,SMED30023469,SMED30023488,SMED30023495,SMED30023540,SMED30023720,SMED30023815,SMED30024025,SMED30024282,SMED30024295,SMED30024824,SMED30025232,SMED30025638,SMED30026554,SMED30026619,SMED30026643,SMED30026750,SMED30026964,SMED30027694,SMED30027710,SMED30027920,SMED30028125,SMED30028403,SMED30028579,SMED30028581,SMED30028690,SMED30028945,SMED30029042,SMED30029127,SMED30029526,SMED30029581,SMED30029592,SMED30029822,SMED30030507,SMED30030599,SMED30030734,SMED30030828,SMED30031159,SMED30031357,SMED30031439,SMED30031525,SMED30031742,SMED30032014,SMED30032780,SMED30032967,SMED30032979,SMED30033189,SMED30033354,SMED30033399,SMED30033656,SMED30033794,SMED30033868,SMED30034325,SMED30034681,SMED30034835,SMED30034837,SMED30035131,SMED30035302,SMED30035462,SMED30035471,SMED30035871,SMED30035902,SMED30035906"
