SMED30001233	0.975278	0.941614	1.28334	1.62685	1.2765	1.77229	1.82484	2.36441	1.90442	2.05759
SMED30017934	11.5641	11.2667	13.6065	17.8854	18.5419	12.1531	12.0445	13.7313	13.2093	13.3044
SMED30018592	0.17823	0.132236	0.27782	0.441121	0.351461	0.119121	0.197317	0.286361	0.170639	0.164607
SMED30022393	0.0109816	0.0234625	0.0114993	0	0.0357816	0.0239108	0.0424318	0	0.00868793	0.0337337
SMED30023681	2.71927	2.74456	2.52147	3.43785	3.66127	1.70483	1.67436	2.7527	1.88251	1.80648
SMED30024275	0.0099342	0.0212246	0.0205045	0	0	0.0218615	0	0	0.0178156	0
SMED30024357	25.1914	23.2428	30.7748	32.3176	35.0968	26.4876	23.5213	28.9214	27.0685	26.2973
SMED30032336	0.530208	0.323016	0.633103	0.852033	0.963529	0.550787	0.625907	1.13879	0.729326	0.84203
SMED30035448	4.25982	3.22306	5.48754	6.31902	6.20782	4.36558	3.31539	5.50281	5.2178	4.96844
SMED30000438	0.521045	0.407024	0.405061	0.974283	0.46612	0.384934	0.28216	0.625819	0.592686	0.526534
SMED30001144	0.175413	0.0992857	0.136111	0.377867	0.370375	0.161248	0.112208	0.285549	0.209653	0.237375
SMED30001762	0.0197003	0.0231911	0.0700997	0.234762	0.126083	0.0920544	0.0843373	0.143301	0.0502978	0.102832
SMED30002343	0.229612	0.0905265	0.134001	0.292617	0.254105	0.201956	0.0652821	0.245241	0.138489	0.120327
SMED30002449	1.33206	1.58591	1.60336	1.86126	1.83005	1.62145	1.69416	2.15832	1.75575	2.1101
SMED30002636	0.561861	0.589906	0.674662	1.08522	0.833863	0.711662	0.687033	0.901982	0.689405	0.744387
SMED30003358	20.9257	16.4284	25.0014	25.2371	29.0964	17.0368	18.8667	27.886	22.1264	26.0211
SMED30004087	1.27074	1.03083	1.48159	2.94463	2.05109	2.48754	2.31315	3.76427	3.36562	3.38172
SMED30004208	8.26102	8.88384	10.6799	11.2061	12.4003	7.52811	8.44841	10.8117	9.98497	9.64785
SMED30004475	0.755859	0.544143	0.470943	0.818699	0.637059	0.765358	0.503646	1.38764	1.0614	1.05831
SMED30005308	0.168649	0.157351	0.294906	0.354276	0.431484	0.243777	0.288872	0.411008	0.245427	0.254554
SMED30005611	3.925	5.03154	5.03144	5.50372	5.55686	4.28734	4.98858	5.28699	4.89189	4.87121
SMED30006380	0.158042	0.124599	0.133227	0.290784	0.274779	0.504076	0.474997	0.84802	0.678398	0.646893
SMED30006721	0.135296	0.0571237	0.0169886	0	0.0267699	0.0910239	0.0470458	0	0.0234679	0.0799611
SMED30007638	1.34216	1.50321	1.68401	2.02978	2.2545	1.16264	1.39514	1.62647	1.40442	1.34566
SMED30007682	0.108507	0.24747	0.195274	0.407466	0.200647	0.0997603	0.0771387	0.280879	0.0871264	0.171914
SMED30007757	0.0486537	0.0186678	0.0181772	0.080099	0.0150949	0.0185823	0.0377357	0	0.197678	0.10008
SMED30007976	0.211306	0.141518	0.208893	0.243919	0.232207	0.138938	0.0871427	0.478251	0.332419	0.278552
SMED30008043	0.0129183	0.0274159	0.0799913	0.152047	0.160285	0.0427274	0.0384618	0.0699453	0.0410972	0.0604465
SMED30008222	0.0702181	0.0303115	0.0280101	0.126086	0.070711	0.164499	0.112487	0.69833	0.539317	0.429052
SMED30008533	0.0913364	0.111756	0.053588	0.17611	0.115318	0.0733517	0.121286	0.289769	0.135606	0.140999
SMED30009105	5.69852	6.10848	5.81047	8.12254	9.45742	5.73815	5.94707	7.26013	6.04237	6.37873
SMED30009507	0.0582715	0.0377765	0.0752267	0.113217	0.146185	0.037031	0.0192182	0.172279	0.0406918	0.126282
SMED30011737	0.105214	0.0654826	0.140979	0.309365	0.069323	0.170115	0.0364913	0.233489	0.0808039	0.106712
SMED30012443	0.678502	0.88049	0.717757	0.959997	0.886025	0.519799	0.597291	0.709688	0.66	0.640963
SMED30012778	0.185651	0.144896	0.194277	0.253125	0.234569	0.107723	0.0960906	0.244413	0.195764	0.209488
SMED30013544	1.55709	1.33746	1.54816	1.98911	2.38087	1.95381	1.26412	2.15451	1.61141	1.8567
SMED30014386	0.142838	0.143507	0.101655	0	0.146164	0.0622993	0.0903793	0.210359	0.0990283	0.125788
SMED30016167	0.0787928	0.097996	0.0792059	0.167959	0.0735128	0.0272816	0.0660739	0.123364	0.0535312	0.0888377
SMED30016228	0.0787029	0.0924015	0.0783305	0.178861	0.249028	0.0569154	0.070343	0.103125	0.0763658	0.0966905
SMED30017231	3.04691	3.46008	3.75263	4.391	4.70058	3.12295	3.47273	3.71158	3.58248	3.57336
SMED30019816	0.670361	0.696072	0.947096	1.17157	1.18816	0.616544	0.68072	1.12191	0.883061	0.919413
SMED30021324	0.173892	0.210195	0.145306	0.517662	0.266824	0.267425	0.173287	0.287483	0.0976963	0.330014
SMED30023474	1.46099	1.80478	1.91453	2.04276	2.50965	2.41125	2.51389	3.08369	2.50859	2.92176
SMED30023708	12.9079	11.0268	13.5425	14.4556	14.447	13.816	13.2688	15.7033	14.2761	15.136
SMED30023720	27.4252	27.3189	30.8837	34.2302	31.9118	27.4485	27.0494	28.8587	27.5581	27.6639
SMED30024878	3.53306	3.58848	5.33974	6.81785	6.48237	3.89603	3.6288	4.49414	4.34485	4.29893
SMED30025099	13.8352	12.0199	13.0364	17.0268	19.722	13.0203	10.6773	14.3282	12.7669	13.8809
SMED30026254	0.586763	0.818672	0.891748	1.34933	1.08742	0.90505	0.593175	1.42595	0.957214	0.87527
SMED30026964	17.1508	17.6212	19.7616	20.4525	22.3904	14.5943	15.3941	16.9257	15.5803	16.5031
SMED30027079	0.00773943	0.00900748	0.00596537	0.0244993	0.0136108	0.0152098	0.00532787	0.0243814	0.0112607	0.0129206
SMED30027237	0.0153672	0.169759	0.0708915	0.177345	0.223204	0.094301	0.0322276	0.174255	0.0389489	0.165576
SMED30027257	0.564806	0.50694	0.714014	1.06482	0.829437	0.442038	0.681146	0.745469	0.647254	0.668089
SMED30027833	1.00842	0.909693	1.10462	1.33457	1.34086	1.01512	0.866256	1.44881	1.27021	1.29319
SMED30028243	1.41184	1.48976	1.62137	1.93383	1.85067	1.36751	1.55307	1.65015	1.57894	1.50376
SMED30028412	2.18669	2.13731	2.18792	2.45694	2.26417	2.54894	2.46978	3.12332	2.93816	2.94413
SMED30029325	0.0792876	0.0943387	0.072332	0	0.0987003	0.202139	0.13193	0.346538	0.231592	0.211487
SMED30029486	2.30393	2.2858	2.53034	2.92842	2.61156	3.05168	3.31698	4.15299	3.62184	3.56609
SMED30029575	1.67443	2.35869	2.21816	2.62969	2.33182	2.35788	2.68068	3.80492	3.22243	3.39866
SMED30030760	0.291651	0.314369	0.181265	0.400175	0.211612	0.231	0.334652	0.485077	0.308651	0.347589
SMED30030926	1.07633	0.895235	0.935251	1.53286	1.59926	0.94613	0.988053	1.29068	1.07019	1.04018
SMED30031001	0.177435	0.143944	0.0678169	0.228378	0.108874	0.347672	0.21181	0.5445	0.291639	0.429697
SMED30031421	0.11003	0.0294312	0.0681242	0.135383	0.0797622	0.0393719	0.036084	0.119127	0.0620348	0.0999241
SMED30032850	13.8869	13.8097	16.9118	17.715	19.2521	12.7609	13.3436	17.1699	15.9152	15.7947
SMED30032967	1.3348	1.13613	1.4868	1.65715	1.91429	1.14634	1.26952	1.37106	1.3126	1.30256
SMED30033598	0.475432	0.590715	0.630565	0.82375	0.900904	0.640373	0.61568	0.770475	0.740685	0.703745
SMED30034281	3.06046	3.08843	3.53573	4.19392	4.42381	2.86097	2.82655	3.77779	3.31013	3.12872
SMED30034325	24.4716	26.3638	28.9139	34.5134	36.747	25.0821	27.2886	29.5537	26.6369	26.7181
SMED30034583	0.360987	0.41893	0.443057	0.553551	0.620306	0.311262	0.295753	0.512904	0.33993	0.361163
SMED30035028	0.528457	0.568246	0.59967	0.905518	1.07966	0.425325	0.585359	0.698594	0.608638	0.532984
SMED30035976	1.8735	1.69303	2.22689	3.3102	3.28102	1.60993	1.34522	2.16548	2.10465	1.92501
SMED30009992	1.9205	2.30052	2.19212	2.22624	2.33898	2.40648	2.27234	2.63595	2.52052	2.36174
SMED30008016	0.0132786	0.0596827	0.111347	0.203367	0.100091	0.204723	0.193389	0.306822	0.300864	0.214078
SMED30004194	2.75336	2.73641	3.72456	4.25209	4.04638	3.03334	2.8464	3.84481	3.65198	3.24038
SMED30027734	8.09334	8.89028	8.29626	9.46722	8.15577	8.24493	7.73723	8.44135	7.69053	8.10248
SMED30016539	43.5336	50.9732	48.5246	54.9272	46.651	46.6412	41.0357	50.9568	55.0786	45.2235
SMED30029854	0.935121	0.978357	1.05715	1.36908	0.80349	1.51819	1.46527	2.84037	2.76298	2.20371
SMED30034403	15.9315	14.5418	19.3185	20.9307	20.0615	16.7596	16.1216	18.9678	17.6451	17.7349
SMED30014537	0.287049	0.36595	0.510214	0.544378	0.63704	0.423441	0.363121	0.533314	0.358415	0.545627
SMED30020013	0.822826	0.732858	1.19966	1.26416	1.44735	0.86167	1.0115	1.24847	1.23664	1.02632
SMED30034234	3.32291	3.53318	4.16479	4.48235	4.34105	3.72857	3.61876	4.59972	4.4143	3.86429
SMED30001445	0.268328	0.309817	0.304601	0.326844	0.292156	0.167655	0.215326	0.431833	0.349863	0.34612
SMED30004990	19.5503	19.041	22.328	24.6105	21.1708	20.2484	22.7153	23.28	22.4441	22.2827
SMED30019533	0.87739	0.682377	0.937686	0.996578	0.934106	0.651249	0.678523	0.851591	0.91921	0.6554
SMED30023186	19.6462	16.9663	25.62	27.7717	27.3501	20.1731	15.3662	22.482	23.2535	19.9722
SMED30034260	0.0664504	0.0279273	0.116647	0.156563	0.0928385	0.111558	0.0613976	0.213518	0.133344	0.119227
SMED30002981	0.388733	0.499663	0.531772	0.611186	0.485875	0.645289	0.673092	0.864428	0.707482	0.731179
SMED30001034	5.71887	3.90334	5.76351	5.80115	6.73376	4.78329	4.23306	6.67632	6.32825	5.87961
SMED30010531	37.5784	37.5977	41.5968	43.0198	41.929	33.9082	35.2178	40.3296	38.7015	38.0016
SMED30018174	4.05236	3.96091	4.73037	4.7658	5.19942	4.088	4.21969	4.79923	4.19274	4.4589
SMED30031484	0.235976	0.271014	0.543824	0.631962	0.602951	0.329392	0.247088	0.515985	0.364351	0.452486
SMED30003251	61.8436	66.7637	79.6867	84.0409	83.3839	61.6155	66.021	72.3988	71.4391	63.8765
SMED30028313	1.31152	1.28043	1.3958	1.46007	1.64696	1.19225	1.2554	1.56817	1.01004	1.37157
SMED30029414	0.304498	0.524577	0.53411	0.565608	0.604254	0.752021	0.988748	1.11402	1.00725	0.948378
SMED30030057	96.2958	95.4146	102.304	105.441	100.253	87.377	76.6573	92.6503	84.962	84.0682
SMED30032147	0.0191968	0.0471753	0.0893203	0.139471	0.036152	0.0227974	0.0608043	0	0.0340543	0.0511391
SMED30013090	0.0133447	0.0167648	0.0241862	0.0284574	0.0227974	0.0211422	0.0222501	0.0524283	0.0444807	0.0283396
SMED30023541	18.1473	18.5688	23.3031	23.5358	26.3812	21.6434	19.0607	24.1844	22.5725	22.7289
SMED30032395	5.65846	5.52871	7.95028	8.63506	8.16169	5.45872	5.49405	7.03397	6.28176	5.74863
SMED30011761	5.56052	6.23642	6.3191	6.36992	6.6387	5.77481	5.62553	7.015	6.43892	6.26877
SMED30016886	17.6427	17.4149	20.0513	20.4909	20.7801	17.4629	17.3918	20.6311	20.513	19.0865
SMED30025350	0.606715	0.457802	0.687461	0.697326	0.738435	0.619653	0.561137	1.0586	1.02672	0.712601
SMED30033008	4.79185	3.23967	4.61429	5.23654	6.2887	3.47597	3.41209	4.68876	4.60525	3.77438
SMED30034461	0.393206	0.717574	0.923751	1.16013	0.726663	1.49753	1.37503	2.03362	1.66513	1.96003
SMED30019602	1.09423	1.0616	1.16321	1.14513	1.26046	1.55411	1.3318	2.1581	1.75284	1.78415
SMED30028292	5.94076	5.6986	6.31383	6.46831	6.24335	6.61441	6.68835	8.31424	7.15287	6.5703
SMED30014153	0.178107	0.221044	0.508494	0.652038	0.399194	0.439236	0.817595	1.11649	0.972413	0.576187
SMED30021905	5.77485	6.33142	6.38355	6.60422	6.22756	6.04514	6.34527	6.62101	6.95364	6.20312
SMED30020900	6.27318	6.97309	7.22444	7.1218	7.86669	6.46038	6.52983	7.52196	7.43632	6.84756
SMED30001025	0.007073	0	0.0106241	0	0	0.0214854	0	0	0.0285043	0
SMED30001264	7.37867	7.93547	8.29241	9.80175	9.82177	5.77197	6.72733	6.78715	6.22696	6.65895
SMED30003126	0.0545093	0.0167487	0.0168229	0	0.0399814	0.0666877	0.0808348	0	0.0637737	0.0119604
SMED30004796	0.8774	0.835383	1.08237	1.38878	1.60508	0.945727	0.949102	1.55722	1.2686	1.34319
SMED30005207	24.8882	23.4512	28.6237	31.9499	31.6067	24.6781	24.4079	27.3962	25.7023	25.8205
SMED30005610	0.134069	0.123378	0.160102	0.286644	0.289001	0.105903	0.11476	0.214008	0.135761	0.171893
SMED30007215	0.631888	0.696441	0.484345	0.80002	0.662337	1.06032	0.75156	1.34583	1.116	1.29272
