Original row	Sample	0h	6h	3d	7d	11d
14	SMED30000408	1.7885419	-0.47837526	-0.43909782	-0.4421543	-0.42891452
190	SMED30007118	1.0729437	-1.0902869	0.05352195	0.89200604	-0.92818487
302	SMED30011143	0.7302961	-1.0973895	-1.0934987	0.7302961	0.7302961
318	SMED30011671	1.7397274	-0.116265155	-0.30853403	-0.66520023	-0.64972794
436	SMED30015524	1.0940077	0.33455732	-1.6260062	0.21668345	-0.019242259
442	SMED30015732	1.3015265	-0.91573685	-0.90757406	-0.24291056	0.76469487
474	SMED30016466	1.387864	0.41761893	-1.0449682	-0.8893144	0.12879974
547	SMED30018742	1.7861469	-0.4005684	-0.49630862	-0.3833912	-0.5058786
607	SMED30020847	0.604446	-1.2312223	-0.9129084	0.993472	0.54621273
642	SMED30022060	0.81695235	-0.33617708	-1.5069753	0.05372207	0.9724779
705	SMED30023976	1.7860032	-0.5300505	-0.43452802	-0.44979516	-0.3716296
736	SMED30025088	1.1797583	-0.7285211	-0.9907399	-0.4195708	0.95907354
858	SMED30030077	1.2341117	0.49411944	-1.4044837	0.16048764	-0.48423502
993	SMED30034720	0.8542016	-0.5265705	-1.4746938	0.29027805	0.85678464
1020	SMED30035684	1.0650258	-0.96356946	-0.97059256	-0.12108704	0.9902232
1100	SMED30000516	1.1818963	-0.3851115	-1.1858453	0.8919889	-0.5029284
1111	SMED30000621	0.56652415	-1.208811	-0.93821895	1.0006953	0.57981056
1151	SMED30000902	1.5488877	-0.040362164	-1.1995969	0.082776785	-0.39170542
1288	SMED30001858	1.388542	0.21271409	-1.0901908	-0.8503411	0.33927572
1328	SMED30002118	1.7887787	-0.4533077	-0.4424729	-0.43470773	-0.45829034
1489	SMED30003214	1.2238107	0.402382	-1.3926333	0.31546655	-0.54902595
1555	SMED30003614	1.4544213	-0.515263	-0.6260714	0.61098045	-0.92406726
1562	SMED30003640	0.96645886	-1.3070716	-0.8231553	0.6190247	0.54474324
1613	SMED30004051	0.9296916	-0.92842394	-1.2308478	0.6520892	0.577491
1639	SMED30004205	1.0250077	-1.4794239	0.40357736	0.5715407	-0.5207019
1684	SMED30004509	1.2551974	-0.70732504	-0.96908456	-0.45884734	0.8800596
1712	SMED30004702	1.3434705	-0.8834078	-0.7753758	-0.46030745	0.77562064
1721	SMED30004757	1.3609134	-0.50765127	-0.2966947	0.6292661	-1.1858336
1734	SMED30004826	0.7364006	-1.4160676	-0.3024366	1.1538999	-0.17179635
1822	SMED30005328	1.095142	-0.7366157	-0.69405365	-0.75961477	1.095142
1920	SMED30005952	1.1634663	0.12629637	-1.3492458	0.66541517	-0.6059322
1930	SMED30006056	1.0913239	-1.2153119	-0.16002813	0.93764865	-0.65363246
1936	SMED30006095	0.8743371	0.07550384	-1.6223621	-0.09480362	0.7673248
2047	SMED30006790	1.6613338	0.107153326	-0.41368002	-0.941606	-0.41320118
2143	SMED30007416	1.0953599	-0.7412116	-0.73962027	1.0953599	-0.70988786
2189	SMED30007741	1.0564599	0.045830816	-1.6524113	0.27754602	0.27257466
2194	SMED30007774	1.1320281	0.2594871	-1.6056067	0.2656151	-0.05152363
2253	SMED30008247	1.3146394	-1.2133092	0.69419885	-0.42284957	-0.3726796
2280	SMED30008444	0.4201756	-0.8510015	-1.2792755	0.87053317	0.8395683
2328	SMED30008777	1.7888489	-0.4486747	-0.44736123	-0.44313443	-0.44967845
2330	SMED30008788	1.7450423	-0.19665435	-0.64403826	-0.23718086	-0.66716886
2335	SMED30008837	0.7903278	0.43791607	-1.7363341	0.113194436	0.39489576
2350	SMED30009014	1.3390468	-0.52525383	-1.1279714	-0.3949019	0.7090804
2453	SMED30009823	1.1842381	-1.2047321	0.18089947	0.6616232	-0.8220287
2472	SMED30009986	1.1936592	-0.87381005	-0.13144358	-1.0367016	0.84829605
2476	SMED30010034	1.7818966	-0.30674413	-0.43504214	-0.50308365	-0.53702664
2477	SMED30010036	1.4920219	0.50193477	-1.0033736	-0.38450745	-0.6060755
2562	SMED30010666	1.2961284	-0.8984201	-0.3285271	-0.87201804	0.80283684
2572	SMED30010762	0.91622937	-1.4488456	-0.54785526	0.8381582	0.24231328
2735	SMED30011892	0.844116	-0.8875211	-0.68459034	1.3037109	-0.5757155
2767	SMED30012080	1.1872456	0.85516137	-1.111467	-0.7740663	-0.15687361
2854	SMED30012880	1.6006575	-0.6080627	-0.85788816	-0.46929258	0.33458596
2927	SMED30013442	1.1443012	-1.2602563	0.2672644	0.63829607	-0.7896053
2957	SMED30013591	0.8823313	-1.294737	0.06241401	1.0352298	-0.6852382
3139	SMED30014899	0.43372095	-0.33654904	-1.5586342	0.4134421	1.0480201
3175	SMED30015165	0.3527796	0.109453306	-1.7441189	0.640943	0.640943
3251	SMED30015741	1.308072	-1.3411678	0.5568551	-0.40845266	-0.11530656
3298	SMED30016096	1.1822728	-0.24986233	-1.4864324	0.5743731	-0.020351194
3428	SMED30017084	1.7761496	-0.3903737	-0.50401866	-0.59917897	-0.28257832
3486	SMED30017451	1.7194964	-0.21023916	-0.81227636	-0.5680899	-0.12889087
3531	SMED30017772	1.145516	-1.3909804	-0.4409552	-0.05862315	0.7450426
3562	SMED30018056	1.7884953	-0.44625995	-0.45972103	-0.41501138	-0.4675029
3579	SMED30018128	1.2384639	0.03358369	-1.3431362	0.6093639	-0.5382753
3655	SMED30018603	0.89529365	-0.47208047	-1.2647825	1.1355556	-0.2939862
3796	SMED30019613	0.8185944	-0.09489387	-1.6806439	0.6171509	0.33979258
3896	SMED30020262	0.73027694	-1.0850018	-1.105829	0.73027694	0.73027694
3897	SMED30020272	1.0952021	-0.7626631	-0.7235415	1.0952021	-0.7041997
3934	SMED30020513	1.1571709	-1.5866686	-0.083697855	0.20787485	0.30532074
4081	SMED30021708	0.52812004	-0.17097299	-1.0652263	-0.71984637	1.4279256
4137	SMED30022136	1.0950097	-0.7060437	-0.707946	-0.77602977	1.0950097
4167	SMED30022363	1.3880299	-0.7600696	-0.66337925	0.74399036	-0.70857143
