p_val avg_logFC pct.1 pct.2 p_val_adj
SMED30035617 1.44504121145539e-164 0.3851237521116 0.81 0.74 3.16724132726793e-160
SMED30025793 1.58943197897034e-161 0.427959038864911 0.5 0.346 3.4837170115072e-157
SMED30017762 7.97704672646794e-154 0.496566496400251 0.085 0.009 1.74840910150724e-149
SMED30018515 3.05848065072277e-152 0.609537867068315 0.125 0.03 6.70357789025417e-148
SMED30010468 2.96756689458409e-149 0.503188427064854 0.213 0.087 6.5043131195494e-145
SMED30031105 5.09944780332581e-149 0.160407094494162 0.991 0.99 1.11769696953295e-144
SMED30027552 2.33663566203131e-145 0.194237393250789 0.112 0.024 5.12143804404023e-141
SMED30018637 3.66723015398364e-141 -0.153522359892597 0.992 0.998 8.03783505150134e-137
SMED30034174 1.2787478225477e-136 0.12751759742845 0.07 0.005 2.80275947746006e-132
SMED30003997 9.12877597875289e-132 -0.259188907485297 0.513 0.648 2.00084511902306e-127
SMED30002503 2.22527199489083e-130 0.358491959446522 0.114 0.029 4.87735115840171e-126
SMED30018158 4.60672752037959e-130 0.130986498118969 0.084 0.013 1.0097025379168e-125
SMED30012412 1.7546873386189e-125 0.252285360356067 0.266 0.138 3.8459237087849e-121
SMED30021776 1.23418587645094e-123 0.525707404415262 0.28 0.164 2.70508860400517e-119
SMED30029899 1.92473182236718e-123 -0.145804310017775 0.979 0.988 4.21862720826438e-119
SMED30020470 1.31994119108533e-120 -0.241931954072804 0.578 0.692 2.89304710262083e-116
SMED30031308 3.66706138681989e-118 0.146258637345025 0.999 1 8.03746514763184e-114
SMED30014462 1.96221605485147e-116 0.324161582419821 0.278 0.153 4.30078514902346e-112
SMED30012973 3.6397819623415e-116 0.487658862345011 0.061 0.005 7.97767410506009e-112
SMED30002262 9.01710116166948e-113 0.348756693084732 0.937 0.927 1.97636823261472e-108
SMED30005965 1.12671533900206e-109 0.386920069526786 0.505 0.38 2.46953468002471e-105
SMED30011723 3.6492913042559e-109 -0.149372376014411 0.058 0.15 7.99851668066807e-105
SMED30003962 5.64666814653623e-109 0.371288837552919 0.089 0.021 1.23763672435781e-104
SMED30019874 2.37412283919271e-107 -0.290494204835605 0.547 0.676 5.20360243894258e-103
SMED30006394 2.61959721328296e-107 0.136388058468199 0.104 0.029 5.7416331720736e-103
SMED30017530 6.93880839286139e-107 0.151223660156447 0.148 0.058 1.52084802354736e-102
SMED30012836 2.08734144087424e-106 0.326404521628943 0.454 0.328 4.57503497010815e-102
SMED30006792 3.66968380792703e-106 0.31495468583613 0.33 0.209 8.04321297021446e-102
SMED30005141 1.99445764615887e-104 0.278775241271331 0.162 0.069 4.37145226885102e-100
SMED30000745 1.30833746657122e-102 0.149203604016296 0.084 0.019 2.8676140592308e-98
SMED30002753 4.02105312145334e-102 1.12025139633284 0.556 0.461 8.81334423160143e-98
SMED30023978 5.61802399754794e-101 -0.305292494078456 0.097 0.199 1.23135849978256e-96
SMED30001215 1.68237497224288e-99 0.155134663924556 0.103 0.031 3.68742946416195e-95
SMED30004739 6.58168904712833e-99 0.267266640154822 0.108 0.035 1.44257460534959e-94
SMED30029746 9.11411520555907e-98 0.355810666835631 0.385 0.269 1.99763177075444e-93
SMED30011012 1.28986627061776e-97 1.18865787446411 0.058 0.007 2.82712889194001e-93
