Sample	0h	6h	12h	1d	2d	3d	5d	7d	9d	11d
SMED30032064	0.264777	0.355827	0.399959	0.373361	0.322622	0.351071	0.354204	0.214817	0.270944	0.352557
SMED30032065	0.320012	0.298966	0.239469	0.279757	0.17932	0.159038	0.290132	0.254992	0.193469	0.263394
SMED30032066	52.6499	54.4384	57.679	61.4608	65.9966	60.407	66.111	60.4991	63.6788	60.8491
SMED30032067	47.0036	46.2888	41.156	54.1492	64.0397	63.8129	59.1137	60.9196	52.2293	59.7305
SMED30032068	32.1894	33.6516	33.3644	40.0949	42.7621	40.7624	45.7553	43.3322	47.9874	44.9484
SMED30032069	0.106036	0.130516	0.0765404	0.197262	0.228849	0.222328	0.194597	0.205898	0.15349	0.187143
SMED30032070	2.73901	2.09456	2.60178	2.4601	1.89316	2.72827	2.729	2.46205	3.90164	3.34612
SMED30032071	2.44198	2.19695	2.79561	2.49035	2.49836	2.72712	2.89543	3.14689	4.37595	3.17576
SMED30032072	11.6884	9.3598	10.9333	4.27992	1.62083	1.35949	0.921497	0.483025	1.04359	0.573365
SMED30032073	0.195978	0.145547	0.0798333	0.111484	0.0935004	0.167033	0.272067	0.113175	0.20728	0.3727
SMED30032074	0.943004	0.993212	0.759194	0.933369	1.19151	1.18363	1.0874	1.05303	0.971053	1.1625
SMED30032075	2.10112	1.91144	1.61727	1.95822	2.02389	1.92056	2.31955	2.23874	1.67488	1.74931
SMED30032076	0.924725	0.907911	1.03614	1.68202	2.31194	2.29683	3.21245	2.07333	2.24362	1.97344
SMED30032077	0.411384	0.687769	0.258723	0.335019	0.286145	0.738321	0.351417	0.406287	0.125018	0.243153
SMED30032078	0.737309	0.882184	0.913536	1.02765	1.06057	0.905449	0.59022	0.735215	0.557612	0.609379
SMED30032079	0.782009	0.949386	0.898464	0.921137	1.03631	1.29102	1.24109	1.23343	0.678363	1.30128
SMED30032080	1.53105	1.62659	0.891254	1.03836	1.27904	1.84458	1.93904	1.74146	1.61947	1.98126
SMED30032081	0.712036	0.785769	0.64346	0.354271	0.55995	0.627803	0.675803	0.229245	0.85824	0.647309
SMED30032082	66.7217	55.1715	75.5701	83.2358	83.7586	79.2588	80.7914	65.9702	77.7101	65.6306
SMED30032083	1.24829	1.35742	1.08992	0.535482	0.901086	1.22867	1.00211	1.23025	1.02663	1.39175
SMED30032084	0.0544796	0.125723	0.0572888	0.246414	0.0927783	0.0190942	0.269642	0.139992	0.0473296	0.124428
SMED30032085	0	0	0	0.0550416	0	0.0559897	0.0140928	0.0125525	0.0301364	0.0297782
SMED30032086	8.86581	9.2583	6.88019	6.87271	7.49341	8.63509	7.56585	7.646	7.50454	8.04571
SMED30032087	3.17853	2.64184	2.79204	0.625519	0.0288315	0.0229778	0	0.00530467	0	0
SMED30032088	0.0101496	0	0	0	0.0111271	0.0202708	0.0230074	0	0.0125264	0.00300709
SMED30032089	0.40738	0.351836	0.142382	0.197465	0.0532893	0.418926	0.181921	0.200779	0.167745	0.420389
SMED30032090	0.814087	0.811052	0.657727	0.797044	1.1504	1.11828	1.54185	1.45344	1.83566	1.52433
SMED30032091	23.1178	18.0589	13.5571	3.20728	0.226509	0.207338	0.0245868	0.0390615	0.0411755	0.0289604
SMED30032092	0.377996	0.477989	0.226504	0.216748	0.259317	0.468534	0.216526	0.395101	0.358838	0.270223
SMED30032093	12.8949	15.867	12.8904	16.0957	19.5034	17.6644	16.6528	16.6034	14.8334	16.7814
SMED30032094	17.502	17.1438	19.333	17.2217	14.8723	13.5201	16.2367	14.9484	17.8821	14.4307
SMED30032095	1.52069	1.62217	1.43988	2.01197	2.2468	2.08292	2.56392	2.81605	3.68143	3.04096
SMED30032096	7.69064	7.85001	5.23001	5.47575	8.21585	8.22276	8.8638	8.48498	8.85487	9.3311
SMED30032097	4.79012	4.18649	5.69644	5.65097	6.08203	6.35681	5.00903	4.93938	4.63126	4.96219
SMED30032098	12.599	15.5215	13.6859	14.354	13.5058	12.3839	13.4798	12.5663	12.7185	12.4813
SMED30032099	0.143591	0.118463	0.076819	0.0249739	0.011364	0	0	0	0.0102822	0
SMED30032100	10.3874	9.22649	11.95	8.02171	6.33261	5.68933	7.264	8.57033	9.19989	7.68838
SMED30032101	0.014738	0.0414395	0.0281869	0.0403864	0.0753726	0.0781988	0.0913038	0.133886	0.0842993	0.0230376
SMED30032102	12.0062	10.9186	12.1037	12.4399	12.0509	11.2269	14.1866	13.9677	15.7302	13.1751
SMED30032103	0.0647538	0.127202	0.23689	0.0948903	0.0475196	0.125007	0.253893	0.9103	0.332368	0.442295
SMED30032104	4.82437	5.18999	4.10903	4.28152	4.87705	4.78296	4.70108	4.5544	4.71969	4.68612
SMED30032105	19.5669	21.1191	22.2512	23.6065	25.2797	22.3134	25.5254	26.0505	25.8976	25.5617
SMED30032106	12.2284	13.0258	13.2684	15.526	14.2027	13.5838	17.7607	17.2685	19.8754	16.2799
SMED30032107	0.0159142	0	0	0	0	0.0116069	0	0	0	0
SMED30032108	3.70951	4.09731	2.82205	3.11538	4.88104	5.39852	5.61727	5.82169	5.74364	5.45179
SMED30032109	0	0	0.0216397	0	0.0216686	0	0.0204156	0.0193487	0.0351343	0
SMED30032110	97.3597	98.0508	92.5734	92.9451	100.828	100.703	111.243	110.722	116.172	111.435
SMED30032111	5.53365	6.27396	6.55277	7.41115	7.07278	7.34774	6.34803	5.85661	6.18857	6.75183
SMED30032112	8.87765	9.18764	7.71723	7.1416	6.85679	7.19359	7.24641	6.70169	7.42223	6.96385
SMED30032113	0	0	0	0	0	0.0195909	0	0	0	0
SMED30032114	285.043	189.435	266.26	189.502	83.5482	108.503	129.733	88.4062	211.507	162.432
SMED30032115	19.4901	21.9403	20.2229	19.6404	21.5696	22.8197	22.2885	19.7078	20.6899	21.4289
SMED30032116	0.188869	0.100271	0.120066	0.171941	0.0632608	0.125912	0.174783	0.0652307	0.13694	0.107171
SMED30032117	14.076	13.6393	13.2377	12.8694	12.7446	15.7647	13.02	12.1593	12.1849	12.5289
SMED30032118	0.0169734	0.0199811	0.0201665	0	0	0.0382963	0.0936989	0.074079	0.0603433	0.189719
SMED30032119	5.65482	5.50774	3.07821	3.58231	4.5224	6.85102	5.87377	5.10193	5.63548	5.92042
SMED30032120	18.3057	15.5338	14.1984	13.6549	9.89399	10.6788	14.6646	17.8196	25.3481	23.3488
SMED30032121	0.369134	0.398726	0.429436	0.245128	0.320984	0.39781	0.185351	0.210291	0.207603	0.169501
SMED30032122	19.6839	18.2724	12.8448	13.6586	18.5429	23.5761	18.7352	19.7567	16.6429	20.9607
SMED30032123	0.0995356	0.08041	0.0968655	0.0190809	0.0206496	0.0209482	0.0258813	0.028557	0.00279023	0.0109929
SMED30032124	1.7523	1.72078	1.58817	1.94295	1.78734	2.63785	3.63835	2.42039	3.45199	2.41434
SMED30032125	1.81103	1.51937	0.970395	0.984694	1.54652	1.87386	1.33405	1.33688	1.40008	1.26675
SMED30032126	9.13088	8.34712	5.17582	3.91245	3.26741	7.59704	4.70666	5.6618	4.30973	7.02925
SMED30032127	0.494831	0.500051	0.667631	0.936346	1.15632	1.0789	1.15654	1.37039	1.31823	0.959882
SMED30032128	2.51614	3.35218	2.99189	3.95219	3.09649	3.68312	2.8681	2.69285	2.35636	2.17466
SMED30032129	0.064541	0.0395604	0.0913673	0	0	0.117049	0.0141879	0.16292	0.104661	0.0915425
SMED30032130	1.81231	1.70494	1.48697	1.65037	2.48647	2.57128	3.65393	3.5519	3.63327	3.27348
SMED30032131	5.05023	5.29735	3.30163	3.60567	3.46496	5.39877	3.96695	5.47577	3.83887	4.89361
SMED30032132	31.4915	24.9593	21.516	6.09738	1.09202	0.923213	0.724473	0.675334	0.587662	0.646054
SMED30032133	5.04355	5.6939	3.77982	3.58709	4.53555	6.54902	4.33286	3.55376	3.52529	4.06999
SMED30032134	5.98679	6.5703	6.42299	10.1063	11.7555	10.4563	10.3911	9.5046	10.5342	10.222
SMED30032135	0.0308768	0.04874	0.047435	0	0	0.0231895	0	0	0.018549	0.0192573
SMED30032136	2.67063	2.28045	1.43488	2.05243	2.57772	3.02391	3.20613	2.88846	3.25037	2.84626
SMED30032137	0.389111	0.727101	0.379908	0.318042	0.243006	0.101893	0.237136	0.447609	0.249307	0.764522
SMED30032138	0.78496	0.696087	0.694396	0.49328	0.382438	0.491917	0.777861	0.767725	1.17992	0.847112
SMED30032139	201.496	195.562	208.787	252.736	234.022	218.016	264.707	269.397	315.427	298.312
SMED30032140	7.62015	7.02295	5.30835	2.63555	1.28436	2.6799	1.28045	1.64956	1.80231	2.447
SMED30032141	0	0	0.041636	0	0	0	0	0	0	0
SMED30032142	0.410331	0.37025	0.197506	0.254098	0.603582	0.461619	0.395698	0.387793	0.460826	0.399779
SMED30032143	8.53467	7.35537	4.78226	4.87785	4.555	5.3704	7.32454	8.5721	9.86686	8.87431
SMED30032144	6.27106	6.02243	5.19777	5.14372	7.36352	6.67451	6.62042	6.75605	6.12544	6.33431
SMED30032145	8.07792	6.40282	4.4338	1.14085	0.180442	0.285628	0.167243	0.149923	0.154191	0.171853
SMED30032146	50.0178	51.7927	59.5558	56.6575	51.8701	49.5109	53.6619	50.4495	54.6152	49.4206
SMED30032147	0.0191968	0.0471753	0.130085	0	0.0197146	0.0893203	0.0698256	0.139471	0.0358427	0.036152
SMED30032148	0	0.00806533	0	0.00800993	0	0	0.0070768	0.00535307	0	0.0060896
SMED30032149	0.0934243	0.143982	0.0214282	0	0	0.0469067	0.0202161	0	0	0.0536729
SMED30032150	8.63067	8.22025	7.32625	6.52933	7.35454	7.26187	6.93476	5.99857	5.71622	6.12263
SMED30032151	0.845764	0.93244	0.358207	0.358694	0.365901	0.710303	0.523582	0.628705	0.396559	0.689408
SMED30032152	2.8046	2.55922	1.93995	1.95316	3.35504	3.41517	2.98534	3.33907	3.3327	3.50747
SMED30032153	243.819	253.565	289.115	293.781	293.238	248.333	246.222	242.788	239.728	247.306
SMED30032154	0.0146551	0	0	0	0	0.0165328	0	0.0917363	0.0267705	0.042413
SMED30032155	2.38644	2.0153	2.96156	1.12704	0.150761	0.0615009	0.136955	0.0078672	0.0659993	0.0539842
SMED30032156	7.10726	6.83966	6.04863	6.3869	6.82511	6.38166	9.69003	12.1737	14.8224	11.7125
SMED30032157	39.26	36.2551	36.728	47.5599	44.2833	43.3699	49.3735	54.1059	50.7579	47.8745
SMED30032158	0.886808	0.950997	1.04725	0.86424	1.13973	1.2469	1.11419	1.10548	1.07575	1.06588
SMED30032159	34.225	35.2977	28.4115	28.87	33.0679	31.5567	35.3549	38.4552	40.8807	38.41
SMED30032160	70.328	61.6821	30.8026	18.5651	21.4131	59.3763	26.1698	56.9699	20.4968	55.7158
SMED30032161	0.463712	0.459642	0.384811	0.657345	0.445843	0.669219	0.711356	0.40875	0.353412	0.499564
SMED30032162	0	0.0220216	0	0.0839278	0.0572807	0	0	0.0170493	0	0
SMED30032163	6.38756	6.73157	6.77512	6.58741	7.17494	7.61306	7.91958	8.11093	9.37755	8.9537
SMED30032164	0.0485027	0.0526433	0.0370449	0.0406525	0.0635926	0.038058	0.0575882	0.0626466	0.0546218	0.0450963
SMED30032165	1.30048	1.62045	1.56118	2.20603	1.79977	2.47292	2.34884	2.07212	1.89183	2.12001
SMED30032166	15.6189	17.0171	14.0226	13.7693	16.2861	16.9543	22.8929	23.2953	22.1586	21.6963
SMED30032167	2.71542	2.78882	1.45916	2.00427	2.11006	3.08071	2.77941	3.18838	3.21229	3.19868
SMED30032168	66.5023	68.4837	79.1616	84.1752	85.5915	74.6383	84.5333	80.021	85.0314	79.1199
SMED30032169	81.6885	91.3841	114.291	122.219	84.3014	68.209	103.766	104.772	102.652	89.9737
SMED30032170	0.375803	0.668845	0.237317	0.205089	0.306437	0.575632	0.317683	0.629273	0.310721	0.368471
SMED30032171	0.279144	0.224646	0.171826	0.0813134	0.0418301	0.0272722	0.0230103	0.0198715	0.0142143	0.0326266
SMED30032172	68.9006	62.7947	58.5913	69.4726	73.2538	73.2443	83.331	82.6172	90.1686	87.7773
SMED30032173	0.227425	0.233117	0.171693	0.149084	0.0500703	0.269425	0.146418	0.145792	0.0947989	0.149762
SMED30032174	0.297787	0.697612	0.240588	0.38821	0.331201	0.624045	0.230887	0.375185	0.297617	0.515531
SMED30032175	3.35224	3.83098	4.19234	5.85566	5.74078	5.43141	5.10662	5.23099	4.38684	4.85
SMED30032176	0.681372	0.748908	0.469851	0.848076	0.723316	0.933936	0.758257	0.765041	0.660106	0.528545
SMED30032177	0.946338	0.893146	0.791714	0.765039	0.632989	0.894842	0.911983	0.998374	0.985133	0.892177
SMED30032178	0.090099	0	0.0691078	0.027602	0.0121231	0.135188	0.127853	0.106437	0.0540964	0.0876776
SMED30032179	1.50055	1.56838	1.72208	1.50421	1.25309	1.01954	1.48305	1.3285	1.2131	0.947958
SMED30032180	0.198941	0.170939	0.211807	0.325179	0.305337	0.160416	0.352486	0.436424	0.441119	0.255362
SMED30032181	4.43741	4.70403	4.11945	3.16842	3.4226	3.93595	3.47991	3.09345	3.14134	3.36663
SMED30032182	204.689	207.072	261.462	245.156	179.169	160.864	168.321	173.259	174.075	167.22
SMED30032183	0.450232	0.397063	0.286783	0.423964	0.650248	0.696998	0.696163	0.532576	0.778283	0.626113
SMED30032184	0.706231	0.701808	1.18087	0.947413	1.0753	0.840551	1.45456	0.97994	1.61309	1.78212
SMED30032185	0	0	0.0154523	0.015205	0	0.0151083	0	0	0.0115593	0.0125464
SMED30032186	37.7608	36.8288	38.3915	34.003	37.045	35.4272	32.5129	33.9871	32.4026	32.0529
SMED30032187	0.0555444	0.144753	0.0359686	0.0147464	0	0	0	0	0.0101329	0.0210397
SMED30032188	0.0420706	0.0433344	0.0206903	0.0903928	0.144891	0.0846605	0.082499	0.0555807	0.0834134	0.0744552
SMED30032189	0.494649	0.365216	0.150041	0.0520747	0.307707	0.435708	0.291199	0.27142	0.448783	0.24105
SMED30032190	1.25469	1.45087	0.603819	0.867954	0.98359	1.2496	1.0218	1.23721	0.744826	1.05908
SMED30032191	1.74274	1.67733	1.31689	1.01041	0.739653	0.961445	0.675024	0.695079	0.795368	0.723742
SMED30032192	3.05346	2.45443	1.56531	0.584645	0.23492	0.789647	0.461307	0.499167	0.311968	0.570453
SMED30032193	14.7643	13.9398	10.1211	10.6188	13.8043	14.7839	13.2208	13.978	13.4992	15.5792
SMED30032194	0.508497	0.49136	0.423492	0.536619	0.411145	0.649147	0.881403	0.779338	0.780072	0.969493
SMED30032195	4.20015	4.34119	4.04719	4.12886	5.29416	5.04559	5.85456	5.48541	6.24713	5.75235
SMED30032196	110.071	87.0869	56.869	45.3013	37.539	47.5998	50.0129	78.5478	76.4106	86.4971
SMED30032197	1.96305	1.92116	1.26662	0.962076	0.820338	2.30679	1.3396	1.85058	1.18565	1.83005
SMED30032198	0.849472	0.854559	0.507267	0.645618	0.698422	0.675892	0.768434	0.811629	0.836539	0.834441
SMED30032199	119.197	122.07	141.462	93.4756	31.6477	44.5705	64.8129	92.1403	127.734	129.687
SMED30032200	0	0	0	0	0	0	0	0	0	0
SMED30032201	8.04244	9.81526	8.21703	8.64441	11.2478	9.59145	10.4727	11.3891	8.02493	10.4095
SMED30032202	1.7559	1.71968	1.16556	0.917677	0.925398	1.52502	1.16629	1.44687	1.3219	1.77083
SMED30032203	7.32528	8.0332	9.20874	9.5878	12.569	11.7714	13.0349	11.1611	13.3896	10.7552
SMED30032204	0.103017	0.169364	0.289318	0.40256	0.183589	0.288663	0.23899	0.14309	0.186646	0.123514
SMED30032205	0.024417	0	0	0.051463	0	0.128646	0	0	0	0
SMED30032206	2.50934	3.13781	2.01248	2.86309	4.88924	3.06745	2.86908	3.30593	3.88705	3.2517
SMED30032207	1.09439	0.571402	0.774938	0.497205	0.557533	0.747155	0.244814	0.401901	0.502534	0.346697
SMED30032208	0.506258	0.504805	0.525384	0.614541	0.450722	0.546132	0.657426	0.6762	0.49286	0.641793
SMED30032209	0.337378	0.232026	0.325373	0.276581	0.23695	0.44901	0.183063	0.167971	0.409247	0.355526
SMED30032210	0.172702	0.12562	0.132862	0.0606818	0.0135619	0.10654	0.0336767	0.0494533	0.0729025	0.136085
SMED30032211	148.478	127.995	132.975	109.518	32.27	63.8607	86.0437	55.6494	140.826	122.152
SMED30032212	6.64893	5.26094	6.83095	2.09724	0.0969439	0.0684427	0	0	0.0101528	0
SMED30032213	2.62314	3.3818	2.33191	2.77685	3.19086	2.94118	3.57592	1.60206	3.2452	2.18255
SMED30032214	1.27328	0.950094	1.49275	0.453322	0.105613	0.0333498	0.0572942	0.10113	0.0317135	0.0585091
SMED30032215	2.79927	1.18816	1.17932	0.722846	0.298445	1.7699	1.25686	1.41039	1.70367	2.53003
SMED30032216	1.53357	1.48027	1.27231	1.65891	1.88095	1.83634	2.36334	2.38226	2.59263	2.58933
SMED30032217	0.748137	0.800832	0.722122	0.89823	1.17882	0.655958	1.12593	1.29245	1.32369	1.05222
SMED30032218	2.13682	3.03973	9.14866	16.7484	18.8587	16.4496	5.22375	0.681368	0.245411	0.870118
SMED30032219	0.0231642	0	0	0.0176636	0.0162255	0.030348	0	0	0	0
SMED30032220	17.7335	19.2868	17.9982	18.8787	20.329	20.0716	18.6861	16.5824	17.6933	17.0605
SMED30032221	0	0	0	0	0	0	0	0	0	0
SMED30032222	0.545757	0.480102	0.564721	0.600299	0.540794	0.62341	0.668469	0.831521	0.620403	0.668288
SMED30032223	0.0161478	0.0183404	0	0.0070227	0.00533333	0	0.0144752	0.0164166	0.00482563	0
SMED30032224	0.926264	0.833515	0.870348	1.12251	1.23238	1.60924	1.41319	1.41965	1.50909	1.44614
SMED30032225	1.31354	1.41693	1.0077	1.00576	1.37017	1.00064	1.13591	1.16772	1.41117	1.16818
SMED30032226	1.64315	1.69427	1.28854	0.670291	0.950167	1.46098	1.1973	1.16474	0.751888	1.23975
SMED30032227	12.0685	9.56996	10.1851	3.39349	0.685578	0.391866	0.232056	0.117872	0.176402	0.151813
SMED30032228	0.0115596	0	0.0177586	0	0	0	0	0.0467127	0.0265691	0.0270142
SMED30032229	21.294	21.1348	18.8771	18.8585	21.6967	22.718	22.2396	22.6786	21.7086	24.0567
SMED30032230	1.233	1.14073	0.619378	0.624762	0.937547	1.23095	0.896259	1.14398	0.832399	1.3099
SMED30032231	37.0789	29.9739	32.0943	9.43455	1.01164	0.703983	0.272211	0.217601	0.255006	0.255882
SMED30032232	0.155912	0.128293	0.108868	0.0161215	0	0.12268	0.0332297	0.133072	0.010596	0.145502
SMED30032233	3.32692	2.89123	2.53244	1.80677	1.70245	1.58733	1.95997	1.72439	1.76609	1.7613
SMED30032234	0.93587	0.82566	0.91869	0.763939	0.665667	0.861799	0.746361	0.84764	0.679162	0.650988
SMED30032235	0.495608	0.496542	0.0887706	0.054828	0	0.0182707	0	0.0951267	0	0
SMED30032236	31.6973	33.8642	33.9985	37.1836	38.3526	32.9322	35.0311	35.0794	36.9135	35.6615
SMED30032237	3.53424	3.74773	2.80751	2.6649	3.12695	3.57307	4.16671	4.81923	4.98731	5.09537
SMED30032238	79.8711	84.3936	90.8205	94.1751	90.8805	82.8444	82.0047	82.1284	80.7387	78.9029
SMED30032239	11.475	12.1801	11.2065	11.2798	12.8854	12.0828	15.5698	13.0998	14	14.341
SMED30032240	36.5328	38.549	44.1538	47.5168	47.6056	40.7063	42.1654	38.6174	41.0584	36.6116
SMED30032241	18.4607	13.8851	20.0119	5.84896	0.666779	0.413234	0.202138	0.110207	0.189438	0.134196
SMED30032242	6.26122	5.26264	5.91468	1.84604	0.283501	0.201658	0.077754	0.0743056	0.0644864	0.0936202
SMED30032243	42.3173	43.8804	33.7515	30.9942	35.9038	43.1095	33.9432	32.1968	28.7305	34.6905
SMED30032244	0.650425	0.660715	0.408448	0.426317	0.482888	0.695237	0.522097	0.687453	0.503458	0.578462
SMED30032245	0.385454	0.593673	0.159064	0.35721	0.43743	0.718583	0.463271	0.711137	0.408848	0.396224
SMED30032246	0.394516	0.388993	0.18862	0.14051	0.0806273	0.267723	0.114019	0.350938	0.0966234	0.377505
SMED30032247	19.57	21.6768	25.8502	26.2826	20.1219	19.0125	17.0507	15.6362	16.7168	16.0413
SMED30032248	0.911585	1.10457	0.553834	0.612651	0.664125	0.921874	0.554067	0.588743	0.641791	0.834285
SMED30032249	4.75934	4.90836	2.92695	3.06159	4.1579	5.42029	3.82285	4.18197	3.76741	4.8446
SMED30032250	6.43887	5.78802	5.73447	6.51148	7.27402	6.98241	7.69346	7.22888	7.8525	7.85912
SMED30032251	0.674283	0.886216	0.866668	0.612649	0.867722	1.01643	0.806315	0.699355	0.860214	0.642598
SMED30032252	1.29919	1.07613	1.21687	0.408785	0.0159852	0.0156524	0.00581077	0.0106818	0.00607553	0.0125578
SMED30032253	0.391964	0.574082	0.205937	0.251832	0.581254	0.430435	0.339574	0.290345	0.471163	0.52938
SMED30032254	14.6083	13.8414	14.3942	15.5816	14.2616	16.197	15.4631	12.9036	14.3216	13.0514
SMED30032255	8.99034	9.34973	6.22766	6.32378	7.89112	8.94095	7.47083	8.6249	6.79622	8.902
SMED30032256	6.04878	7.80811	4.49573	6.51979	7.94484	9.5375	7.51545	5.69472	5.5	6.00068
SMED30032257	21.1989	21.3271	27.9818	32.2622	32.9797	27.411	29.2354	26.2725	27.2972	25.0333
SMED30032258	7.47958	7.9308	8.59585	10.0424	11.132	9.09184	8.29757	7.00032	7.76025	6.90637
SMED30032259	0.22894	0.262064	0.314379	0.285274	0.33211	0.361953	0.367375	0.228286	0.15726	0.257903
SMED30032260	0.166802	0.210811	0.100685	0.104151	0.212528	0.199918	0.102819	0.073668	0.184484	0.155549
SMED30032261	3.5062	3.1974	2.24192	2.5893	2.19604	2.59893	2.02194	2.0599	1.50136	1.64074
SMED30032262	0.152006	0.0713085	0.0644868	0.0582252	0.190476	0.202525	0.205485	0.141433	0.140543	0.203454
SMED30032263	0.124271	0.25273	0.236819	0.0252893	0.169952	0.128739	0.15672	0.0480596	0.114836	0.112012
SMED30032264	1.04621	1.20037	0.673889	0.331355	0.349689	1.24699	0.415627	0.848171	0.229147	0.718874
SMED30032265	0.195343	0.289169	0.228114	0.100168	0.24574	0.178372	0.186031	0.214356	0.109362	0.306695
SMED30032266	0	0	0	0	0	0	0	0	0	0
SMED30032267	0.323318	0.572576	0.158056	0.25089	0.455695	0.568322	0.318154	0.329386	0.443625	0.458015
SMED30032268	6.00612	6.90823	6.93494	4.8178	3.54225	3.57029	3.00363	3.98974	3.91418	3.76785
SMED30032269	1.08479	1.07077	0.516698	0.619302	0.732828	1.61608	0.616215	0.936715	0.513891	0.60597
SMED30032270	1.48691	1.15012	0.74399	0.50443	0.506284	0.809438	0.748112	0.767842	0.569012	1.27143
SMED30032271	6.57033	5.31473	4.9453	1.41242	0.0874339	0.0828727	0.0042706	0	0.00466827	0
SMED30032272	152.962	153.556	194.588	184.911	153.64	129.811	181.383	196.425	218.492	185.125
SMED30032273	0.649208	0.719558	0.585095	0.590764	0.71678	0.738494	0.77459	0.908775	0.885165	0.765547
SMED30032274	3.17428	2.37617	4.76228	4.32279	3.33719	3.16086	3.39387	1.63106	2.6397	2.54468
SMED30032275	0.0579641	0.0551188	0	0.0153887	0.0757264	0.172797	0	0	0.031723	0.0430491
SMED30032276	2.20859	2.15222	1.74967	2.09075	3.07766	3.52271	2.85796	2.84007	2.73484	2.65601
SMED30032277	0.00804388	0.00327765	0	0	0.00147169	0.00311888	0.00114112	0.00840304	0.0025181	0.00487447
SMED30032278	34.9899	36.2321	44.2698	41.4487	39.4685	34.3734	39.5608	38.4392	38.023	34.3569
SMED30032279	3.22874	4.26392	3.55327	2.70975	2.01563	2.31267	2.17737	1.82034	1.61174	1.8994
SMED30032280	15.7487	15.7165	10.2055	11.0163	12.9023	17.7722	13.9958	14.8981	12.9718	15.671
SMED30032281	0.0834985	0.0653373	0.116493	0.111863	0.245076	0.149445	0.0743901	0.082141	0.0694966	0.115084
SMED30032282	1.39029	1.42147	1.0252	1.15936	1.48628	1.20041	1.45202	1.24769	1.37082	1.15038
SMED30032283	11.4027	9.90065	11.4524	13.3815	13.9918	12.2313	12.3143	11.602	11.6254	10.5851
SMED30032284	0.933099	0.985208	0.630926	0.839668	0.91176	1.21043	0.793442	1.04245	0.782969	0.971774
SMED30032285	0.843773	1.06421	0.683009	0.656253	0.512916	1.44018	0.600434	0.74777	0.443941	0.959786
SMED30032286	0.0833818	0.0785197	0.0278269	0.0662916	0.0263716	0.0823563	0.0781728	0.0927602	0.0954482	0.0525512
SMED30032287	0.128669	0.0628228	0.0297208	0.047608	0.0267664	0.121439	0.0563373	0.0345505	0.0274886	0.0936235
SMED30032288	0.0245611	0.0858958	0.0157313	0.0167454	0.0561072	0.0502014	0.0404553	0.0284257	0.00671693	0.0478181
SMED30032289	0	0	0	0	0	0	0	0	0	0
SMED30032290	1362.34	1400.31	1679.14	1644.28	1428.43	1375.5	1029.47	941.089	883.876	856.126
SMED30032291	0.173294	0.155994	0.0662184	0.0912403	0.0676104	0.154149	0.0873744	0.138421	0.0715883	0.155396
SMED30032292	0.38543	0.139851	0.386275	0.462935	0.19648	0.131226	0.214414	0.106193	0.122704	0.354869
SMED30032293	78.3694	50.9984	89.1919	108.874	111.511	110.874	214.598	152.759	182.019	134.934
SMED30032294	0.0847621	0.114147	0	0.0871527	0.0237699	0.0869914	0.0685648	0.112906	0.0349551	0.0360369
SMED30032295	19.0088	19.4566	17.7146	17.0213	19.6697	21.7914	18.0105	17.4793	16.5296	18.0144
SMED30032296	0.764135	0.59857	0.471331	0.596342	0.423525	0.446974	0.939766	0.79521	1.22003	1.15105
SMED30032297	3.75074	2.8377	3.93934	3.63765	3.40995	3.3809	6.89818	7.38445	7.42791	6.94734
SMED30032298	0.614838	0.742356	0.618605	0.552745	1.19095	1.21473	0.9432	0.717709	0.903908	0.886618
SMED30032299	20.4653	18.3307	16.1675	15.323	16.0333	15.5767	17.5833	19.1096	22.1229	20.1946
SMED30032300	11.8791	12.0723	10.3461	6.54993	1.08278	1.26734	0.0289112	0	0	0
SMED30032301	0.0305778	0.0115766	0.0441886	0	0	0.0228479	0.0083595	0.0249939	0.00922343	0.0189736
SMED30032302	39.3885	31.2399	37.4188	10.5676	1.13255	0.729913	0.298474	0.170685	0.257986	0.276508
SMED30032303	37.7215	43.757	40.9054	50.0696	52.03	60.2857	49.4304	44.4909	46.7566	48.0428
SMED30032304	18.6406	18.7243	22.1277	24.2091	25.5084	22.7857	29.6721	24.4672	30.6395	24.5511
SMED30032305	30.0465	29.5741	23.953	20.1729	23.3615	25.6965	26.4641	25.1923	26.4522	26.1102
SMED30032306	0.347722	0.285005	0.0805642	0.0392119	0.0431984	0.215018	0.0874472	0.135672	0.0787177	0.176254
SMED30032307	0.00948267	0.005929	0.0119681	0.00681077	0.0055216	0.035105	0.0132541	0.0433326	0.0464806	0.0513698
SMED30032308	1.56353	1.20663	1.37428	1.4406	1.38495	1.49406	1.7677	1.87601	2.24717	1.83918
SMED30032309	0.316079	0.260766	0.086328	0.128531	0.0680431	0.60118	0.197503	0.275146	0.170844	0.285134
SMED30032310	0.0992765	0.122338	0.110092	0.051875	0.0376975	0.161147	0.0859145	0.100239	0.0464981	0.133914
SMED30032311	1.06282	0.974726	1.06156	1.10621	1.25864	1.29724	1.65165	1.26851	1.53901	1.45748
SMED30032312	0.0906794	0.0160757	0.0913586	0	0.0449133	0.0317696	0.0580413	0.0431681	0.0242745	0.0506229
SMED30032313	8.19664	9.16934	9.04821	9.68727	12.1804	11.4968	11.6637	12.9917	12.4248	11.3354
SMED30032314	52.6638	51.8204	48.5053	51.7866	64.0968	65.8957	87.5429	84.6362	84.0078	83.0244
