Sample	0h	6h	12h	1d	2d	3d	5d	7d	9d	11d
SMED30000001	3.24798	3.6759	2.23738	2.20725	2.8936	3.31778	3.1006	2.79237	3.34268	3.7667
SMED30000002	0.0217148	0.0512484	0	0.0164129	0	0	0.0119338	0.0882534	0.0523021	0.049912
SMED30000003	0.495496	0.752346	0.185502	0.311991	0.46327	0.592156	0.226412	0.206114	0.36247	0.423141
SMED30000004	3.28763	2.74143	2.71743	2.90069	2.81161	2.74387	8.53521	7.87172	12.5117	8.7383
SMED30000005	2.53246	2.76755	3.25944	3.67532	4.76697	4.4097	4.27855	4.35343	5.39439	5.59156
SMED30000006	0.811243	0.943638	0.629528	0.847607	1.09197	1.17524	1.58175	1.75043	1.89197	1.63354
SMED30000007	0	0	0	0.0495443	0	0	0	0	0	0
SMED30000008	0.0359365	0.0146749	0.0296222	0	0.0464547	0.188869	0.0552633	0.147326	0.0347503	0.045266
SMED30000009	14.6037	22.8068	19.7065	21.6877	24.7371	18.4057	18.1793	17.8385	17.6801	16.9124
SMED30000010	1.1554	1.64229	0.810852	0.8122	1.0036	1.41599	1.40316	1.17595	1.2872	1.60138
SMED30000011	0.242197	0.374457	0.157349	0.135366	0.0825099	0.359183	0.17636	0.190132	0.358957	0.336795
SMED30000012	1.96258	1.71755	1.12546	1.12848	1.19185	1.76605	1.50979	1.57348	1.41259	1.7014
SMED30000013	334.053	329.031	307.81	274.037	211.144	174.476	209.589	218.26	268.847	229.227
SMED30000014	41.5077	36.797	40.3727	48.2521	47.8899	45.351	57.7362	64.4587	76.4856	70.9234
SMED30000015	74.5537	77.1856	86.0408	90.3064	88.3795	76.1	85.4783	80.5543	84.1884	78.8032
SMED30000016	1.67183	1.74845	1.06969	1.24562	1.90757	2.06584	1.63494	1.52234	1.54195	1.70102
SMED30000017	0.151504	0.300435	0.177918	0.15853	0.217331	0.181641	0.15153	0.254802	0.29803	0.215688
SMED30000018	1.64662	1.65797	1.91096	1.98455	1.98237	2.48352	2.68971	2.46879	2.85596	3.22445
SMED30000019	21.6073	21.0979	18.4156	20.9191	22.5084	23.8723	28.5817	22.7793	27.0889	23.1564
SMED30000020	11.6461	11.4719	13.701	15.977	15.2653	14.8677	15.5035	15.5843	15.6676	14.1025
SMED30000021	0.0231192	0.0540898	0	0.0518153	0.0777859	0.0863612	0.0983553	0.0865719	0.109083	0.0421231
SMED30000022	55.6178	37.8513	27.5556	19.1746	38.2028	189.747	145.049	173.364	32.6871	96.3485
SMED30000023	1.01517	0.998886	0.905831	0.644109	0.787348	0.668128	1.22327	1.43671	1.73724	1.3549
SMED30000024	0.159682	0.203339	0.022828	0.0896308	0.0682187	0.204747	0.111921	0.235838	0.142481	0.172783
SMED30000025	3.22106	3.70474	2.39777	2.36309	2.4974	4.60949	2.91996	3.94971	2.62952	3.56785
SMED30000026	1.00254	0.976038	0.556573	0.625839	0.953546	0.886568	0.735363	0.740191	0.539317	0.548565
SMED30000027	5.79819	4.64412	6.09142	1.3755	0.0687228	0.0730347	0.00433957	0	0.0045373	0.0139997
SMED30000028	0.299169	0.303137	0.145179	0.144057	0.072865	0.289149	0.222666	0.180638	0.100347	0.328421
SMED30000029	0.620532	0.356563	0.472694	0.669166	0.41337	0.64117	0.539119	0.351735	0.70805	0.761011
SMED30000030	0.171119	0.169573	0.085202	0.0348641	0.182255	0.265649	0.330028	0.31377	0.213501	0.241827
SMED30000031	6.44572	9.63912	10.5468	10.4523	9.02578	8.51939	9.17952	9.2359	8.27595	7.85474
SMED30000032	4.00154	4.63671	5.61548	6.05117	6.13267	5.40808	4.99737	4.39538	4.13776	4.4097
SMED30000033	22.4761	22.8518	15.966	17.1889	17.3154	18.3561	16.915	17.1803	17.679	18.5373
SMED30000034	3.53117	3.14125	1.78851	1.44055	2.19615	3.75634	2.22836	1.90514	2.04936	3.40865
SMED30000035	5.5223	5.71346	5.96011	5.26089	4.25537	3.95295	4.78555	4.69478	5.04496	4.57283
SMED30000036	0.557987	0.56076	0.349281	0.278838	0.448103	0.438713	0.411697	0.480706	0.250769	0.330976
SMED30000037	0.631503	0.534789	0.396244	0.579258	0.715515	0.669017	0.830977	0.514021	0.567869	0.461552
SMED30000038	125.329	117.267	66.3638	66.5584	62.7536	160.556	79.4498	90.7069	55.7838	97.6139
SMED30000039	16.078	16.7773	16.1839	16.0959	15.2623	17.0717	16.1056	15.8477	18.027	16.7421
SMED30000040	20.1941	19.5079	21.9939	26.1342	26.874	25.5502	27.6016	25.4252	25.6556	24.4563
SMED30000041	4.24836	4.32244	2.67405	2.40066	2.48301	5.82462	2.76622	3.67357	1.82562	3.76117
SMED30000042	0.18865	0.275205	0.0898124	0.181772	0.317568	0.342289	0.176339	0.200133	0.172335	0.1421
SMED30000043	10.9329	11.4568	12.2312	10.8609	9.27017	8.29548	8.68377	7.89394	7.94719	7.8707
SMED30000044	1.91824	1.80598	1.62995	2.02071	2.40584	2.24429	2.3197	2.05051	2.55939	2.4032
SMED30000045	2.85454	2.43368	1.56275	0.396052	0.166216	0.370641	0.265172	0.545228	0.453472	0.623227
SMED30000046	55.5021	56.0993	67.992	64.5495	58.3125	48.8464	56.8312	58.1444	61.0448	55.5958
SMED30000047	0.0342553	0.0590248	0.0548538	0.141823	0.035607	0.167706	0.0284904	0.0285855	0.057734	0.0447497
SMED30000048	8.54619	6.65753	8.39739	8.24008	5.08139	6.85657	8.1844	8.96615	10.9425	9.54899
SMED30000049	12.5514	13.9403	13.2209	14.066	13.8513	13.718	14.3123	13.7653	14.4457	13.6535
SMED30000050	4.13621	4.4292	5.81927	6.96587	6.20621	5.45229	5.81518	4.77673	4.88805	4.4604
SMED30000051	4.01462	3.37663	4.09648	1.27853	0.164826	0.0523044	0.0095302	0.0238829	0.0358096	0.0352393
SMED30000052	1.12968	0.881584	0.619043	0.919718	1.05129	1.50186	1.11955	1.10539	0.900443	1.10075
SMED30000053	1.25181	1.05105	1.75676	2.09575	2.67343	1.72693	3.03375	2.44344	2.94876	1.82814
SMED30000054	11.1718	11.102	8.47805	8.95771	11.4286	12.6329	11.575	12.9287	11.7559	13.0525
SMED30000055	13.2348	13.4166	15.1929	14.7593	15.3158	12.9901	14.655	13.9372	14.6122	13.5514
SMED30000056	0.186805	0.234363	0.110098	0.0555257	0	0.0636839	0.0469105	0.0704295	0.0128372	0.0369028
SMED30000057	1.10894	1.21939	0.853206	0.96809	0.943303	1.23773	1.09143	1.42516	0.906456	1.3004
SMED30000058	189.23	176.886	279.237	334.272	256.493	204.128	282.726	240.874	262.732	219.383
SMED30000059	8.55811	10.0945	15.4748	20.2425	13.8233	11.6366	8.24758	7.68662	10.3738	8.88349
SMED30000060	0.119271	0.320542	0.150228	0.275853	0.0816849	0.290944	0.130733	0.240459	0.0688664	0.0364557
SMED30000061	0.0210279	0	0	0.0256317	0	0.0427663	0	0.0556657	0.0355553	0
SMED30000062	1.1131	1.10374	0.869823	0.927037	1.06874	0.956937	0.958553	1.19677	1.18645	1.11491
SMED30000063	0.086862	0.0464616	0.0433672	0.0300201	0	0.0900373	0	0.0703362	0.0120417	0.107363
SMED30000064	37.6056	42.2675	42.5377	51.4487	54.0742	45.8634	47.1211	45.5032	46.0453	51.8894
SMED30000065	452.105	464.648	535.99	531.903	486.34	440.488	549.586	561.559	625.544	552.592
SMED30000066	0.0662859	0.141684	0.0901025	0.0565529	0.0490221	0.0281257	0.0520255	0.129838	0.194359	0.206896
SMED30000067	0.104439	0.161077	0.0929724	0.145615	0.151521	0.243306	0.278113	0.244119	0.256715	0.217857
SMED30000068	0.470723	0.248807	0.28271	0.375556	0.270086	0.525205	0.415065	0.264075	0.439145	0.32795
SMED30000069	0.516355	0.613481	0.66382	1.15494	1.83644	0.194539	0.490295	1.07216	0.331669	0.362621
SMED30000070	1.49306	0.94762	1.18227	1.3143	1.39549	1.34469	1.3757	1.44293	1.38267	1.12509
SMED30000071	1.1582	0.766669	1.06796	0.753683	0.931918	0.865397	1.06655	1.14553	1.26	0.772504
SMED30000072	18.1081	16.3291	17.4162	15.6724	18.6018	16.9489	14.9859	15.1353	13.9456	14.5921
SMED30000073	0.168264	0.196046	0.165674	0.200607	0.160858	0.131265	0.154301	0.166959	0.272686	0.164618
SMED30000074	0.524666	0.48054	0.214973	0.267568	0.328885	0.831382	0.380288	0.561993	0.273514	0.478268
SMED30000075	0.373733	0.580494	0.465869	0.40131	0.518618	0.705472	0.266629	0.484548	0.309422	0.456967
SMED30000076	0.551819	0.7144	0.343437	0.283526	0.416942	0.354137	0.400789	0.390403	0.193321	0.631314
SMED30000077	0	0.0106767	0.00478677	0.0176253	0.00539677	0.01991	0.0118739	0	0.0119356	0.0121726
SMED30000078	26.2243	32.0706	41.0884	50.3727	48.7389	39.9372	45.6319	43.1656	40.6112	42.0572
SMED30000079	11.6497	9.38285	10.9274	3.75837	0.48097	0.389495	0.24569	0.232105	0.230092	0.217988
SMED30000080	0.267607	0.31495	0.366796	0.56692	0.918968	0.598308	0.982741	0.628845	0.863445	0.474017
SMED30000081	0	0.0128119	0	0	0	0.012142	0	0	0	0.0097748
SMED30000082	14.9677	14.8938	13.6453	13.8258	13.2845	14.5443	12.8785	12.303	13.0616	13.2049
SMED30000083	4.11286	3.35319	2.61379	2.22461	3.19019	3.72233	3.16876	3.07147	3.50329	3.62686
SMED30000084	1.42137	1.26759	0.649771	0.584183	0.683372	0.958713	0.791679	0.83489	0.635112	0.801519
SMED30000085	2.46906	2.22398	2.67518	1.36556	0.62651	0.531154	0.641879	0.520259	0.731457	0.691579
SMED30000086	4.32923	5.02941	2.5346	3.27956	4.12361	6.38803	5.25972	4.77325	5.00428	5.32036
SMED30000087	1.68774	1.67751	0.898543	0.980408	1.24302	2.15725	1.73607	2.65345	1.93042	2.60579
SMED30000088	12.1963	10.1975	11.7709	3.4695	0.478403	0.261907	0.0312221	0.0918823	0.0228874	0.0305176
SMED30000089	0.0789587	0.146956	0.0776715	0.196672	0.18534	0.13952	0.106981	0.238929	0.38192	0.160138
SMED30000090	2.75618	1.66372	1.27075	1.77072	1.28631	1.32718	2.02489	1.83251	2.31135	1.48316
SMED30000091	0.469412	0.452965	0.427788	0.51467	0.456839	0.587138	0.738226	0.991083	0.777038	0.73273
SMED30000092	1.80934	2.17356	1.25467	1.14235	1.59954	2.248	1.47867	1.95183	1.64605	2.09782
SMED30000093	43.6997	48.5568	52.3766	46.9564	41.3964	35.8199	39.5012	40.5234	43.6133	37.8317
SMED30000094	0.0115432	0.006442	0.00602923	0	0	0	0.0104527	0	0.00508493	0
SMED30000095	0.801244	0.680556	0.621972	0.679268	1.03253	1.1075	1.59648	1.58358	1.63017	1.63003
SMED30000096	14.8268	15.9545	12.382	12.1749	15.9864	16.9955	14.9696	16.684	14.2847	16.0639
SMED30000097	0.0294538	0.0372423	0.0485752	0	0.144392	0	0.0652867	0.0551501	0.107351	0.042621
SMED30000098	0.0156727	0	0	0	0	0.0114308	0	0	0	0
SMED30000099	0.44731	0.293298	0.210327	0.273835	0.176594	0.691851	0.221735	0.407956	0.3105	0.393044
SMED30000100	2.00669	2.24271	2.03755	2.51579	1.62388	2.69464	3.33418	3.63234	3.30657	3.43816
SMED30000101	0.728931	0.738172	0.52108	0.267539	0.496092	0.743912	0.548731	0.631572	0.531451	0.720838
SMED30000102	0	0.0146294	0	0.0138376	0.0125932	0	0	0	0.0108988	0
SMED30000103	64.2522	62.3228	68.56	73.2755	149.239	57.583	60.4326	69.2767	64.0501	58.6186
SMED30000104	0	0.040123	0.00732313	0.0323002	0.00682597	0.0231639	0	0.00799773	0	0.00610523
SMED30000105	0.556505	0.465865	0.297607	0.276592	0.221378	0.829407	0.465039	0.618818	0.553434	0.553836
SMED30000106	1.98353	2.36084	1.99065	1.33547	1.56866	2.11591	1.3861	2.09767	1.72228	2.75231
SMED30000107	7.85232	6.36077	5.91345	6.95109	9.10355	9.44396	13.6805	13.6742	15.4522	13.4567
SMED30000108	30.8827	29.3612	31.1426	25.8405	20.601	21.6421	26.7866	27.6637	33.5765	30.4893
SMED30000109	19.9789	18.1689	19.6731	24.7868	22.4984	20.7048	25.2583	25.44	31.01	28.0009
SMED30000110	0.470593	0.562542	0.93857	0.56308	0.832762	0.789098	1.41391	0.884713	1.14531	1.00812
SMED30000111	0.674488	0.993714	0.361031	0.461977	0.410808	0.893238	0.589494	0.684281	0.642211	0.607609
SMED30000112	22.1485	21.9843	21.4128	21.3946	18.5164	18.9241	21.1201	21.6591	21.8281	20.1613
SMED30000113	13.9218	11.6269	6.35214	5.03676	1.21617	3.46884	2.7844	4.61364	8.28548	11.9165
SMED30000114	12.0295	12.9213	15.0151	14.653	14.9536	13.7869	14.3777	14.5289	15.2267	14.4261
SMED30000115	101.796	90.237	97.8093	34.1532	11.8606	10.1875	6.59266	5.51773	6.02107	5.94321
SMED30000116	0	0	0	0.0162181	0.0123167	0	0.0105204	0	0	0
SMED30000117	20.7313	21.607	17.9642	20.1654	26.3134	25.0867	23.6856	25.66	23.7573	25.1229
SMED30000118	8.28579	7.76497	4.99229	5.28567	5.84208	8.61879	6.00032	5.81763	5.05571	7.05107
SMED30000119	23.8002	24.5038	28.4865	38.1404	40.4165	51.6264	52.44	54.9148	43.5013	47.5807
SMED30000120	0.235462	0.10172	0.120682	0.164251	0.215333	0.420122	0.753171	0.331997	0.529613	0.33466
SMED30000121	3.53603	3.74756	3.94381	6.44221	6.80186	5.69171	7.99401	5.65666	5.49483	5.43867
SMED30000122	1.91876	1.98157	1.17407	1.34815	1.18512	1.5383	1.47968	1.79328	1.55115	2.05429
SMED30000123	0.159908	0.301834	0.0271873	0.0306071	0	0.202581	0.098322	0.174516	0.101401	0.174752
SMED30000124	0.0448773	0.0516178	0.0140558	0.0096176	0.00529343	0	0	0	0.0237585	0.0158538
SMED30000125	1.33249	1.65613	1.89825	1.97387	2.20003	1.96015	1.61571	1.33608	1.57116	1.44317
SMED30000126	11.7369	10.9576	10.1287	7.64188	8.15242	8.35856	9.6658	10.5194	11.1842	11.164
SMED30000127	0	0	0	0	0.0257111	0	0	0	0.0222517	0
SMED30000128	0.146322	0.168838	0.221168	0.08085	0.048223	0.0710017	0.0528253	0.0349183	0.0160701	0.0812411
SMED30000129	2.65231	2.60083	2.22038	2.52979	2.28804	2.50352	3.19711	4.04794	4.86347	5.05369
SMED30000130	64.7098	65.1891	55.5492	52.8261	61.2956	73.7507	56.2091	58.9134	47.7238	59.861
SMED30000131	14.5583	16.0549	11.9953	11.9527	14.7153	15.9065	12.9927	13.0632	12.8658	14.6477
SMED30000132	17.778	17.7756	12.0345	13.5381	16.5672	20.4874	19.0606	20.1062	19.1142	22.4674
SMED30000133	0.623201	0.601801	0.38758	0.351983	0.270118	0.349879	0.308052	0.426391	0.391001	0.596374
SMED30000134	1077.32	1077.66	1001.69	1043.13	1204.38	1117.63	1178.03	1140.19	1206.64	1163.93
SMED30000135	1.05375	0.873018	0.695584	0.549	0.393299	0.532091	0.744018	0.574363	0.552092	0.530539
SMED30000136	0.273679	0.192376	0.345123	0.28516	0.311938	0.471636	0.491883	0.494689	0.320002	0.388896
SMED30000137	7.05097	7.68037	6.29608	6.35981	7.80998	7.99847	6.42065	7.03269	6.25475	6.60506
SMED30000138	0.776256	0.778688	0.650666	0.315014	0.0084069	0.052216	0	0	0	0
SMED30000139	0.0292967	0.0172624	0.015611	0.0244641	0.00875273	0.0455539	0.0559293	0.10287	0.0838684	0.0320166
SMED30000140	0.774208	0.78878	0.722171	0.707758	0.828173	1.04463	0.868629	0.802977	0.828279	0.806096
SMED30000141	6.14685	7.29125	4.1257	4.70888	4.97598	8.34624	4.71016	5.53073	5.69448	6.43508
SMED30000142	2.32781	2.55068	1.21248	1.2847	1.72815	2.85764	1.83422	2.25523	1.61785	2.75238
SMED30000143	213.843	219.996	279.998	321.942	308.551	315.037	316.534	276.025	254.556	242.53
SMED30000144	2.15564	2.07551	2.09827	1.87226	1.79779	1.53653	2.01495	2.26658	2.95235	2.50264
SMED30000145	1.49592	1.22626	1.32763	0.926131	0.544441	0.381396	0.319659	0.297171	0.239417	0.301999
SMED30000146	1.1768	1.65305	1.30587	1.4734	2.05946	2.28586	1.94667	2.12548	2.1303	1.85699
SMED30000147	16.1405	17.0723	19.6055	21.9585	21.2925	20.7938	24.4459	22.9637	23.063	20.5306
SMED30000148	0.243654	0.195259	0.237652	0.145682	0.148136	0.170959	0.220956	0.145502	0.115739	0.156522
SMED30000149	0.290991	0.406663	0.227069	0.101116	0.320105	0.338708	0.223794	0.491131	0.199782	0.376092
SMED30000150	0.267504	0.176552	0.115046	0.0879025	0.137405	0.627809	0.186353	0.26429	0.0632629	0.21638
SMED30000151	0.00942837	0.010746	0.00936367	0	0.0105569	0.0197717	0	0	0	0.0239512
SMED30000152	4.36101	4.34928	3.85376	4.23416	4.34269	4.49753	4.36685	4.06021	4.9206	4.39777
SMED30000153	5.25314	4.75447	3.87583	3.94006	4.48732	4.69465	7.10752	8.06586	9.41707	9.55458
SMED30000154	5.995	5.09869	5.78744	1.60456	0.0866259	0.0287691	0.0235635	0.0228278	0	0
SMED30000155	0.0500798	0	0	0	0.0207904	0.0200562	0.0146817	0.039231	0	0
SMED30000156	57.9933	54.6024	54.8459	60.1998	62.5965	61.4748	57.2416	49.9615	57.504	52.9168
SMED30000157	1.78207	1.77207	0.943001	0.910372	1.09037	1.56888	0.851566	1.66658	0.855953	1.36889
SMED30000158	66.3834	67.8179	57.258	52.9904	50.0259	56.4963	55.5989	57.5379	54.6479	55.8033
SMED30000159	1.94365	1.88145	1.00209	0.690493	0.743293	1.99396	0.84281	1.69989	0.757875	1.42199
SMED30000160	5.92211	5.33994	3.59052	3.42087	4.24851	5.17123	4.45691	5.08373	4.38635	5.07838
SMED30000161	0	0	0	0	0	0	0	0	0	0
SMED30000162	0.13981	0.132605	0.125283	0.247175	0.393254	0.448226	0.346945	0.225651	0.287436	0.277193
SMED30000163	22.1609	24.6868	17.601	21.7487	29.9	32.1068	27.362	25.9681	24.0637	25.5886
SMED30000164	0.981205	1.26848	1.05299	1.01146	0.912739	1.19797	1.25263	1.23706	1.09648	1.15625
SMED30000165	12.3107	12.0519	7.49639	7.60719	8.18304	16.0323	10.0665	10.5977	8.16691	11.9367
SMED30000166	49.4534	51.2197	68.2491	67.2077	57.0898	45.6775	56.3023	55.017	53.0945	49.0195
SMED30000167	0.582904	0.786364	0.670636	0.420414	0.531961	0.806848	0.368936	0.845809	0.411047	0.936581
SMED30000168	0.492114	0.638041	0.547337	0.707908	0.444578	0.536707	0.815782	0.707766	0.742895	1.03949
SMED30000169	0.580327	0.334727	0.217727	0.190741	0.178209	0.474443	0.383935	0.488608	0.163629	0.468122
SMED30000170	6.87665	8.34187	8.83345	8.40344	8.07612	7.26698	7.82723	7.78475	7.69013	7.12672
SMED30000171	0.540107	0.844454	0.267372	0.182231	0.109736	0.573658	0.266464	0.540517	0.305602	0.732527
SMED30000172	0.0151497	0	0	0.01541	0.016963	0.11013	0.134538	0.0840028	0.0511132	0.09118
SMED30000173	6.51304	5.5192	7.26302	2.19689	0.211764	0.16791	0.0868404	0.0660895	0.110017	0.0299635
SMED30000174	3.34705	3.84586	3.00917	3.43718	2.90898	3.45123	3.02473	2.83498	2.97641	3.54289
SMED30000175	0.0684123	0.136999	0.0287684	0.0293161	0.0764412	0.164694	0.0316636	0.0430321	0.0298584	0.0891642
SMED30000176	1.01379	1.27559	0.486157	0.415282	0.513353	1.01004	0.278688	0.400295	0.640708	0.654677
SMED30000177	0.812313	0.786579	0.873883	0.441595	0.143172	0.194348	0.00823813	0.0192332	0.00908953	0
SMED30000178	0	0	0	0	0	0	0	0	0	0
SMED30000179	20.3731	23.3209	27.6669	32.756	30.8392	28.5381	29.9909	29.8907	31.2225	29.7463
SMED30000180	0.84805	0.799069	0.70654	0.905957	1.09914	0.641743	1.0549	0.811434	0.92138	0.588388
SMED30000181	3.24099	3.40305	2.13069	2.73973	2.55811	3.13898	3.03481	2.85663	3.12065	3.1015
SMED30000182	1.29774	1.06248	0.609566	0.681544	0.699831	0.913299	0.998564	1.32367	1.03614	1.33959
SMED30000183	0.4798	0.603759	0.226724	0.399038	0.339874	0.475509	0.299691	0.583222	0.394275	0.65777
SMED30000184	28.528	27.7246	32.716	31.0435	26.9307	26.9311	34.2709	36.5877	44.1709	38.5012
SMED30000185	0.261727	0.252044	0.225727	0.203986	0.206852	0.234395	0.33134	0.17616	0.396563	0.233556
SMED30000186	18.8258	19.209	13.9777	16.2485	19.1078	24.8789	16.4666	16.9211	13.717	19.0589
SMED30000187	0	0.020206	0	0	0	0.018564	0.0495187	0	0	0
SMED30000188	32.1675	29.0747	29.5037	23.2021	19.8712	18.8802	21.1674	25.0453	27.9784	27.1069
SMED30000189	15.8236	16.3422	15.7137	17.9372	19.0329	19.1786	19.9588	16.5777	18.2945	16.6662
SMED30000190	12.6799	12.7381	15.252	17.726	21.1526	16.4055	15.9984	14.1392	14.2106	14.27
SMED30000191	0.320205	0.253203	0.482124	0.34312	0.582713	0.594896	0.807077	0.719064	1.01194	0.67436
SMED30000192	12.6699	13.1634	11.7794	11.0375	11.058	11.2331	11.95	13.3922	15.7241	15.5862
SMED30000193	11.9288	11.1699	13.6644	9.41155	7.33175	6.88549	7.04643	6.82581	7.26452	6.89315
SMED30000194	46.9144	46.4967	35.6948	33.2904	37.8975	39.3767	40.0466	42.1236	44.1878	44.7871
SMED30000195	9.09465	9.53248	10.4956	8.89148	9.33316	7.17487	7.83514	7.97179	6.46934	7.17211
SMED30000196	6.08022	5.60068	5.68554	6.16987	6.19335	6.49464	7.25043	6.9339	7.13007	7.23587
SMED30000197	0.0322198	0.0136155	0.0117893	0	0.0133759	0.0121477	0.0111225	0	0.0100995	0
SMED30000198	26.9926	27.4559	26.3268	26.9767	31.763	29.5594	26.6798	27.4636	27.8315	27.4315
SMED30000199	0.208518	0.27231	0.211758	0.122775	0.076722	0.172327	0.0877048	0.07209	0.205725	0.208208
SMED30000200	34.7376	36.3431	35.2918	35.4559	33.8074	31.668	35.3419	38.6798	38.8513	36.8567
SMED30000201	3.56773	3.53261	2.28144	2.21408	2.51698	4.10497	2.61377	3.36595	2.50798	3.60945
SMED30000202	0.741877	0.978845	0.380618	0.382048	0.510814	0.738704	0.727526	0.789642	0.628869	0.69207
SMED30000203	6.25102	6.20829	3.72528	3.62759	4.21638	5.16438	4.77738	5.27509	5.44344	5.91407
SMED30000204	0.348786	0.231612	0.160769	0.090051	0.0262441	0	0.0247265	0	0	0.0337321
SMED30000205	1.82711	1.55565	1.05873	0.86988	1.23239	1.72351	1.08325	1.32949	1.0356	1.53471
SMED30000206	7.61625	5.5552	7.07972	2.42785	0.492908	0.350984	0.245901	0.135938	0.197775	0.180139
SMED30000207	0.870582	0.778898	0.31435	0.19463	0.349721	1.01726	0.375045	0.845869	0.403054	0.791731
SMED30000208	0.230916	0.258094	0.210573	0.331188	0.332511	0.155443	0.327738	0.566234	0.416608	0.380145
SMED30000209	16.1879	15.0519	12.3094	18.3598	23.7359	21.1392	20.6722	18.4303	20.0073	19.9967
SMED30000210	0.456766	0.601197	0.176522	0.188325	0.207243	0.864068	0.231434	0.29058	0.132006	0.314523
SMED30000211	0.106169	0.0626955	0.0712859	0.122134	0.0461882	0.0882663	0.204556	0.191316	0.137265	0.148071
SMED30000212	101.232	107.04	118.253	115.425	115.679	102.251	99.7087	96.5202	96.3887	97.9046
SMED30000213	17.0334	14.0369	16.1313	4.88274	0.681757	0.427867	0.156369	0.231633	0.238466	0.168503
SMED30000214	9.6208	10.4292	12.2046	1.19671	0.306071	2.97707	0.0854613	0.097359	0.0143656	0.0180777
SMED30000215	1.00861	1.20758	0.374814	0.30045	0.416105	1.6412	0.441101	0.691808	0.336477	0.752741
SMED30000216	0	0.0169586	0	0	0.0147037	0.0155805	0.023166	0	0.0125793	0.0123195
SMED30000217	1.91963	1.77473	1.06722	1.03229	0.59418	0.89676	0.690465	0.677698	0.813952	0.819722
SMED30000218	2.35041	2.08498	1.14809	1.30338	1.59034	3.03323	1.74222	1.79027	1.77088	1.99929
SMED30000219	0	0	0	0	0	0	0	0	0	0
SMED30000220	1.2818	1.21259	0.618269	0.631662	0.768514	1.68726	0.88064	1.0259	0.623768	1.10977
SMED30000221	16.7209	17.713	21.0846	22.2312	19.7711	19.7155	20.5627	19.9495	20.662	17.8371
SMED30000222	20.7271	32.3247	21.4631	19.0466	23.3692	21.9884	20.1477	20.29	18.1761	20.702
SMED30000223	9.73003	10.0305	7.74511	7.7097	8.80167	10.5554	9.78701	10.9414	10.9727	11.8302
SMED30000224	0.346428	0.394012	0.153356	0.215004	0.269277	0.474399	0.240148	0.349563	0.123929	0.281978
SMED30000225	12.2724	12.2835	11.3329	12.4794	13.5375	14.6296	13.1507	12.4186	13.3298	12.6439
SMED30000226	0.322843	0.160916	0.0532503	0.0710923	0.0196206	0.0784087	0.0281135	0.12662	0.0782893	0.0621762
SMED30000227	2.04148	2.06041	2.10052	1.25095	0.157744	0.446934	0.0378752	0	0	0
SMED30000228	0.0820245	0.121316	0.0412013	0.176499	0.157813	0.159529	0.165681	0.26046	0.160688	0.114849
SMED30000229	0.080462	0.0970329	0.0575339	0.0251382	0.0418102	0.0146973	0.034867	0.0328399	0.0305997	0.0414007
SMED30000230	0.0630837	0.06784	0.0623879	0.0982843	0.0235449	0.291167	0.105664	0.15728	0.155344	0.0693905
SMED30000231	0.0595119	0.0289306	0.0440016	0	0.0564184	0.0446514	0.0513608	0.0093531	0.0643334	0.0213165
SMED30000232	0.0242979	0.0244958	0.00299704	0.0172842	0.00848937	0.0177746	0.00689406	0.00740807	0.0276613	0.0236024
SMED30000233	0.0519652	0.0839179	0.143587	0.136309	0.121303	0.282545	0.175766	0.122489	0.101965	0.204076
SMED30000234	0.417314	0.553518	0.280413	0.41837	0.654893	0.677945	0.611175	0.485901	0.815032	0.420145
SMED30000235	0.900002	0.809946	0.321165	0.550311	0.475862	0.734429	0.621615	0.678547	0.360838	0.559306
SMED30000236	22.1231	20.5925	20.7535	26.9544	23.4644	23.8268	31.7968	32.0855	39.0899	31.2386
SMED30000237	0.0225926	0.0252168	0	0	0	0	0	0	0	0
SMED30000238	1.88646	1.64489	1.02451	0.894997	1.29643	1.99	1.24673	1.26378	0.976597	1.44975
SMED30000239	0.184792	0.219689	0.116184	0.082621	0.0710293	0.328632	0.156356	0.288896	0.133101	0.433892
SMED30000240	715.42	712.817	720.863	793.233	782.225	820.951	766.416	616.976	753.503	699.484
SMED30000241	23.6288	22.9998	15.426	15.0915	19.7174	24.8882	18.1022	19.4827	16.0664	21.7092
SMED30000242	24.5975	22.1836	21.4401	23.8859	26.5977	27.702	55.0536	55.7988	67.188	51.7558
SMED30000243	2.02849	1.5469	1.19516	0.846296	0.968684	2.28681	1.22973	1.70003	1.19642	1.67677
SMED30000244	3.67284	4.09135	3.96913	4.79939	5.27525	5.03671	6.06335	5.98367	6.86105	6.46479
SMED30000245	33.0033	30.189	19.843	23.6853	28.7026	37.5738	32.507	32.0631	32.2346	36.208
SMED30000246	0.142295	0.349059	0.0836838	0.137486	0.177548	0.179721	0.19327	0.128743	0.160904	0.151109
SMED30000247	13.9195	13.9989	12.2853	14.0093	14.4895	15.5579	15.4821	15.155	15.4862	14.7505
SMED30000248	24.2517	24.6479	24.8332	24.3874	24.4107	21.9514	23.0318	23.4895	26.4703	24.294
SMED30000249	0.0595471	0.0550714	0.07625	0.0655061	0.0887063	0.0137146	0.189964	0.277713	0.156881	0.0858738
SMED30000250	0	0	0.0390567	0	0.038863	0.0599863	0	0	0.0486929	0.0325613
SMED30000251	3.00439	3.77545	2.98819	3.69191	3.90473	4.26441	3.42062	3.8873	2.73326	3.48751
