p_val avg_logFC pct.1 pct.2 p_val_adj
SMED30035039 4.55950202415669e-43 -0.207616839043523 0.202 0.292 9.99351653654663e-39
SMED30020257 4.81680391480727e-43 -0.232490165293693 0.393 0.489 1.05574708204746e-38
SMED30029526 5.72583923328531e-43 -0.163710788252465 0.38 0.491 1.25498944315147e-38
SMED30026236 7.60010600254903e-43 0.245320626381239 0.191 0.119 1.6657912336387e-38
SMED30035746 1.12132559524253e-42 -0.179380229973754 0.115 0.191 2.45772143965257e-38
SMED30032241 1.25681648042229e-42 0.0795731543050049 0.022 0.001 2.75469036178958e-38
SMED30027886 1.27062064629924e-42 -0.373709623990315 0.363 0.452 2.78494633255867e-38
SMED30011730 1.38163085711672e-42 0.111498452870427 0.041 0.009 3.02825851262843e-38
SMED30011705 1.4217982720391e-42 0.196092004521294 0.11 0.054 3.1162974526553e-38
SMED30003530 1.65714736156804e-42 0.0899494164750266 0.033 0.005 3.63213558708482e-38
SMED30008138 3.31043447273504e-42 0.253676080380702 0.24 0.162 7.25581027734067e-38
SMED30002783 3.37697542716998e-42 0.240060629425565 0.194 0.122 7.40165474127117e-38
SMED30026275 1.31059014210742e-41 -0.259044301064603 0.34 0.439 2.87255147347105e-37
SMED30013108 2.78467461358988e-41 -0.201071264727348 0.412 0.514 6.10344981806629e-37
SMED30018637 3.01893563618177e-41 -0.099681457081422 0.987 0.991 6.61690312738319e-37
SMED30002377 5.64858522658002e-41 0.0844170734020387 0.027 0.003 1.23805690996181e-36
SMED30015300 1.6267365870465e-40 0.198398014803621 0.685 0.623 3.56548125148852e-36
SMED30024329 1.79206819052387e-40 0.181909947522266 0.143 0.08 3.92785505999022e-36
SMED30022144 1.98703468028809e-40 0.240153844075501 0.262 0.182 4.35518261225543e-36
SMED30022273 2.29430633560018e-40 -0.182652922363974 0.163 0.247 5.02866062636848e-36
SMED30035694 7.56456987712004e-40 0.244297850846761 0.407 0.323 1.65800242566717e-35
SMED30000065 1.21178095118026e-39 -0.182189740848274 0.514 0.613 2.65598148879689e-35
SMED30034946 2.14003749726361e-39 0.281571725134795 0.349 0.267 4.69053418650239e-35
SMED30026656 3.68676997420909e-39 0.168906089654677 0.819 0.795 8.08066242947149e-35
SMED30003919 4.06231604261509e-39 0.0722437529293616 0.025 0.002 8.90378430220376e-35
SMED30007347 9.17132730420889e-39 -0.1690494150354 0.56 0.649 2.01017151853651e-34
SMED30004128 9.37829990634807e-39 0.0973323749660252 0.038 0.008 2.05553577347337e-34
SMED30017717 1.37860640504041e-38 -0.187088236695135 0.252 0.343 3.02162951856757e-34
SMED30013275 1.01451262435878e-37 -0.209322672914664 0.282 0.371 2.22360877006957e-33
SMED30021463 1.7083009522295e-37 -0.182097374056518 0.414 0.509 3.74425402709661e-33
SMED30014144 3.8033241040168e-37 -0.179039971590524 0.324 0.42 8.33612577118403e-33
SMED30031389 4.80215558557911e-37 -0.163222626159496 0.665 0.737 1.05253646124723e-32
SMED30026803 5.03746543437365e-37 0.307790760790254 0.327 0.248 1.10411167390602e-32
SMED30030582 5.10880286791256e-37 0.177938844204685 0.125 0.068 1.11974741258907e-32
SMED30001801 8.32024334076496e-37 -0.205328267603528 0.327 0.415 1.82363093542886e-32
SMED30024899 1.42624080932209e-36 0.118612527755693 0.025 0.003 3.12603460587216e-32
SMED30035193 1.86534935005975e-36 -0.117895217643453 0.909 0.949 4.08847270546096e-32
SMED30000193 5.46231175610928e-36 -0.129352603514014 0.051 0.104 1.19722949070403e-31
SMED30026534 7.58782882598172e-36 -0.168671687942919 0.616 0.701 1.66310032207867e-31
SMED30003418 9.24574730404787e-36 -0.17778495460332 0.552 0.633 2.02648289410121e-31
SMED30034476 9.26673810917724e-36 -0.194912283593262 0.191 0.27 2.03108365876947e-31
SMED30005979 5.989369870217e-35 0.174227670094319 0.121 0.067 1.31275008815416e-30
SMED30016977 9.12310786644087e-35 -0.146758440994869 0.585 0.675 1.99960278216651e-30
SMED30019886 1.32086488728358e-34 0.226494675101947 0.376 0.297 2.89507165994816e-30
SMED30012282 1.77775521333246e-34 0.160902433283346 0.125 0.07 3.89648387658209e-30
SMED30013205 1.88186879036226e-34 0.168420844651423 0.725 0.686 4.12468001471599e-30
SMED30015266 2.12976271640526e-34 -0.151640190977025 0.139 0.214 4.66801392181704e-30
SMED30032349 2.81795906852377e-34 -0.135251953495845 0.077 0.137 6.17640268639041e-30
SMED30026619 2.88990021302997e-34 -0.159325936439204 0.077 0.135 6.3340832869191e-30
SMED30007150 2.9004626708436e-34 0.242541082464882 0.447 0.371 6.35723408195501e-30
SMED30000981 3.1190414182123e-34 0.213499310366764 0.61 0.543 6.83631498043771e-30
SMED30017367 5.23157831998732e-34 -0.154204302131102 0.15 0.225 1.14665733617482e-29
SMED30028808 7.07956061103048e-34 -0.140077427594818 0.79 0.849 1.55169809472566e-29
SMED30011862 9.71265639328342e-34 0.166600517829656 0.061 0.024 2.12882002827986e-29
SMED30022449 1.6300041675623e-33 0.119217938193035 0.036 0.009 3.57264313446305e-29
SMED30026626 2.03836325131065e-33 -0.162422901273991 0.504 0.592 4.46768457422269e-29
SMED30021474 2.1085073169769e-33 -0.143207254501261 0.069 0.125 4.62142633734997e-29
SMED30029179 2.43559068451841e-33 0.255573328333667 0.414 0.343 5.33832766232745e-29
SMED30002257 4.58076836722031e-33 0.203432049828973 0.269 0.197 1.00401281072735e-28
SMED30019959 4.82015772451478e-33 0.100450068204325 0.998 0.999 1.05648217005915e-28
SMED30031065 1.08577602459609e-32 -0.160433587348489 0.273 0.36 2.3798038907097e-28
SMED30007869 2.63006350577708e-32 0.172761577591392 0.132 0.078 5.7645731919622e-28
SMED30014734 4.23476023901199e-32 -0.174428210624368 0.181 0.256 9.28174749186649e-28
SMED30030464 4.45634535671999e-32 0.0887166266397779 0.033 0.008 9.76741775285887e-28
SMED30005692 4.78123558459323e-32 -0.2356856685531 0.18 0.253 1.04795121543114e-27
SMED30032696 4.85446201784398e-32 -0.144144568210222 0.595 0.675 1.06400098507104e-27
SMED30014118 7.20386521284555e-32 0.162351551735263 0.088 0.044 1.57894317735149e-27
SMED30020813 9.18538654017307e-32 -0.137337433211207 0.081 0.138 2.01325302187513e-27
SMED30019038 9.45467774593314e-32 0.21551504065575 0.553 0.491 2.07227626835363e-27
SMED30028497 1.05473000249757e-31 -0.21402893685876 0.282 0.359 2.31175721947417e-27
SMED30028672 1.14374895597134e-31 0.0922291147587128 0.038 0.011 2.50686896169798e-27
SMED30012923 1.81290186023277e-31 0.103445409882878 0.044 0.014 3.97351829725818e-27
SMED30022997 1.82160133916764e-31 -0.181278920703107 0.086 0.144 3.99258581518763e-27
SMED30034348 2.3185556266902e-31 -0.16075013769528 0.198 0.275 5.08181022257959e-27
SMED30035650 3.17713025904227e-31 0.197112549939301 0.294 0.222 6.96363410176884e-27
SMED30004574 3.54069783961262e-31 -0.176788185377912 0.486 0.578 7.76050152486295e-27
SMED30013750 4.02338023980041e-31 0.0737690014787812 0.024 0.004 8.81844480959453e-27
SMED30014794 4.24653135227495e-31 -0.141494953697947 0.13 0.196 9.30754741791623e-27
SMED30005377 5.49697487287524e-31 0.0819787957363497 0.029 0.006 1.20482695263679e-26
SMED30002694 5.53502501831105e-31 0.0587298843267157 0.018 0.001 1.21316678351342e-26
SMED30025454 5.73892270399616e-31 -0.098442864756887 0.026 0.063 1.25785707826188e-26
SMED30003822 6.04310001906731e-31 0.0762475399536454 0.021 0.003 1.32452666217917e-26
SMED30027690 6.30358739344626e-31 0.242323194834946 0.141 0.087 1.38162028489555e-26
SMED30007457 1.4319925832966e-30 0.328093541425096 0.314 0.25 3.13864134406948e-26
SMED30008485 2.28939277124668e-30 0.152637143990414 0.111 0.063 5.01789107601847e-26
SMED30023751 3.65449300171074e-30 -0.199593905766818 0.158 0.227 8.00991776114961e-26
SMED30033251 7.55475494525976e-30 -0.148808222755562 0.152 0.221 1.65585118890203e-25
SMED30001192 8.0816201427962e-30 0.193114375875601 0.433 0.363 1.77132950289807e-25
SMED30001819 1.36229379300012e-29 0.0699540772472039 0.027 0.005 2.98587553549767e-25
SMED30026063 1.83029199315275e-29 0.133026099045256 0.057 0.024 4.01163399059221e-25
SMED30024428 2.24517076568798e-29 -0.369579608666902 0.137 0.199 4.92096528423491e-25
SMED30017286 2.32050550482587e-29 -0.177350889864808 0.131 0.196 5.08608396547734e-25
SMED30009376 3.16106439384553e-29 0.20994188245302 0.558 0.504 6.92842093843064e-25
SMED30025067 3.39674182229457e-29 -0.146987440239573 0.788 0.833 7.44497872610524e-25
SMED30007725 3.9606483653368e-29 0.12357748367131 0.067 0.03 8.6809490871452e-25
SMED30023772 5.18532776559312e-29 0.0601749976756943 0.021 0.003 1.1365201396627e-24
SMED30020249 5.97359927948387e-29 -0.138357146086129 0.104 0.163 1.30929349007727e-24
SMED30015742 6.04266893005139e-29 -0.160401266872325 0.129 0.194 1.32443217608866e-24
SMED30030750 6.6969028927232e-29 -0.118104247881465 0.037 0.078 1.46782717602707e-24
SMED30000428 6.7805286306508e-29 -0.24327722729799 0.375 0.453 1.48615626526604e-24
SMED30013088 6.94328319024343e-29 0.118723605315977 0.04 0.013 1.52182880963755e-24
SMED30009191 7.49716562520979e-29 0.0983784243217709 0.042 0.014 1.64322876173348e-24
SMED30027627 7.94513377434457e-29 0.0732971838702849 0.032 0.008 1.74141442066084e-24
SMED30015362 1.12095081785032e-28 0.147043806254097 0.078 0.039 2.45690000256433e-24
SMED30003546 1.45851416328652e-28 -0.17165274571313 0.231 0.308 3.1967713430914e-24
SMED30020273 1.62714151216765e-28 -0.143527177940158 0.517 0.6 3.56636876636906e-24
SMED30033811 2.93584764309719e-28 0.117769169826357 0.051 0.02 6.43479086414041e-24
SMED30023553 2.94278486612049e-28 -0.140061997758595 0.103 0.161 6.44999586956289e-24
SMED30022364 3.48128150952499e-28 0.14586251240965 0.092 0.05 7.63027281257686e-24
SMED30023108 4.28680638173555e-28 -0.120727917627908 0.039 0.079 9.39582222748798e-24
SMED30014939 4.73294539576331e-28 0.10176193949743 0.074 0.036 1.0373669718434e-23
SMED30016819 4.95862560146698e-28 -0.141753554443771 0.156 0.223 1.08683155932953e-23
SMED30021098 1.00682710644312e-27 -0.156898055277597 0.341 0.425 2.20676365190204e-23
SMED30022367 1.09267753390502e-27 -0.131256273351178 0.067 0.116 2.39493061881301e-23
SMED30025144 1.10273873353669e-27 -0.13922199671288 0.173 0.243 2.41698275616571e-23
SMED30015018 1.42589538476923e-27 -0.141674901260924 0.437 0.52 3.1252775043372e-23
SMED30014484 1.45282854531454e-27 0.0440270324869227 0.014 0 3.18430960562041e-23
SMED30007950 2.50556808202455e-27 0.161335814014349 0.199 0.138 5.49170412218142e-23
SMED30030278 2.57109044923988e-27 0.213487217267083 0.292 0.227 5.63531604664397e-23
SMED30031309 2.68456953167293e-27 -0.228889823269032 0.217 0.286 5.88403949952072e-23
SMED30028061 2.84984621753356e-27 -0.0987568144646129 0.453 0.548 6.24629293959005e-23
SMED30023808 2.93199948410444e-27 0.108822159545501 0.081 0.042 6.42635646926011e-23
SMED30035336 3.53545944863286e-27 -0.102931494043057 0.951 0.961 7.74902001951349e-23
SMED30005209 3.69440561643056e-27 -0.153526757603693 0.242 0.318 8.0973982300925e-23
SMED30009610 3.90289034259573e-27 0.0878968082878127 0.035 0.011 8.55435505290133e-23
SMED30020851 4.32157514600363e-27 -0.1632655982608 0.367 0.45 9.47202840501075e-23
SMED30025115 4.38056121120521e-27 0.0503065883804458 0.018 0.002 9.60131406271958e-23
SMED30014429 4.39290581756379e-27 0.187193116214916 0.178 0.12 9.62837097093632e-23
SMED30011723 5.12481949601469e-27 -0.0985670414567153 0.032 0.068 1.1232579371365e-22
SMED30008157 6.06041917679905e-27 -0.144736296229492 0.149 0.214 1.32832267517082e-22
SMED30026210 8.48599574635171e-27 0.125088059992607 0.076 0.038 1.85996054768537e-22
SMED30030540 1.06493369866199e-26 0.0619451573349828 0.083 0.044 2.33412168072734e-22
SMED30008601 1.47074897565492e-26 0.142448524270681 0.089 0.049 3.22358760484045e-22
SMED30006046 1.72965006558957e-26 0.14882027559824 0.111 0.065 3.79104701375922e-22
SMED30012850 2.0140324664715e-26 0.0780204559412128 0.032 0.009 4.41435636001222e-22
SMED30017411 4.88869967539434e-26 0.0460932583731656 0.016 0.001 1.07150519485293e-21
SMED30026686 4.95167946454221e-26 -0.15350631133183 0.294 0.373 1.08530910503836e-21
SMED30034753 5.30937964821445e-26 -0.126714999283905 0.053 0.096 1.16370983129564e-21
SMED30022087 6.70638846121254e-26 -0.119915786477973 0.458 0.542 1.46990622292857e-21
SMED30030234 8.14279696936488e-26 -0.135638076195166 0.158 0.224 1.78473823974539e-21
SMED30015934 8.43860725457972e-26 -0.149349838204594 0.144 0.205 1.84957393805878e-21
SMED30013424 9.97724277639199e-26 -0.213675305903769 0.209 0.277 2.1868120717296e-21
SMED30025202 1.09537203155598e-25 -0.143506940406388 0.398 0.477 2.40083641876439e-21
SMED30015375 1.17962609407233e-25 0.136061837047732 0.111 0.065 2.58550447298773e-21
SMED30003333 1.43034916898933e-25 0.143345977384209 0.119 0.073 3.1350393085908e-21
SMED30009184 1.58107278877294e-25 -0.0867552187753096 0.024 0.056 3.46539533843253e-21
SMED30027945 1.93861710656046e-25 -0.146892697872051 0.48 0.562 4.24906097415922e-21
SMED30012386 2.00437208776018e-25 -0.157864766805676 0.329 0.405 4.39318274195276e-21
SMED30021467 2.20352201148846e-25 -0.161094784415357 0.258 0.331 4.8296795447804e-21
SMED30019484 2.87971002142164e-25 -0.160983739669532 0.329 0.404 6.31174842495195e-21
SMED30035761 3.15388359799526e-25 -0.128233453673223 0.301 0.379 6.91268207008602e-21
SMED30023218 3.16375958944387e-25 0.0577982011104016 0.016 0.002 6.93432826814308e-21
SMED30030621 4.37134214211275e-25 -0.140464834560438 0.276 0.353 9.58110770708272e-21
SMED30007008 4.72132634265454e-25 -0.140282090199366 0.292 0.369 1.03482030778302e-20
SMED30016082 6.0241500705318e-25 0.220289473517512 0.253 0.194 1.32037321245916e-20
SMED30007889 6.42047014215489e-25 -0.13831945385869 0.482 0.559 1.40723864575751e-20
SMED30027197 6.54712131764139e-25 -0.133797979317078 0.094 0.146 1.43499805040064e-20
SMED30005490 6.7754413734066e-25 -0.142138083523323 0.133 0.192 1.48504124022326e-20
SMED30032549 7.19274954001664e-25 -0.134606558025057 0.316 0.394 1.57650684418085e-20
SMED30001681 9.28519951656126e-25 -0.252339869453135 0.065 0.109 2.0351300300399e-20
SMED30031715 1.09835243350526e-24 -0.108046292072035 0.83 0.877 2.40736886375683e-20
SMED30013232 1.11578940890117e-24 -0.134268149695171 0.405 0.484 2.44558722642959e-20
SMED30007912 1.12390063920642e-24 -0.149466813462886 0.225 0.295 2.46336542101264e-20
SMED30034766 1.19483182904303e-24 -0.16001558952433 0.499 0.568 2.6188324028965e-20
SMED30009812 1.20532385934121e-24 0.0404678777960346 0.012 0 2.64182883490406e-20
SMED30003345 1.45899294150525e-24 -0.194378377601343 0.133 0.191 3.1978207291912e-20
SMED30022014 1.53627539663238e-24 -0.144642171991381 0.417 0.493 3.36720841433885e-20
SMED30030455 1.93758628683409e-24 -0.219500234213158 0.076 0.123 4.24680162348295e-20
SMED30022560 2.32569530018355e-24 0.105259128560041 0.894 0.882 5.0974589589423e-20
SMED30035225 2.48544699499982e-24 -0.128174879752112 0.614 0.685 5.4476027236406e-20
SMED30016047 2.73182483951863e-24 -0.138230388862602 0.326 0.401 5.98761368325693e-20
SMED30007670 3.07491898834576e-24 -0.146299901761474 0.183 0.249 6.73960743865624e-20
SMED30013138 3.07877476777532e-24 -0.192031934956205 0.17 0.231 6.74805853600994e-20
SMED30013183 3.65676587375751e-24 0.179747988074422 0.085 0.047 8.0148994421017e-20
SMED30015172 3.67640341091168e-24 -0.152076718505503 0.204 0.272 8.05794099603622e-20
SMED30003084 3.72323948071345e-24 -0.203744350896623 0.145 0.204 8.16059629382773e-20
SMED30017490 3.85808399591792e-24 0.131830547829135 0.089 0.05 8.45614850225289e-20
SMED30023570 3.93226410420714e-24 -0.172923819758504 0.153 0.213 8.61873646360121e-20
SMED30018266 4.86130844118548e-24 -0.158657173973852 0.272 0.343 1.06550158413903e-19
SMED30001954 4.92592947909734e-24 -0.136014640596522 0.248 0.323 1.07966522322856e-19
SMED30032456 5.12710923874815e-24 -0.143880538423237 0.156 0.217 1.12375980294882e-19
SMED30007877 6.15420872720269e-24 -0.155479247310623 0.331 0.402 1.34887946882829e-19
SMED30007627 6.32412740196525e-24 -0.130989258636912 0.335 0.414 1.38612224396274e-19
SMED30011909 7.78479967972283e-24 0.117592507336524 0.023 0.005 1.70627239380165e-19
SMED30000067 1.20348941970164e-23 0.0471457505525098 0.017 0.002 2.63780811010205e-19
SMED30032612 1.70499033306238e-23 0.142042646602664 0.114 0.07 3.73699781200612e-19
SMED30006079 1.7624671745528e-23 -0.160809885252159 0.541 0.612 3.86297555318484e-19
SMED30017989 1.76840209547698e-23 -0.102657276279794 0.053 0.093 3.87598371286644e-19
SMED30008695 1.78490475030832e-23 0.128358964430621 0.796 0.76 3.91215423172578e-19
SMED30013825 1.8499794505793e-23 -0.134830449262816 0.1 0.151 4.05478495977971e-19
SMED30023399 2.06765378565644e-23 0.168851680799943 0.128 0.083 4.53188356740179e-19
SMED30008748 2.16338209140759e-23 -0.134969380930269 0.126 0.181 4.74170086794715e-19
