Class	GO.ID	Term	Annotated	Significant	Expected	classicFisher	FDR	Genelist
BP	GO:0055085	transmembrane transport	1430	543	359.87	6.00E-30	7.69E-27	"SMED30000006,SMED30000014,SMED30000055,SMED30000087,SMED30000179,SMED30000244,SMED30000440,SMED30000510,SMED30000621,SMED30000696,SMED30000707,SMED30000752,SMED30000768,SMED30000845,SMED30000897,SMED30000950,SMED30000957,SMED30001122,SMED30001130,SMED30001229,SMED30001242,SMED30001542,SMED30001608,SMED30001679,SMED30001861,SMED30001885,SMED30002046,SMED30002133,SMED30002138,SMED30002172,SMED30002187,SMED30002205,SMED30002257,SMED30002315,SMED30002340,SMED30002359,SMED30002364,SMED30002563,SMED30002664,SMED30002740,SMED30002910,SMED30002946,SMED30003166,SMED30003169,SMED30003171,SMED30003240,SMED30003330,SMED30003346,SMED30003368,SMED30003463,SMED30003510,SMED30003521,SMED30003672,SMED30003728,SMED30003798,SMED30003825,SMED30003829,SMED30003880,SMED30003881,SMED30003924,SMED30003934,SMED30003995,SMED30004149,SMED30004284,SMED30004327,SMED30004353,SMED30004355,SMED30004389,SMED30004414,SMED30004430,SMED30004462,SMED30004492,SMED30004514,SMED30004698,SMED30004751,SMED30004791,SMED30004877,SMED30005014,SMED30005127,SMED30005209,SMED30005296,SMED30005315,SMED30005469,SMED30005562,SMED30005645,SMED30005688,SMED30005697,SMED30005734,SMED30005737,SMED30005825,SMED30005937,SMED30005978,SMED30006112,SMED30006132,SMED30006145,SMED30006221,SMED30006235,SMED30006473,SMED30006485,SMED30006503,SMED30006640,SMED30006659,SMED30006690,SMED30006791,SMED30006906,SMED30006907,SMED30006916,SMED30006953,SMED30006961,SMED30007022,SMED30007024,SMED30007042,SMED30007138,SMED30007192,SMED30007279,SMED30007300,SMED30007322,SMED30007361,SMED30007407,SMED30007451,SMED30007480,SMED30007630,SMED30007660,SMED30007846,SMED30007849,SMED30007903,SMED30007967,SMED30008012,SMED30008015,SMED30008055,SMED30008067,SMED30008255,SMED30008266,SMED30008388,SMED30008415,SMED30008431,SMED30008627,SMED30008719,SMED30008748,SMED30008828,SMED30008887,SMED30009160,SMED30009172,SMED30009185,SMED30009311,SMED30009357,SMED30009358,SMED30009405,SMED30009442,SMED30009534,SMED30009550,SMED30009689,SMED30009690,SMED30009733,SMED30009886,SMED30009901,SMED30009981,SMED30009990,SMED30010016,SMED30010054,SMED30010071,SMED30010073,SMED30010084,SMED30010168,SMED30010220,SMED30010236,SMED30010312,SMED30010317,SMED30010384,SMED30010398,SMED30010455,SMED30010511,SMED30010590,SMED30010750,SMED30010783,SMED30010909,SMED30010922,SMED30010929,SMED30011009,SMED30011176,SMED30011185,SMED30011216,SMED30011358,SMED30011541,SMED30011660,SMED30011663,SMED30011820,SMED30011892,SMED30011897,SMED30011929,SMED30011943,SMED30011944,SMED30012043,SMED30012205,SMED30012378,SMED30012513,SMED30012641,SMED30012748,SMED30012779,SMED30012803,SMED30012877,SMED30012974,SMED30012981,SMED30013027,SMED30013053,SMED30013075,SMED30013077,SMED30013090,SMED30013128,SMED30013129,SMED30013349,SMED30013395,SMED30013499,SMED30013535,SMED30013583,SMED30013725,SMED30013730,SMED30013817,SMED30013974,SMED30014065,SMED30014163,SMED30014181,SMED30014274,SMED30014505,SMED30014652,SMED30014698,SMED30014742,SMED30014778,SMED30014808,SMED30014882,SMED30014924,SMED30014958,SMED30015055,SMED30015069,SMED30015099,SMED30015226,SMED30015407,SMED30015427,SMED30015553,SMED30015595,SMED30015643,SMED30015710,SMED30015877,SMED30015979,SMED30016036,SMED30016064,SMED30016201,SMED30016317,SMED30016341,SMED30016487,SMED30016632,SMED30016693,SMED30016775,SMED30016839,SMED30016964,SMED30017003,SMED30017032,SMED30017164,SMED30017192,SMED30017250,SMED30017254,SMED30017276,SMED30017286,SMED30017295,SMED30017389,SMED30017401,SMED30017447,SMED30017484,SMED30017502,SMED30017557,SMED30017683,SMED30017777,SMED30017949,SMED30017971,SMED30018078,SMED30018116,SMED30018157,SMED30018199,SMED30018242,SMED30018272,SMED30018324,SMED30018442,SMED30018581,SMED30018619,SMED30018637,SMED30018804,SMED30018843,SMED30019041,SMED30019050,SMED30019065,SMED30019132,SMED30019342,SMED30019374,SMED30019527,SMED30019625,SMED30019733,SMED30019914,SMED30019915,SMED30019936,SMED30019939,SMED30020015,SMED30020107,SMED30020212,SMED30020247,SMED30020390,SMED30020416,SMED30020450,SMED30020552,SMED30020588,SMED30020592,SMED30020654,SMED30020724,SMED30020778,SMED30020844,SMED30020851,SMED30020862,SMED30020931,SMED30021014,SMED30021030,SMED30021083,SMED30021098,SMED30021104,SMED30021339,SMED30021377,SMED30021477,SMED30021547,SMED30021617,SMED30021687,SMED30021693,SMED30021698,SMED30021717,SMED30021821,SMED30021870,SMED30021874,SMED30021925,SMED30022083,SMED30022111,SMED30022128,SMED30022151,SMED30022160,SMED30022252,SMED30022392,SMED30022407,SMED30022414,SMED30022519,SMED30022676,SMED30022730,SMED30022769,SMED30022804,SMED30022947,SMED30022974,SMED30023014,SMED30023104,SMED30023114,SMED30023116,SMED30023210,SMED30023300,SMED30023329,SMED30023340,SMED30023349,SMED30023385,SMED30023391,SMED30023416,SMED30023439,SMED30023488,SMED30023495,SMED30023659,SMED30023733,SMED30023778,SMED30023815,SMED30023880,SMED30023945,SMED30024029,SMED30024404,SMED30024524,SMED30024527,SMED30024562,SMED30024563,SMED30024751,SMED30025007,SMED30025071,SMED30025121,SMED30025205,SMED30025232,SMED30025257,SMED30025288,SMED30025296,SMED30025453,SMED30025591,SMED30025634,SMED30025639,SMED30025648,SMED30025736,SMED30025764,SMED30025889,SMED30026006,SMED30026015,SMED30026065,SMED30026115,SMED30026182,SMED30026275,SMED30026326,SMED30026413,SMED30026528,SMED30026554,SMED30026619,SMED30026628,SMED30026676,SMED30026684,SMED30026726,SMED30026771,SMED30026809,SMED30026872,SMED30026944,SMED30027019,SMED30027342,SMED30027444,SMED30027466,SMED30027539,SMED30027552,SMED30027554,SMED30027603,SMED30027753,SMED30027767,SMED30027856,SMED30027899,SMED30027920,SMED30027997,SMED30028086,SMED30028109,SMED30028121,SMED30028261,SMED30028403,SMED30028543,SMED30028579,SMED30028581,SMED30028664,SMED30028690,SMED30028764,SMED30028823,SMED30028854,SMED30029013,SMED30029026,SMED30029096,SMED30029164,SMED30029167,SMED30029184,SMED30029222,SMED30029255,SMED30029272,SMED30029327,SMED30029349,SMED30029526,SMED30029570,SMED30029581,SMED30029592,SMED30029625,SMED30029665,SMED30029766,SMED30029814,SMED30029825,SMED30029899,SMED30029971,SMED30030013,SMED30030117,SMED30030120,SMED30030253,SMED30030360,SMED30030599,SMED30030734,SMED30030796,SMED30030828,SMED30030838,SMED30030864,SMED30031011,SMED30031031,SMED30031050,SMED30031081,SMED30031103,SMED30031106,SMED30031159,SMED30031245,SMED30031308,SMED30031439,SMED30031651,SMED30031662,SMED30031859,SMED30031982,SMED30032016,SMED30032055,SMED30032095,SMED30032130,SMED30032157,SMED30032324,SMED30032389,SMED30032432,SMED30032528,SMED30032555,SMED30032821,SMED30032830,SMED30032967,SMED30033079,SMED30033094,SMED30033145,SMED30033189,SMED30033206,SMED30033245,SMED30033314,SMED30033347,SMED30033587,SMED30033638,SMED30033655,SMED30033710,SMED30033794,SMED30033832,SMED30033910,SMED30034170,SMED30034291,SMED30034296,SMED30034352,SMED30034362,SMED30034472,SMED30034606,SMED30034681,SMED30034698,SMED30034835,SMED30034837,SMED30034878,SMED30034900,SMED30034932,SMED30035058,SMED30035141,SMED30035258,SMED30035302,SMED30035569,SMED30035575,SMED30035683,SMED30035715,SMED30035820,SMED30035834,SMED30035945,SMED30035982,SMED30036005"
BP	GO:0010646	regulation of cell communication	2414	820	607.51	6.30E-27	1.14E-24	"SMED30000004,SMED30000014,SMED30000055,SMED30000078,SMED30000087,SMED30000184,SMED30000196,SMED30000311,SMED30000403,SMED30000463,SMED30000510,SMED30000541,SMED30000596,SMED30000643,SMED30000691,SMED30000707,SMED30000747,SMED30000752,SMED30000756,SMED30000817,SMED30000897,SMED30000912,SMED30000957,SMED30001036,SMED30001130,SMED30001191,SMED30001210,SMED30001229,SMED30001264,SMED30001265,SMED30001388,SMED30001461,SMED30001542,SMED30001570,SMED30001584,SMED30001601,SMED30001679,SMED30001742,SMED30001750,SMED30001754,SMED30001793,SMED30001794,SMED30001798,SMED30001861,SMED30001885,SMED30001962,SMED30001988,SMED30002009,SMED30002016,SMED30002042,SMED30002070,SMED30002133,SMED30002228,SMED30002255,SMED30002257,SMED30002277,SMED30002297,SMED30002308,SMED30002315,SMED30002349,SMED30002358,SMED30002549,SMED30002563,SMED30002609,SMED30002671,SMED30002676,SMED30002801,SMED30002822,SMED30002894,SMED30002910,SMED30003048,SMED30003098,SMED30003109,SMED30003211,SMED30003240,SMED30003249,SMED30003251,SMED30003261,SMED30003296,SMED30003321,SMED30003330,SMED30003404,SMED30003453,SMED30003489,SMED30003503,SMED30003633,SMED30003659,SMED30003733,SMED30003750,SMED30003818,SMED30003919,SMED30003957,SMED30003973,SMED30004018,SMED30004031,SMED30004041,SMED30004083,SMED30004094,SMED30004124,SMED30004149,SMED30004156,SMED30004175,SMED30004183,SMED30004260,SMED30004327,SMED30004355,SMED30004401,SMED30004414,SMED30004445,SMED30004546,SMED30004617,SMED30004641,SMED30004667,SMED30004706,SMED30004716,SMED30004793,SMED30004841,SMED30004876,SMED30004938,SMED30004995,SMED30005016,SMED30005039,SMED30005045,SMED30005047,SMED30005191,SMED30005209,SMED30005314,SMED30005315,SMED30005367,SMED30005398,SMED30005430,SMED30005463,SMED30005508,SMED30005600,SMED30005615,SMED30005661,SMED30005688,SMED30005697,SMED30005718,SMED30005723,SMED30005737,SMED30005748,SMED30005781,SMED30005807,SMED30005825,SMED30005917,SMED30005928,SMED30005937,SMED30005977,SMED30005978,SMED30006038,SMED30006041,SMED30006085,SMED30006112,SMED30006406,SMED30006425,SMED30006506,SMED30006563,SMED30006583,SMED30006640,SMED30006773,SMED30006784,SMED30006871,SMED30006989,SMED30007024,SMED30007090,SMED30007138,SMED30007192,SMED30007269,SMED30007304,SMED30007326,SMED30007346,SMED30007347,SMED30007361,SMED30007453,SMED30007480,SMED30007486,SMED30007518,SMED30007523,SMED30007539,SMED30007630,SMED30007649,SMED30007679,SMED30007682,SMED30007714,SMED30007718,SMED30007804,SMED30007848,SMED30007943,SMED30008013,SMED30008057,SMED30008099,SMED30008185,SMED30008253,SMED30008266,SMED30008292,SMED30008301,SMED30008378,SMED30008415,SMED30008439,SMED30008444,SMED30008445,SMED30008505,SMED30008529,SMED30008560,SMED30008618,SMED30008675,SMED30008707,SMED30008719,SMED30008751,SMED30008817,SMED30008837,SMED30009024,SMED30009026,SMED30009160,SMED30009172,SMED30009212,SMED30009295,SMED30009357,SMED30009442,SMED30009550,SMED30009675,SMED30009733,SMED30009756,SMED30009769,SMED30009834,SMED30009840,SMED30009876,SMED30009880,SMED30010071,SMED30010139,SMED30010168,SMED30010183,SMED30010212,SMED30010221,SMED30010258,SMED30010268,SMED30010327,SMED30010340,SMED30010386,SMED30010538,SMED30010615,SMED30010627,SMED30010631,SMED30010740,SMED30010750,SMED30010790,SMED30010878,SMED30010962,SMED30011046,SMED30011054,SMED30011091,SMED30011152,SMED30011165,SMED30011176,SMED30011185,SMED30011294,SMED30011303,SMED30011349,SMED30011402,SMED30011517,SMED30011603,SMED30011609,SMED30011667,SMED30011710,SMED30011738,SMED30011742,SMED30011784,SMED30011813,SMED30011825,SMED30011896,SMED30011943,SMED30011950,SMED30011992,SMED30012043,SMED30012119,SMED30012143,SMED30012205,SMED30012234,SMED30012252,SMED30012411,SMED30012583,SMED30012628,SMED30012659,SMED30012748,SMED30012770,SMED30012961,SMED30013015,SMED30013027,SMED30013108,SMED30013128,SMED30013176,SMED30013200,SMED30013278,SMED30013429,SMED30013633,SMED30013653,SMED30013686,SMED30013688,SMED30013723,SMED30013725,SMED30013730,SMED30013740,SMED30013757,SMED30013798,SMED30013942,SMED30013958,SMED30013975,SMED30013985,SMED30014117,SMED30014149,SMED30014163,SMED30014246,SMED30014326,SMED30014351,SMED30014474,SMED30014507,SMED30014545,SMED30014738,SMED30014748,SMED30014844,SMED30014862,SMED30014923,SMED30014950,SMED30014989,SMED30014999,SMED30015069,SMED30015163,SMED30015172,SMED30015191,SMED30015382,SMED30015406,SMED30015446,SMED30015451,SMED30015456,SMED30015503,SMED30015506,SMED30015550,SMED30015553,SMED30015560,SMED30015590,SMED30015671,SMED30015702,SMED30015705,SMED30015758,SMED30015853,SMED30015938,SMED30015988,SMED30016036,SMED30016132,SMED30016154,SMED30016158,SMED30016201,SMED30016207,SMED30016228,SMED30016257,SMED30016293,SMED30016341,SMED30016401,SMED30016409,SMED30016454,SMED30016487,SMED30016578,SMED30016589,SMED30016595,SMED30016632,SMED30016674,SMED30016686,SMED30016720,SMED30016729,SMED30016788,SMED30016795,SMED30016804,SMED30016805,SMED30016839,SMED30016843,SMED30016881,SMED30016909,SMED30016948,SMED30017028,SMED30017030,SMED30017123,SMED30017128,SMED30017159,SMED30017175,SMED30017192,SMED30017254,SMED30017295,SMED30017367,SMED30017415,SMED30017418,SMED30017424,SMED30017447,SMED30017456,SMED30017459,SMED30017467,SMED30017511,SMED30017539,SMED30017565,SMED30017572,SMED30017619,SMED30017634,SMED30017683,SMED30017851,SMED30017852,SMED30017880,SMED30017883,SMED30017980,SMED30017994,SMED30018024,SMED30018039,SMED30018078,SMED30018098,SMED30018244,SMED30018272,SMED30018288,SMED30018449,SMED30018462,SMED30018592,SMED30018602,SMED30018617,SMED30018630,SMED30018688,SMED30018793,SMED30018804,SMED30018855,SMED30018878,SMED30018888,SMED30018941,SMED30018986,SMED30018996,SMED30019001,SMED30019200,SMED30019243,SMED30019253,SMED30019342,SMED30019445,SMED30019468,SMED30019471,SMED30019480,SMED30019532,SMED30019535,SMED30019560,SMED30019620,SMED30019706,SMED30019712,SMED30019722,SMED30019756,SMED30019810,SMED30019834,SMED30019876,SMED30019893,SMED30019896,SMED30019914,SMED30019960,SMED30020002,SMED30020107,SMED30020116,SMED30020168,SMED30020178,SMED30020209,SMED30020212,SMED30020244,SMED30020297,SMED30020343,SMED30020437,SMED30020445,SMED30020478,SMED30020488,SMED30020522,SMED30020552,SMED30020556,SMED30020614,SMED30020678,SMED30020724,SMED30020813,SMED30020852,SMED30020942,SMED30020953,SMED30021001,SMED30021006,SMED30021028,SMED30021052,SMED30021070,SMED30021096,SMED30021120,SMED30021178,SMED30021188,SMED30021209,SMED30021247,SMED30021250,SMED30021366,SMED30021409,SMED30021449,SMED30021547,SMED30021550,SMED30021687,SMED30021693,SMED30021696,SMED30021698,SMED30021708,SMED30021717,SMED30021766,SMED30021778,SMED30021851,SMED30021870,SMED30021874,SMED30022111,SMED30022151,SMED30022238,SMED30022311,SMED30022395,SMED30022407,SMED30022468,SMED30022500,SMED30022519,SMED30022601,SMED30022730,SMED30022743,SMED30022758,SMED30022769,SMED30022787,SMED30022830,SMED30022860,SMED30022864,SMED30022869,SMED30022907,SMED30022926,SMED30022947,SMED30022975,SMED30022991,SMED30023025,SMED30023088,SMED30023104,SMED30023116,SMED30023140,SMED30023167,SMED30023210,SMED30023300,SMED30023329,SMED30023352,SMED30023372,SMED30023391,SMED30023416,SMED30023429,SMED30023487,SMED30023488,SMED30023495,SMED30023509,SMED30023540,SMED30023571,SMED30023573,SMED30023645,SMED30023675,SMED30023766,SMED30023778,SMED30023794,SMED30023815,SMED30023825,SMED30023859,SMED30023867,SMED30023969,SMED30024025,SMED30024029,SMED30024037,SMED30024109,SMED30024282,SMED30024295,SMED30024374,SMED30024436,SMED30024455,SMED30024527,SMED30024571,SMED30024587,SMED30024788,SMED30024824,SMED30024849,SMED30024894,SMED30025019,SMED30025071,SMED30025134,SMED30025145,SMED30025191,SMED30025215,SMED30025232,SMED30025257,SMED30025287,SMED30025431,SMED30025497,SMED30025538,SMED30025591,SMED30025638,SMED30025665,SMED30025764,SMED30025775,SMED30025807,SMED30025821,SMED30025870,SMED30026006,SMED30026019,SMED30026026,SMED30026028,SMED30026106,SMED30026133,SMED30026338,SMED30026364,SMED30026385,SMED30026413,SMED30026449,SMED30026464,SMED30026516,SMED30026534,SMED30026556,SMED30026580,SMED30026602,SMED30026608,SMED30026619,SMED30026684,SMED30026712,SMED30026729,SMED30026750,SMED30026774,SMED30026872,SMED30026929,SMED30026932,SMED30026964,SMED30026997,SMED30027002,SMED30027052,SMED30027082,SMED30027132,SMED30027225,SMED30027272,SMED30027603,SMED30027655,SMED30027694,SMED30027710,SMED30027856,SMED30027885,SMED30027888,SMED30027893,SMED30027898,SMED30028104,SMED30028125,SMED30028244,SMED30028255,SMED30028483,SMED30028505,SMED30028543,SMED30028570,SMED30028571,SMED30028575,SMED30028579,SMED30028643,SMED30028667,SMED30028689,SMED30028690,SMED30028724,SMED30028728,SMED30028945,SMED30028960,SMED30029013,SMED30029042,SMED30029121,SMED30029127,SMED30029327,SMED30029489,SMED30029526,SMED30029570,SMED30029592,SMED30029622,SMED30029637,SMED30029664,SMED30029825,SMED30029829,SMED30029902,SMED30030059,SMED30030120,SMED30030156,SMED30030167,SMED30030173,SMED30030175,SMED30030253,SMED30030287,SMED30030330,SMED30030352,SMED30030374,SMED30030448,SMED30030507,SMED30030544,SMED30030621,SMED30030638,SMED30030710,SMED30030734,SMED30030785,SMED30030824,SMED30030828,SMED30030829,SMED30030905,SMED30031011,SMED30031081,SMED30031106,SMED30031159,SMED30031199,SMED30031274,SMED30031329,SMED30031333,SMED30031351,SMED30031357,SMED30031437,SMED30031439,SMED30031484,SMED30031662,SMED30031682,SMED30031704,SMED30031742,SMED30031788,SMED30032016,SMED30032033,SMED30032062,SMED30032068,SMED30032095,SMED30032110,SMED30032139,SMED30032147,SMED30032163,SMED30032168,SMED30032172,SMED30032195,SMED30032237,SMED30032321,SMED30032406,SMED30032426,SMED30032503,SMED30032555,SMED30032560,SMED30032589,SMED30032610,SMED30032686,SMED30032757,SMED30032775,SMED30032780,SMED30032785,SMED30032935,SMED30032941,SMED30032979,SMED30033010,SMED30033069,SMED30033101,SMED30033103,SMED30033145,SMED30033189,SMED30033206,SMED30033276,SMED30033349,SMED30033354,SMED30033399,SMED30033533,SMED30033539,SMED30033566,SMED30033587,SMED30033656,SMED30033676,SMED30033752,SMED30033813,SMED30033834,SMED30033836,SMED30033837,SMED30033845,SMED30033868,SMED30033910,SMED30033981,SMED30034146,SMED30034211,SMED30034216,SMED30034296,SMED30034362,SMED30034386,SMED30034482,SMED30034513,SMED30034529,SMED30034560,SMED30034582,SMED30034681,SMED30034763,SMED30034837,SMED30034846,SMED30034920,SMED30034932,SMED30034939,SMED30035023,SMED30035028,SMED30035042,SMED30035101,SMED30035131,SMED30035248,SMED30035250,SMED30035276,SMED30035288,SMED30035315,SMED30035338,SMED30035373,SMED30035408,SMED30035410,SMED30035414,SMED30035416,SMED30035462,SMED30035471,SMED30035582,SMED30035596,SMED30035611,SMED30035633,SMED30035739,SMED30035881,SMED30035902,SMED30035906,SMED30035945,SMED30035977,SMED30035982,SMED30036005"
