Sample	0h	6h	3d	7d	11d
SMED30000015	74.1055	75.2906	77.0126	76.8719	75.8965
SMED30000053	2.83706	2.40038	6.45498	8.38592	8.40607
SMED30000058	178.357	173.808	228.537	283	311.074
SMED30000098	0.0117712	0	0	0	0.0097275
SMED30000153	5.58338	4.74336	5.60577	5.84487	6.86223
SMED30000196	6.3877	6.31732	7.12736	9.65738	11.468
SMED30000208	0.178869	0.205578	0.111232	0.216076	0.141916
SMED30000223	6.89287	7.86417	7.19021	5.78544	5.51945
SMED30000242	25.6998	23.9364	24.5083	31.0967	29.9919
SMED30000244	3.31036	3.86108	5.51199	6.14188	6.83605
SMED30000318	2.3801	1.72396	1.46334	1.50555	1.6572
SMED30000360	4.98298	4.50133	5.59987	6.29119	6.81137
SMED30000403	9.81557	9.19665	10.0948	10.201	10.4358
SMED30000408	0	0.00822393	0.0254078	0.0240706	0.029863
SMED30000440	10.144	10.1039	11.3131	13.5009	13.6965
SMED30000463	134.776	131.773	130.074	129.359	123.86
SMED30000491	41.257	38.1507	41.5346	43.444	47.8274
SMED30000707	5.23783	5.36777	5.82499	8.1543	9.26351
SMED30000747	0.108191	0.150829	0.0361101	0.104871	0.0794354
SMED30000752	1.26277	1.31717	1.72087	2.57216	3.19514
SMED30000756	4.76639	4.99239	6.24447	6.89297	7.02889
SMED30000777	1.91807	1.75884	1.35065	0.69099	0.634752
SMED30000785	2.63048	2.53719	3.27995	3.38046	4.15551
SMED30000797	2.19569	1.54557	1.5677	1.62709	1.83276
SMED30000852	16.1975	16.4907	18.6675	17.7837	18.5947
SMED30000853	127.371	126.862	127.57	126.137	113.095
SMED30000924	1.4542	1.16078	0.895057	0.684637	0.582441
SMED30000927	1.40459	1.57565	1.17633	1.13467	1.2649
SMED30000937	0.155807	0.0739783	0.0974545	0.0442531	0.0532225
SMED30000967	2289.38	2247.11	2252.93	2674.6	2384.11
SMED30001009	0.302208	0.258786	0.207017	0.350809	0.255936
SMED30001010	3.25457	3.85125	4.60526	6.93126	7.97652
SMED30001025	0.0214854	0	0	0.0285043	0
SMED30001036	12.5177	13.2675	11.5188	10.8721	10.9482
SMED30001078	0.263966	0.148878	0.313593	0.35998	0.291287
SMED30001082	0.0470394	0.0556716	0.0969266	0.101266	0.0929081
SMED30001095	73.4682	70.6231	91.4952	104.799	99.7505
SMED30001233	1.77229	1.82484	2.36441	1.90442	2.05759
SMED30001260	0	0.016668	0.0095694	0.00790627	0.0114452
SMED30001264	5.77197	6.72733	6.78715	6.22696	6.65895
SMED30001300	44.0817	42.4137	47.7472	53.8404	58.0326
SMED30001306	28.6725	29.3485	28.3967	21.1372	19.5452
SMED30001351	1.32889	1.32307	1.54799	1.7406	1.63249
SMED30001403	0.0639708	0	0.0643534	0.0177891	0.0637747
SMED30001594	0.585581	0.682389	0.869707	1.02107	0.970703
SMED30001602	1.99847	2.33175	2.59261	2.68865	2.41426
SMED30001607	6.53415	6.11258	6.4928	6.45457	5.90929
SMED30001637	0.0148041	0	0.0470629	0	0.0562905
SMED30001651	0.536222	0.773173	0.908202	0.839393	0.835757
SMED30001702	14.0441	14.2898	15.8674	14.9876	12.432
SMED30001738	0.893622	0.482809	0.605244	0.396166	0.195501
SMED30001754	0.567019	0.449143	0.588247	0.47901	0.380285
SMED30001797	12.302	13.4778	12.668	13.4852	14.7726
SMED30001816	3.05898	3.08418	5.61607	6.3123	6.38648
SMED30002021	1.02877	0.83476	1.00798	1.15219	1.36808
SMED30002060	6.24165	5.17938	5.4994	3.98589	4.6955
SMED30002086	20.0225	19.7588	16.4316	15.9325	15.8674
SMED30002114	0.0245391	0.0236002	0.0257827	0	0
SMED30002126	1.02399	0.889862	0.633778	1.29777	1.92281
SMED30002178	44.0636	41.7054	41.8665	49.6209	49.7222
SMED30002260	4.94163	4.92075	6.59141	7.65942	8.45423
SMED30002266	0.352434	0.430397	0.534031	0.841636	0.473035
SMED30002275	0.177278	0.248415	0.068246	0.170631	0.0522171
SMED30002281	9.36198	10.3708	11.238	12.8011	14.3442
SMED30002295	15.8055	15.8155	15.3932	16.3235	17.2883
SMED30002340	7.51178	7.8736	7.34958	7.61907	6.14329
SMED30002453	0.627902	0.664286	0.696152	0.42342	0.527718
SMED30002470	15.6333	14.776	13.9947	15.5095	15.8296
SMED30002484	1.3763	1.66518	1.9588	2.24684	3.20876
SMED30002536	0.767619	0.830895	0.822064	0.6755	0.516661
SMED30002569	1.7755	1.27067	0.678734	0.636438	0.632346
SMED30002607	2.27874	2.4645	2.18281	2.41478	2.48482
SMED30002609	18.3027	18.1835	22.8644	24.437	25.2681
SMED30002611	2.63098	2.66358	2.85004	3.32223	3.1227
SMED30002614	1.43763	1.40024	2.68589	3.10237	3.75253
SMED30002644	10.362	10.709	10.966	11.283	11.6997
SMED30002664	25.705	26.4272	39.7668	53.5187	48.4922
SMED30002676	75.6947	72.7138	80.4222	97.0848	103.072
SMED30002685	0.072812	0.0850892	0.124192	0.174407	0.203553
SMED30002695	0.541343	0.46633	0	0	0
SMED30002845	0.534768	0.452497	0.801659	1.19429	1.14483
SMED30002946	0.269647	0.269402	0.278263	0.301843	0.305368
SMED30002987	0.184568	0.273138	0.15149	0.221662	0.133531
SMED30003018	0.690525	0.366057	0.856879	0.960167	1.52613
SMED30003036	65.5497	71.3618	70.3448	71.361	72.1562
SMED30003109	0.529611	0.467388	0.55826	0.807988	0.956588
SMED30003126	0.0666877	0.0808348	0	0.0637737	0.0119604
SMED30003229	3.59922	3.0667	5.16488	5.34735	5.86105
SMED30003236	54.6876	55.4014	52.0267	54.7071	57.3227
SMED30003314	0.924835	1.0015	1.50674	1.53999	1.34872
SMED30003330	1.64006	1.41221	1.88151	2.37786	2.54424
SMED30003381	0.0259271	0.0315547	0.0269731	0.0071072	0.0381424
SMED30003463	14.0685	13.1915	13.3909	15.7206	17.5796
SMED30003502	3.56475	3.79062	4.57691	5.1655	5.52555
SMED30003528	1.09433	0.987718	0.985942	1.41966	1.1978
SMED30003534	0.496193	0.59918	0.690492	0.980152	1.0774
SMED30003775	0.590032	0.563959	0.669359	0.90312	1.07819
SMED30003868	8.94537	9.61114	9.57191	10.8371	11.4053
SMED30003973	0.0169856	0.0254248	0.0436464	0.16942	0.0961269
SMED30003997	254.092	253.024	248.014	236.973	233.107
SMED30004059	0.0942248	0.123813	0.252649	0.246401	0.284256
SMED30004115	26.5091	25.3654	29.8527	34.1415	32.6534
SMED30004242	16.2427	15.1631	19.8351	26.5998	30.1557
SMED30004313	23.7107	22.5554	18.0662	21.6936	23.9584
SMED30004323	0.17415	0.118772	0.122042	0.123053	0.198737
SMED30004367	96.7754	108.155	113.193	130.713	126.527
SMED30004389	2.90915	2.9328	3.1907	3.35764	3.60288
SMED30004406	0.59849	0.23907	0.138311	0	0
SMED30004488	17.1906	14.9113	15.3468	18.0409	20.0719
SMED30004492	1.22896	1.34875	1.49603	1.64349	1.99549
SMED30004520	8.90474	8.66708	10.8538	14.0018	13.5957
SMED30004686	0.104175	0.123117	0.132039	0.111171	0.0580043
SMED30004749	6.77208	5.90899	5.98106	6.60874	7.51974
SMED30004767	2.44809	2.11729	2.42293	1.49491	1.5296
SMED30004777	0.0210886	0.076139	0.0414123	0.120645	0.11362
SMED30004782	0.26071	0.381683	0.22476	0.180355	0.0538158
SMED30004796	0.945727	0.949102	1.55722	1.2686	1.34319
SMED30004819	0.431966	0.367632	0.367349	0.348632	0.369348
SMED30004822	17.8894	16.8802	19.6921	23.541	21.9049
SMED30004824	1.19006	0.804234	1.39302	1.3085	1.42272
SMED30004909	0.0812237	0.0173335	0.0194999	0	0.0144395
SMED30004919	0.0664793	0.161772	0.116739	0.288907	0.344188
SMED30004920	48.1883	53.2524	55.4274	67.422	69.8584
SMED30004923	28.1741	28.791	27.2874	35.2695	36.9626
SMED30004948	127.466	133.74	116.726	107.978	93.409
SMED30004979	0	0	0.0189881	0.0138414	0.0134359
SMED30005014	444.313	432.205	447.199	458.838	452.277
SMED30005125	1.59081	1.61419	2.3966	2.04668	2.34494
SMED30005150	84.8375	86.9832	83.5369	92.2266	89.5135
SMED30005172	3.58512	3.93873	4.51801	4.4069	4.60737
SMED30005207	24.6781	24.4079	27.3962	25.7023	25.8205
SMED30005296	8.41742	7.97639	11.2703	12.6157	10.2567
SMED30005299	19.5824	19.9871	19.94	23.6905	25.9037
SMED30005303	0.470235	0.558659	0.59201	0.866441	0.845796
SMED30005315	0.287024	0.319317	0.247713	0.181903	0.164896
SMED30005364	0	0.057132	0.131373	0	0.0315992
SMED30005376	1.82442	1.36808	1.11824	1.19222	1.32919
SMED30005390	0.324009	0.183326	0.435733	0.697539	1.56766
SMED30005463	14.1159	15.4774	18.2119	23.3457	26.3095
SMED30005464	0.640013	0.371256	0.624177	0.456515	0.416014
SMED30005610	0.105903	0.11476	0.214008	0.135761	0.171893
SMED30005644	94.4961	86.3678	60.3614	63.3741	63.4236
SMED30005645	11.0424	11.2812	11.9508	12.4603	12.9403
SMED30005654	9.96258	10.1841	12.5425	16.1727	17.6246
SMED30005688	16.5257	17.1692	18.685	18.2442	18.4174
SMED30005708	0.111586	0.0668441	0.125407	0.059692	0.0358744
SMED30005713	40.1434	39.0228	40.2497	38.4239	40.8413
SMED30005723	12.9981	14.7077	18.7378	25.3175	28.8196
SMED30005776	2.60815	3.25819	3.64355	4.13214	4.89042
SMED30005827	0.77235	0.923597	1.06087	1.17173	1.1301
SMED30005937	4.71659	4.53416	7.85576	8.42608	13.8522
SMED30005949	3.05492	2.80408	2.87909	4.18482	4.4377
SMED30006027	1.65917	1.67263	1.49509	1.42785	1.66255
SMED30006038	0.179959	0.169849	0.223054	0.316655	0.178275
SMED30006058	30.5139	34.3213	35.6815	42.0102	47.7169
SMED30006064	0.331944	0.401676	0.299925	0.494619	0.414262
SMED30006086	6.81648	7.16838	8.31192	10.89	10.7771
SMED30006116	1.15728	0.711402	0.817448	0.794993	0.721999
SMED30006156	1.22085	1.4689	1.30806	1.60363	1.6429
SMED30006169	12.2735	12.646	12.3427	14.1359	14.3464
SMED30006180	203.301	190.203	111.7	164.723	165.087
SMED30006198	7.1132	7.36804	8.63892	10.098	10.0871
SMED30006235	2.94406	3.29419	2.84199	2.93524	3.14775
SMED30006243	5.11641	4.53941	4.44818	3.65288	2.85637
SMED30006277	0.910034	0.903443	1.17037	1.13831	1.43113
SMED30006295	24.8752	23.9413	32.9686	37.3467	37.8905
SMED30006300	0.0126915	0	0.0249227	0.0108675	0.0186148
SMED30006361	28.0382	27.6463	37.8227	45.7948	46.4428
SMED30006363	24.8985	23.2592	30.6082	33.7134	30.7654
SMED30006426	10.8645	10.693	13.1149	14.5518	14.553
SMED30006430	0.299481	0.339313	0.504101	0.579755	1.11902
SMED30006483	9.02915	8.67063	8.95703	9.09032	8.4065
SMED30006485	16.7154	17.3755	19.8631	23.6613	25.6225
SMED30006509	0.663333	0.885714	0.52919	0.83462	0.585479
SMED30006526	0.162634	0.164558	0.177544	0.144984	0.255455
SMED30006659	45.0571	41.3668	51.945	56.2325	51.5268
SMED30006684	45.7514	49.513	58.2275	57.4593	64.5525
SMED30006690	4.68802	5.07305	5.96208	7.0332	7.5221
SMED30006773	149.174	146.577	169.186	213.612	221.525
SMED30006775	0.663897	0.763186	0.969244	0.999242	0.872994
SMED30006838	5.60131	5.09327	6.03317	6.66174	7.66785
SMED30006870	2.29793	2.68664	2.83731	4.25757	3.7558
SMED30006916	1.29492	1.18542	1.43184	1.62138	1.07456
SMED30006926	0.644525	0.720953	0.862429	0.862387	0.940764
SMED30006938	0	0	0.0226945	0.0349243	0
SMED30006962	11.9165	11.7017	13.0977	10.5941	11.1854
SMED30006980	2.84337	2.61637	3.29899	5.2919	5.77036
SMED30007028	1.18621	0.872141	0.855982	0.793087	0.644266
SMED30007090	8.17368	7.39063	7.22292	6.42736	5.04547
SMED30007118	5.68896	4.21889	4.99619	5.566	4.32905
SMED30007202	2.18865	2.18617	2.50894	2.85233	2.98983
SMED30007215	1.06032	0.75156	1.34583	1.116	1.29272
SMED30007223	3.99108	3.96588	3.71494	3.76424	3.3993
SMED30007407	2.9437	2.88164	2.25577	3.26393	3.93354
SMED30007408	38.2048	36.7483	41.0364	48.0156	48.0607
SMED30007418	1.52956	1.11294	1.20225	1.00748	1.42644
SMED30007425	16.9121	16.7051	15.8135	17.3878	17.1156
SMED30007453	8.24355	7.87463	10.7266	14.0632	13.9224
SMED30007456	4.66244	4.80408	5.45929	6.98368	7.36231
SMED30007494	0.246291	0.283924	0.336611	0.188381	0.180301
SMED30007547	2.54059	2.45038	3.44094	4.3891	4.97053
SMED30007610	53.8815	54.166	55.9859	51.8407	52.5474
SMED30007630	0.652166	0.624519	1.18249	1.52468	1.6393
SMED30007631	0.0251183	0.0211311	0.0776861	0.0387214	0.0296322
SMED30007660	1.09935	1.01527	1.13097	1.05028	0.924038
SMED30007751	33.9859	30.1984	28.2209	24.6001	21.0837
SMED30007787	1.7904	1.5412	1.60958	0.694457	1.14511
SMED30007869	6.48422	6.90726	9.6792	12.3158	12.4848
SMED30007872	0	0.0415342	0.0212191	0.0949897	0.0165854
SMED30007876	131.46	117.729	150.593	155.452	159.164
SMED30007919	0.0850903	0.0312238	0.0683079	0.192057	0.171727
SMED30008013	6.28681	6.23871	7.86891	8.44874	9.18855
SMED30008021	15.6413	17.9434	17.469	20.5352	23.3553
SMED30008031	0.446197	0.467901	0.587766	0.457615	0.486641
SMED30008036	1.70123	1.47896	1.46039	1.73409	1.67223
SMED30008061	0.691597	0.457089	1.08451	1.03402	0.966915
SMED30008067	1.12013	0.722352	0.933045	1.28729	1.06406
SMED30008113	3.01801	2.89685	2.40272	1.99407	2.34754
SMED30008121	11.8245	11.2585	14.3594	18.5389	19.1572
SMED30008217	0.0172391	0.0460108	0	0.0107136	0.0122587
SMED30008221	11.4653	11.1133	12.6455	13.9146	14.4467
SMED30008255	76.2049	72.8963	75.6916	86.0738	85.5231
SMED30008285	0.723506	0.584391	0.939103	0.63806	0.300839
SMED30008375	0.616573	0.351709	0.406171	0.680025	0.866659
SMED30008397	2.16489	2.12012	2.63511	3.2801	3.51553
SMED30008415	15.9523	15.8219	18.4087	21.1924	20.5009
SMED30008439	1.25601	1.25802	1.274	1.59031	1.78414
SMED30008450	0.138336	0.133727	0.196114	0.151685	0.0496997
SMED30008464	1.37053	1.33998	2.22571	3.98007	5.15625
SMED30008491	2.09714	1.41062	5.85448	9.83198	11.8231
SMED30008520	0.0992078	0.0473789	0.0607191	0.036417	0.100623
SMED30008529	5.57214	6.31814	7.50478	9.23289	9.46373
SMED30008708	0.0516877	0.0335949	0.0359211	0	0
SMED30008724	0.494861	0.545466	0.533532	0.413468	0.392807
SMED30008887	2.59136	2.79449	3.03198	3.73566	3.86391
SMED30008987	1321.19	1319.74	1354.54	1415.83	1353.68
SMED30009021	0.440796	0.301717	0.269385	0.394776	0.370033
SMED30009024	13.4654	14.5583	14.6875	15.9074	16.7995
SMED30009043	3.47283	3.55331	3.39295	3.32035	2.87481
SMED30009076	3344.19	3217.18	3253.21	3365.45	3273.43
SMED30009118	0.21178	0.273253	0.27933	0.237045	0.242809
SMED30009146	0.097213	0.186096	0.22571	0.197038	0.241295
SMED30009290	3.0367	3.07011	2.87839	2.13584	2.09946
SMED30009311	1.14173	1.00667	1.60043	2.97767	3.39623
SMED30009312	0.255066	0.282084	0.19425	0.279339	0.233426
SMED30009326	0.0550236	0.0317859	0.156033	0.118967	0.0823171
SMED30009336	7.46106	7.95404	8.9994	10.6734	11.7792
SMED30009358	2.42043	1.70078	1.34817	1.47056	1.76299
SMED30009414	4.86776	5.19211	6.01316	7.0955	7.36756
SMED30009435	0.372017	0.401101	0.579173	0.592543	0.358915
SMED30009456	14.3369	15.5989	17.4368	15.8568	15.987
SMED30009540	0.969187	0.363889	1.24433	1.20033	1.80905
SMED30009559	0.271767	0.333572	0	0.017122	0.00831017
SMED30009578	0.766646	0.677158	0.915076	0.682787	0.515193
SMED30009650	0.020962	0.0604304	0.0325877	0.0179494	0.0559483
SMED30009690	24.6311	22.6437	29.9139	42.9371	45.6482
SMED30009728	40.4375	37.8172	41.9796	38.3638	37.5257
SMED30009733	2.06353	2.42397	2.56226	2.62578	2.93029
SMED30009813	8.38218	9.03748	10.4784	12.027	13.0495
SMED30009843	0.460674	0.592895	0.693329	0.489757	0.874204
SMED30009914	0.91249	0.916212	0.994904	1.16097	0.91308
SMED30009929	0.120566	0.0684242	0.034732	0.0302896	0
SMED30009933	50.76	53.4354	44.3529	43.4785	42.8497
SMED30009938	1.05949	1.02133	1.04741	0.592817	0.756212
SMED30009947	0.431461	0.479869	0.688638	0.784789	1.27386
SMED30009981	7.68596	7.264	5.30456	6.06093	6.25617
SMED30009990	42.0211	42.0796	38.0552	42.1162	39.1314
SMED30010016	6.85281	6.34915	5.23079	5.53795	5.42864
SMED30010096	35.2528	38.8397	40.6267	51.8765	53.3039
SMED30010122	17.4695	17.0799	24.7722	22.5195	21.9762
SMED30010128	2.49745	3.06593	3.00619	3.19081	3.18012
SMED30010156	1.10791	0.968614	1.31614	1.23245	1.32536
SMED30010183	13.9626	12.7399	12.7893	13.3716	13.0562
SMED30010212	1.07859	1.00653	0.798872	0.803905	0.799505
SMED30010236	2.08612	2.01677	2.27051	2.23789	2.2794
SMED30010268	0.352874	0.323589	0.296367	0.376246	0.444563
SMED30010327	32.8342	35.834	33.1787	37.483	39.0367
SMED30010332	1.59355	1.57073	2.37681	2.27293	2.69196
SMED30010373	1.40593	1.39022	1.12497	1.69833	1.63057
SMED30010399	19.913	20.519	20.4612	23.0585	22.7569
SMED30010420	0.111599	0.152196	0.0969634	0.254118	0.168491
SMED30010426	3.26535	3.35188	3.20407	3.58933	3.29138
SMED30010437	2.19741	2.30812	2.54132	3.11615	3.10071
SMED30010440	0.432674	0.419635	0.434678	0.239505	0.421525
SMED30010456	13.6584	12.8149	18.5936	21.2783	21.6645
SMED30010479	13.081	13.3128	11.7782	11.2568	8.212
SMED30010542	1.14611	1.52895	2.0415	2.97039	2.83133
SMED30010559	2.21916	2.71341	2.24446	2.42983	2.53198
SMED30010590	7.99593	8.24829	7.18977	7.19795	6.78142
SMED30010640	0.223946	0.326985	0.213917	0.385249	0.362177
SMED30010701	1.58874	1.65405	1.60844	1.09469	0.941561
SMED30010719	0.164231	0.164811	0.128483	0.147265	0.0468032
SMED30010783	0.482032	0.580683	1.50596	2.38489	2.89907
SMED30010793	9.53073	9.80662	9.30606	11.0385	12.8235
SMED30010800	0.044577	0.0190258	0.0214038	0	0.0170663
SMED30010847	4.00929	4.13561	7.60469	11.7327	12.822
SMED30010872	18.7442	24.0392	21.6246	21.4216	23.7753
SMED30010918	0.0652233	0.0433903	0.0403971	0.0180233	0.0121201
SMED30010929	2.55755	2.15454	3.41637	4.78089	4.09397
SMED30011031	0.045171	0.0308675	0.0115752	0.073457	0.12864
SMED30011058	43.476	49.8468	49.7604	62.9152	61.6716
SMED30011143	0	0.0167467	0.0188398	0	0
SMED30011145	16.6584	16.0046	19.1073	23.8544	23.7842
SMED30011240	0.14543	0.0463886	0.313709	0.275925	0.238671
SMED30011241	0.375432	0.279837	1.12869	2.42396	2.1007
SMED30011276	16.3462	15.4102	17.4176	19.3944	18.0772
SMED30011291	42.7691	39.3543	24.9095	20.6381	20.0209
SMED30011294	6.94924	6.96992	5.98882	5.05887	4.32536
SMED30011308	18.5126	18.556	18.6061	15.1877	14.8292
SMED30011341	0.211791	0.220352	0.0598685	0.0527975	0.138446
SMED30011349	0.820589	0.942808	0.787888	0.632271	0.371591
SMED30011354	17.1525	15.6759	12.9412	5.56419	3.35162
SMED30011379	102.24	104.592	100.882	88.0815	83.111
SMED30011457	1.4099	1.12879	0.869132	1.14864	1.03964
SMED30011505	16.7242	15.5534	16.8906	20.1183	19.9977
SMED30011518	4.69162	4.9874	4.81154	6.51697	5.84867
SMED30011587	7.27763	7.20609	6.74691	7.55926	8.15755
SMED30011671	1.94704	1.20655	1.12984	0.98754	0.993713
SMED30011692	0.501484	0.540811	0.644363	0.81692	0.907538
SMED30011738	5.41976	6.41458	5.64627	6.89746	9.3338
SMED30011766	4.96064	5.08564	3.97056	3.74638	3.64777
SMED30011825	13.207	10.6124	11.5772	12.7597	13.8927
SMED30011896	1.12986	0.546103	0.976942	0.672615	1.03857
SMED30011908	3.16319	3.39869	3.35989	3.36779	3.40554
SMED30011961	17.7034	17.9438	20.454	23.9406	24.9375
SMED30012015	188.268	187.531	177.605	164.204	142.241
SMED30012021	0.57147	0.572878	0.784307	0.997343	0.950549
SMED30012085	0.322236	0.219468	0.267729	0.102545	0.267888
SMED30012118	11.1158	12.0207	11.6405	12.3902	14.5391
SMED30012176	0.0185783	0.00893377	0.0352123	0.0203752	0.0066055
SMED30012205	0.695977	0.667201	0.540801	0.606955	0.542286
SMED30012234	29.2272	31.6386	32.6699	36.1373	36.0434
SMED30012252	1.30475	1.33788	1.49383	1.89767	1.98478
SMED30012263	23.2827	24.4758	25.9564	30.4807	30.3996
SMED30012275	42.6953	42.7994	42.1353	43.1172	43.7889
SMED30012295	10.4455	12.2872	13.1485	16.7962	16.9937
SMED30012301	9.89215	9.00763	11.522	13.6892	12.0507
SMED30012411	19.0919	20.0008	19.2144	20.0909	19.2517
SMED30012441	0.0256241	0.00699577	0.0164047	0	0.00580393
SMED30012642	30.8424	32.3469	39.038	45.6036	45.2493
SMED30012678	0.141008	0.0879918	0.0601171	0.0547874	0.177944
SMED30012712	3.65614	3.37804	3.57537	2.73963	2.3165
SMED30012746	3.76212	4.04247	4.67984	7.76598	7.23369
SMED30012779	0.00843617	0.00720127	0.0342661	0.0471853	0.00573243
SMED30012819	3.47951	2.93559	4.58294	4.35087	3.63993
SMED30012828	0	0.0332928	0.0130117	0	0
SMED30012859	27.8358	28.6969	33.9345	40.6522	42.1671
SMED30012889	131.344	124.477	124.012	126.142	123.822
SMED30012957	1.27666	1.52839	1.72329	1.35087	1.20984
SMED30013008	0.206678	0.242697	0.362315	0.1454	0.389939
SMED30013015	94.4547	94.1596	104.365	118.545	118.806
SMED30013053	41.9037	37.736	53.4482	52.9313	44.6384
SMED30013077	8.00578	7.81368	8.80335	9.74716	9.04532
SMED30013125	0.924663	0.763589	0.760567	0.963164	0.600925
SMED30013145	11.6411	11.3894	12.1653	13.7529	16.083
SMED30013176	4.65967	5.12038	4.28235	3.14545	2.54297
SMED30013182	3.33623	2.91663	3.2602	4.26272	4.36088
SMED30013192	0.730512	0.824937	1.14786	1.49104	1.49511
SMED30013200	7.78188	8.45763	10.4793	10.9753	13.4009
SMED30013225	1.34639	1.2143	1.65396	2.73749	3.44541
SMED30013278	0.259498	0.260987	0.27757	0.320692	0.310595
SMED30013280	32.6119	32.273	42.1735	42.1785	44.0943
SMED30013355	1.53928	1.98347	1.38312	1.90267	2.05953
SMED30013385	1.25653	1.10257	1.68878	1.69289	1.55738
SMED30013395	8.95827	9.60481	10.8145	12.8059	12.2139
SMED30013397	41.2261	38.1856	45.2068	46.4923	42.7246
SMED30013417	1.35607	1.54359	1.81813	2.66407	2.52756
SMED30013423	11.5529	11.8196	11.9474	13.3749	13.6937
SMED30013432	11.7718	12.8045	9.37952	7.17953	6.38319
SMED30013501	1.50778	1.81496	1.73623	2.06201	1.96758
SMED30013504	0.314658	0.378574	0.312229	0.39077	0.44443
SMED30013526	5.68905	7.19654	6.07131	5.47718	4.4781
SMED30013581	0.990694	1.72948	2.96164	4.89043	4.7664
SMED30013601	0.240244	0.25613	0.384696	0.39129	0.459972
SMED30013646	0.405955	0.582759	0.651805	0.912356	0.861145
SMED30013708	0.59916	0.667631	0.895234	0.859136	0.996808
SMED30013725	24.5	24.0877	25.4201	23.5828	19.9916
SMED30013728	0.374118	0.485486	0.426779	0.882116	0.922016
SMED30013766	78.6445	76.4785	90.5009	94.8925	92.8811
SMED30013824	9.85269	11.738	13.7765	16.0374	18.0419
SMED30013849	0.517531	0.568786	0.922123	1.41144	1.7148
SMED30013938	66.6392	62.5603	66.9079	73.4971	70.5312
SMED30013952	3.62587	3.89903	3.53733	2.67745	3.02939
SMED30013974	2.5614	2.33386	2.46263	3.06059	3.53996
SMED30013975	25.9067	27.368	20.8803	23.7182	22.9519
SMED30013995	5.236	5.26426	5.94363	7.38881	8.65808
SMED30014003	0.26089	0.303534	0.596041	0.825097	0.922101
SMED30014018	1.30302	1.28199	1.42491	1.1276	1.16367
SMED30014025	14.9284	12.5972	13.6126	14.7488	16.2162
SMED30014049	0.604914	0.388643	0.800972	0.426726	0.390851
SMED30014085	1.67345	1.74551	2.15735	2.24341	2.33504
SMED30014096	9.36621	9.78445	14.3982	16.7199	16.3922
SMED30014149	26.8127	27.44	31.1214	40.624	44.8293
SMED30014181	3.93058	3.93418	7.06093	7.45586	8.5533
SMED30014182	0.159117	0.132779	0.269665	0.441902	0.279914
SMED30014195	0.288029	0.482284	0.339138	0.562792	0.606641
SMED30014200	0.153806	0.159863	0.182072	0.426517	0.163597
SMED30014221	7.30529	6.52792	5.46134	5.77642	6.27582
SMED30014226	0.0102357	0	0	0.0071652	0
SMED30014243	763.599	762.974	778.9	860.046	742.337
SMED30014246	114.715	112.815	121.165	125.013	120.994
SMED30014352	1.7018	1.98025	1.71755	1.29473	1.32214
SMED30014359	0.363075	0.379826	0.306076	0.267834	0.284278
SMED30014370	0.036042	0.0158003	0.0168397	0	0
SMED30014390	53.6779	46.2963	49.6655	53.8024	51.5174
SMED30014412	0.0971794	0.226275	0.198038	0.266038	0.188259
SMED30014494	5.56221	6.05517	5.46526	6.10029	7.44847
SMED30014507	1.18543	1.2892	1.28099	1.09288	0.978371
SMED30014599	2.55537	2.37657	3.66582	4.20569	4.52208
SMED30014612	7.51824	8.22454	6.6058	5.6884	6.05802
SMED30014652	21.9524	23.3299	21.671	19.8568	20.7529
SMED30014747	15.7584	13.2588	12.5797	18.3955	22.0243
SMED30014839	0.0473654	0.0324816	0.0360123	0.0345243	0.0444059
SMED30014905	12.0256	11.6013	13.1905	14.8067	14.4615
SMED30014924	0.817018	0.818629	0.778721	0.943446	1.16456
SMED30014981	64.4359	59.5977	56.5891	55.7608	54.9132
SMED30014990	1.259	1.31849	1.13262	1.46273	1.05029
SMED30015001	0.0429306	0.0315915	0.0225826	0.0182787	0
SMED30015013	0.0188337	0.03419	0.0342687	0.272343	0.0940204
SMED30015015	0.665643	0.78582	1.55639	2.31821	3.20924
SMED30015029	26.7771	27.2586	29.4571	33.2412	32.4905
SMED30015053	0.015927	0.013045	0.0167342	0.199602	0.198351
SMED30015109	0.908398	0.854895	0.629092	0.582491	0.346512
SMED30015152	0.791731	1.07068	0.70026	1.18503	0.952192
SMED30015153	2.08968	1.57308	1.84782	1.59181	1.88982
SMED30015169	0.739339	0.600412	0.689827	0.558154	1.32469
SMED30015204	1.71921	2.27223	2.85491	3.34992	3.58649
SMED30015214	2.46056	2.71423	3.13242	3.81267	3.43151
SMED30015241	16.6381	16.5247	16.1184	17.2796	17.8399
SMED30015249	0.439279	0.454919	0.469521	0.930774	0.627211
SMED30015284	1.03322	1.07366	1.26031	1.21929	1.11854
SMED30015301	20.8256	19.846	18.9369	22.8919	21.4406
SMED30015370	41.7047	42.1263	43.9409	51.8519	54.7908
SMED30015427	23.439	23.5116	21.1358	24.149	25.7467
SMED30015451	5.17671	4.66012	4.91287	5.39186	6.07457
SMED30015524	30.7353	28.1794	21.5812	27.7827	26.9887
SMED30015547	13.2019	12.4988	11.8722	10.2537	10.2769
SMED30015565	53.7466	57.677	60.8895	64.2648	62.6245
SMED30015639	4.56027	3.97307	4.06475	5.24363	5.69047
SMED30015649	6.17076	6.09002	4.63461	4.06028	2.7666
SMED30015677	1.00409	0.878402	1.19333	1.44744	1.54139
