p_val avg_logFC pct.1 pct.2 p_val_adj
SMED30009325 2.49962061323917e-32 0.0707024462510106 0.074 0.034 5.47866846009761e-28
SMED30022128 4.76279210246314e-32 -0.118187192743112 0.778 0.8 1.04390877301787e-27
SMED30018481 6.14949031798102e-32 -0.128546696122539 0.25 0.328 1.34784528789508e-27
SMED30017854 8.23502337633424e-32 0.0213412193673958 0.014 0 1.80495242362494e-27
SMED30022273 1.3537129287094e-31 -0.127115792527016 0.388 0.465 2.96706799714527e-27
SMED30029542 1.48531009361682e-31 0.161054280523091 0.8 0.785 3.25550266318935e-27
SMED30024219 2.35080700225741e-31 0.244151643201619 0.035 0.01 5.15249878754778e-27
SMED30007270 2.45220236436128e-31 0.148466474414798 0.712 0.666 5.37473714220705e-27
SMED30015537 2.57839166273842e-31 -0.0638062464590562 0.063 0.113 5.65131884639008e-27
SMED30016925 2.84590468338911e-31 0.0323152082708665 0.028 0.006 6.23765388505225e-27
SMED30027707 3.75175138838878e-31 -0.233237867928767 0.61 0.653 8.22308869307053e-27
SMED30001819 4.35329409147518e-31 0.0386807542888135 0.033 0.009 9.5415499896953e-27
SMED30003549 7.76294488656356e-31 -0.0841422336689547 0.109 0.169 1.701482260237e-26
SMED30026023 1.0825905422262e-30 -0.0680784015666105 0.096 0.155 2.37282195045139e-26
SMED30029071 1.11324157843074e-30 -0.103404985455385 0.192 0.264 2.44000289160449e-26
SMED30001234 1.54307525507396e-30 0.107457572160663 0.271 0.204 3.3821123440711e-26
SMED30026619 2.31247782757075e-30 -0.105624357443021 0.097 0.152 5.06848890246958e-26
SMED30029179 2.453246421567e-30 0.174620298328267 0.515 0.455 5.37702550679056e-26
SMED30015654 2.68185248441011e-30 -0.0854051964233905 0.106 0.166 5.87808427533009e-26
SMED30008579 3.01932099590824e-30 -0.171598586021598 0.749 0.768 6.61774775883167e-26
SMED30008695 3.82544583445747e-30 0.123448814176841 0.705 0.656 8.38461217996389e-26
SMED30016196 5.40693560214654e-30 0.0993658329056371 0.97 0.957 1.18509214527848e-25
SMED30009181 7.12147519747353e-30 0.131532560713426 0.389 0.317 1.56088493378225e-25
SMED30007343 8.55280464887934e-30 -0.154389198892408 0.424 0.492 1.87460372294137e-25
SMED30004156 1.10354848858738e-29 -0.133977141958687 0.406 0.482 2.41875757728581e-25
SMED30034946 1.26968792880616e-29 0.1619409069911 0.233 0.169 2.78290200235733e-25
SMED30021696 1.28618139917032e-29 0.0948214442948423 0.229 0.163 2.8190523907015e-25
SMED30032188 1.51996607194868e-29 0.0221900186691605 0.02 0.003 3.33146163649712e-25
SMED30005465 1.59212944895751e-29 0.129726374910761 0.386 0.314 3.48962932622507e-25
SMED30024756 2.16726663699092e-29 0.148905145175452 0.562 0.495 4.7502150149567e-25
SMED30002776 2.19806324732895e-29 -0.127400731068829 0.64 0.682 4.81771502549558e-25
SMED30013825 2.45482383191769e-29 -0.096871641709465 0.196 0.266 5.3804828747972e-25
SMED30009189 3.36655865759024e-29 -0.111514096915088 0.266 0.348 7.3788232657063e-25
SMED30002314 3.55877506463902e-29 0.107722221190289 0.184 0.123 7.80012318667581e-25
SMED30022078 3.82582112574103e-29 0.0996969606943021 0.872 0.845 8.3854347433992e-25
SMED30011720 5.77446163414068e-29 -0.0701982204362309 0.131 0.193 1.26564650097095e-24
SMED30028808 6.24244191222128e-29 -0.123045419654667 0.924 0.942 1.36821841832066e-24
SMED30013618 6.51040627810315e-29 -0.0973170499375136 0.204 0.275 1.42695084803465e-24
SMED30007869 7.74836851280901e-29 0.0958753685606741 0.111 0.065 1.69828741063748e-24
SMED30035424 8.11362839622175e-29 0.210885383222854 0.607 0.559 1.77834507188388e-24
SMED30004128 1.10180792870084e-28 0.0400656279152095 0.032 0.009 2.41494261812651e-24
SMED30022325 2.29835227984735e-28 0.0989203270866352 0.916 0.9 5.03752852696942e-24
SMED30014449 3.16089090484574e-28 0.138592417673584 0.632 0.584 6.92804068524089e-24
SMED30005117 4.28152121248937e-28 -0.0896491218865278 0.351 0.437 9.3842381935342e-24
SMED30027121 4.53438502241763e-28 0.107206631817685 0.158 0.104 9.93846509213497e-24
SMED30019874 5.97557543097213e-28 -0.1619268936024 0.647 0.717 1.30972662296047e-23
SMED30032941 6.21244599160138e-28 -0.079428494628865 0.239 0.314 1.36164391243919e-23
SMED30024706 6.41356780432538e-28 -0.14663298495518 0.412 0.487 1.40572579135204e-23
SMED30010171 7.47761089680068e-28 0.126379415121737 0.718 0.693 1.63894275636077e-23
SMED30004049 7.49485724141902e-28 -0.0929999636858087 0.228 0.301 1.64272281017422e-23
SMED30016201 8.27917839141474e-28 -0.18294478075209 0.484 0.553 1.81463031983028e-23
SMED30011873 1.03108502490173e-27 -0.0851483298430766 0.183 0.248 2.25993215757961e-23
SMED30035906 1.15682268840737e-27 -0.118622306201402 0.206 0.277 2.53552396845127e-23
SMED30014296 1.31484271822399e-27 0.0259990635131929 0.023 0.005 2.88187226980334e-23
SMED30034219 1.59047101450319e-27 -0.0917224480504482 0.881 0.892 3.48599436958809e-23
SMED30020914 1.7966876879973e-27 -0.13072610556342 0.521 0.575 3.93798007455248e-23
SMED30025657 2.17956781695991e-27 0.112396681307593 0.827 0.801 4.77717674121274e-23
SMED30016281 2.6380557648757e-27 -0.185513987317286 0.198 0.27 5.78209062545457e-23
SMED30013371 2.7027129016685e-27 0.0980294942112572 0.888 0.862 5.92380613787702e-23
SMED30009140 3.64444766778821e-27 0.0153811090644833 0.012 0 7.98790039825821e-23
SMED30005206 3.67891426863679e-27 -0.13492613366903 0.47 0.532 8.06344429399811e-23
SMED30029780 3.8388434407752e-27 0.106745358400065 0.386 0.308 8.41397705349109e-23
SMED30034651 1.73823596473835e-26 0.0823961530141269 0.148 0.097 3.80986558751353e-22
SMED30014914 2.57736162486585e-26 0.136655076066885 0.572 0.511 5.64906120938096e-22
SMED30003452 2.64429601153596e-26 -0.0690773284766361 0.11 0.166 5.79576799808453e-22
SMED30021474 3.67408821099772e-26 -0.0723572242211103 0.09 0.141 8.05286654086481e-22
SMED30013188 4.02839409520369e-26 -0.0575958430047461 0.078 0.126 8.82943417786745e-22
SMED30008405 5.38966897011309e-26 -0.0738668866883686 0.07 0.116 1.18130764486939e-21
SMED30002848 6.07719457757881e-26 0.0212328337783835 0.012 0 1.33199950751372e-21
SMED30016193 7.52091448813091e-26 0.137238492874418 0.501 0.451 1.64843403750853e-21
SMED30028723 8.21130800322486e-26 0.0340274280912837 0.016 0.002 1.79975448814682e-21
SMED30015923 8.23543727136227e-26 0.0536135497506576 0.064 0.031 1.80504314113718e-21
SMED30023751 9.39681579158066e-26 -0.284485479058493 0.35 0.405 2.05959408519865e-21
SMED30012171 9.51162966711937e-26 -0.0744753968098828 0.146 0.207 2.08475899043922e-21
SMED30016080 1.21787852041129e-25 -0.270729904132471 0.447 0.517 2.66934614103746e-21
SMED30002655 1.21869250707145e-25 -0.11045365350667 0.057 0.098 2.67113023699921e-21
SMED30031695 1.29851023370857e-25 0.16585795249869 0.202 0.144 2.84607473024244e-21
SMED30029468 1.72279262553482e-25 0.0248285988282286 0.017 0.002 3.77601687664722e-21
SMED30018534 1.78250363614654e-25 0.0894373727406944 0.161 0.11 3.90689146970599e-21
SMED30019227 1.99726821341014e-25 0.0672447558728032 0.015 0.001 4.37761247015235e-21
SMED30034766 2.10241640007345e-25 -0.159790440156039 0.693 0.742 4.60807626568099e-21
SMED30002694 3.28755804845144e-25 0.0204661984740717 0.011 0 7.20566973059586e-21
SMED30035387 3.8466451229229e-25 -0.0860047710335731 0.176 0.236 8.43107678042241e-21
SMED30032401 4.34713957797384e-25 -0.0936939869648963 0.213 0.278 9.52806052700307e-21
SMED30033440 4.7711858684554e-25 0.170853405470959 0.409 0.345 1.04574851864805e-20
SMED30031236 4.82730325160752e-25 -0.0596824975673474 0.098 0.15 1.05804832668734e-20
SMED30031572 5.22213761288549e-25 0.0551541187639957 0.021 0.004 1.14458812199224e-20
SMED30026844 5.46492053171552e-25 0.105883754869219 0.837 0.82 1.19780128214141e-20
SMED30031403 5.58231236033363e-25 0.112471754225352 0.328 0.264 1.22353122313793e-20
SMED30009430 5.85854116076108e-25 -0.206139021318962 0.688 0.739 1.28407505161561e-20
SMED30005101 6.19855558426074e-25 -0.115579436750269 0.483 0.544 1.35859941295827e-20
SMED30023729 7.57506795301642e-25 0.0923383629771302 0.862 0.845 1.66030339394214e-20
SMED30031771 8.09075329673434e-25 -0.13489999545007 0.554 0.612 1.77333130757823e-20
SMED30027552 8.3930447298135e-25 0.042467569067394 0.04 0.015 1.83958754388052e-20
SMED30000065 8.65188297559883e-25 -0.15431636942849 0.564 0.633 1.89631971059175e-20
SMED30010637 9.70404493891321e-25 0.103897618870065 0.798 0.778 2.126932569711e-20
SMED30002921 1.06643196965967e-24 0.0204491778958129 0.018 0.003 2.33740559110008e-20
SMED30004317 1.84451105325483e-24 -0.0499463794858079 0.047 0.086 4.04279932652395e-20
SMED30024633 2.41331032413467e-24 -0.103885826931808 0.373 0.442 5.28949356843837e-20
SMED30021467 2.99556033862784e-24 -0.168958420766413 0.326 0.394 6.56566915020451e-20
SMED30001627 3.50125417152711e-24 -0.138742423552698 0.628 0.661 7.67404889315313e-20
SMED30014462 4.14812184245703e-24 0.0901078342445029 0.129 0.083 9.09185345429732e-20
SMED30004576 4.19674366728747e-24 -0.122900809472873 0.678 0.727 9.19842276996068e-20
SMED30027929 4.53574668190947e-24 0.140089293804598 0.912 0.889 9.94144957740917e-20
SMED30034771 5.47949723667917e-24 0.0654031083001548 0.011 0 1.20099620433534e-19
SMED30027991 8.47415304162351e-24 -0.106271970703595 0.571 0.625 1.85736486366304e-19
SMED30021348 8.81767705612447e-24 -0.123239972330451 0.424 0.491 1.93265845716136e-19
SMED30011393 9.43973211009374e-24 -0.104353236540914 0.264 0.332 2.06900048389035e-19
SMED30026335 9.61847111919404e-24 0.0299852056734424 0.011 0 2.10817649990495e-19
SMED30013063 9.88896074510791e-24 0.0571287652500012 0.089 0.051 2.16746241611275e-19
SMED30014862 1.0996366382061e-23 0.0701501049089691 0.146 0.099 2.41018358362013e-19
SMED30017135 1.28035167361326e-23 -0.141096532268186 0.603 0.654 2.80627479822555e-19
SMED30022274 1.33347842088529e-23 0.0475426578156079 0.042 0.017 2.92271800289638e-19
SMED30015728 1.35912591222595e-23 -0.092152439954167 0.286 0.352 2.97893217441683e-19
SMED30012836 1.37511486043785e-23 0.126061612918919 0.325 0.265 3.01397675110769e-19
SMED30002129 1.5569173797108e-23 -0.0844395567754647 0.263 0.33 3.41245151285013e-19
SMED30006179 1.65415461888879e-23 -0.126827229995243 0.304 0.369 3.62557609368045e-19
SMED30034050 1.97997268275336e-23 0.0722400153298957 0.14 0.093 4.33970412605882e-19
SMED30011383 2.44976406687225e-23 0.106535670705441 0.799 0.772 5.36939288177061e-19
SMED30015042 3.40410829980015e-23 0.128914673247104 0.665 0.645 7.46112457150197e-19
SMED30005490 3.49050826322157e-23 -0.0881622866377585 0.196 0.257 7.65049601132904e-19
SMED30000896 3.54934575732728e-23 0.120995124357512 0.442 0.378 7.77945603090992e-19
SMED30000802 3.67670082135305e-23 0.661389921871118 0.061 0.03 8.05859286024162e-19
SMED30015227 3.90416976330862e-23 -0.105938193291643 0.295 0.358 8.55715928721984e-19
SMED30003394 4.23390122192901e-23 0.0334457136942402 0.031 0.01 9.279864698224e-19
SMED30006412 4.63304622357118e-23 -0.0596380798172857 0.098 0.147 1.01547107128233e-18
SMED30013106 4.76945076891937e-23 0.148424939066886 0.504 0.457 1.04536821953175e-18
SMED30023225 5.20229953468953e-23 0.0301579605312047 0.01 0 1.14024001201325e-18
SMED30017227 5.4019555946145e-23 -0.0532932755110419 0.096 0.144 1.18400062722761e-18
SMED30029547 5.52826353735165e-23 -0.0734084436262241 0.134 0.19 1.21168480211673e-18
SMED30014223 6.01973533666325e-23 0.144293134913466 0.223 0.171 1.31940559108985e-18
SMED30025597 6.02211530859313e-23 0.122107136422768 0.67 0.628 1.31992723333744e-18
SMED30007410 7.09335008514402e-23 0.116406232778103 0.737 0.719 1.55472047166187e-18
SMED30008950 7.30092165348187e-23 -0.0689029823376235 0.069 0.11 1.60021600801016e-18
SMED30028632 7.7192635248255e-23 -0.0998789645409723 0.352 0.419 1.69190817937125e-18
SMED30032516 8.81298747193202e-23 -0.0837088964910288 0.285 0.35 1.93163059409806e-18
SMED30007725 9.51203292999621e-23 0.0479404594181651 0.066 0.035 2.08484737759657e-18
SMED30015049 1.10570012005314e-22 -0.106594030523045 0.443 0.505 2.42347352313248e-18
SMED30015674 1.14429380607325e-22 -0.100105727004152 0.524 0.592 2.50806316415134e-18
SMED30008911 1.29479733338769e-22 -0.1247586595516 0.61 0.652 2.83793679531914e-18
SMED30033277 1.43161303894042e-22 0.0270667209973568 0.022 0.006 3.1378094587496e-18
SMED30035662 1.64887676974661e-22 0.0621258962224626 0.156 0.107 3.61400810393062e-18
SMED30033881 2.11599080207271e-22 -0.0630711963331168 0 0.011 4.63782863998297e-18
SMED30026182 2.15980074531723e-22 -0.121495285637319 0.208 0.269 4.7338512735863e-18
SMED30015375 2.46935033661416e-22 0.0951830214231926 0.187 0.136 5.41232206779091e-18
